exposure_index,start_seconds,exposure_seconds,visibility,vis_HV,vis_DA,QBER_total,C_HH,cps_HH,delay_HH_ps,C_VV,cps_VV,delay_VV_ps,C_DD,cps_DD,delay_DD_ps,C_AA,cps_AA,delay_AA_ps,C_HV,cps_HV,delay_HV_ps,C_VH,cps_VH,delay_VH_ps,C_DA,cps_DA,delay_DA_ps,C_AD,cps_AD,delay_AD_ps,alice_ch1_singles,alice_ch1_cps,alice_ch2_singles,alice_ch2_cps,alice_ch3_singles,alice_ch3_cps,alice_ch4_singles,alice_ch4_cps,bob_ch1_singles,bob_ch1_cps,bob_ch2_singles,bob_ch2_cps,bob_ch3_singles,bob_ch3_cps,bob_ch4_singles,bob_ch4_cps
1,0.0,1.0,0.13363636363636364,0.22727272727272727,0.04,0.43318181818181817,20,20.0,35400.001525878906,7,7.0,66300.00305175781,9,9.0,-62500.0,17,17.0,38599.998474121094,11,11.0,-38599.998474121094,6,6.0,35099.998474121094,12,12.0,39000.0,12,12.0,29299.999237060547,35214,35214.0,15389,15389.0,40571,40571.0,45186,45186.0,63338,63338.0,67588,67588.0,72143,72143.0,63934,63934.0
2,1.0,1.0,0.055198973042362015,0.2682926829268293,-0.15789473684210525,0.472400513478819,21,21.0,35500.0,5,5.0,-50299.99923706055,8,8.0,-31500.0,16,16.0,38500.0,10,10.0,35099.998474121094,5,5.0,-56099.998474121094,22,22.0,38799.99923706055,11,11.0,-41000.0,35263,35263.0,15527,15527.0,41341,41341.0,45602,45602.0,63686,63686.0,67880,67880.0,72385,72385.0,64103,64103.0
3,2.0,1.0,0.2459119496855346,0.3584905660377358,0.13333333333333333,0.3770440251572327,25,25.0,35599.998474121094,11,11.0,35500.0,10,10.0,39200.00076293945,24,24.0,39099.998474121094,11,11.0,41000.0,6,6.0,-44400.001525878906,15,15.0,39099.998474121094,11,11.0,25799.999237060547,35836,35836.0,16323,16323.0,41942,41942.0,46257,46257.0,63921,63921.0,68126,68126.0,72546,72546.0,64276,64276.0
4,3.0,1.0,0.20483749055177625,0.22448979591836735,0.18518518518518517,0.3975812547241119,21,21.0,36000.0,9,9.0,35200.00076293945,10,10.0,38900.001525878906,22,22.0,38599.998474121094,11,11.0,4000.0,8,8.0,20100.000381469727,11,11.0,-14000.0,11,11.0,12300.000190734863,35840,35840.0,16595,16595.0,41719,41719.0,46679,46679.0,63896,63896.0,68082,68082.0,72473,72473.0,64426,64426.0
5,4.0,1.0,0.17028985507246375,0.17391304347826086,0.16666666666666666,0.4148550724637681,21,21.0,35700.00076293945,6,6.0,-61599.998474121094,10,10.0,-30700.000762939453,25,25.0,38599.998474121094,13,13.0,-68800.00305175781,6,6.0,63900.001525878906,15,15.0,39200.00076293945,10,10.0,35599.998474121094,35807,35807.0,16316,16316.0,42149,42149.0,46324,46324.0,63771,63771.0,68191,68191.0,72674,72674.0,64348,64348.0
6,5.0,1.0,0.18681693989071038,0.2916666666666667,0.08196721311475409,0.4065915300546448,22,22.0,35599.998474121094,9,9.0,35599.998474121094,15,15.0,39500.0,18,18.0,38599.998474121094,11,11.0,1000.0,6,6.0,-17399.999618530273,18,18.0,39000.0,10,10.0,-32799.99923706055,35258,35258.0,15662,15662.0,40940,40940.0,45541,45541.0,63298,63298.0,67731,67731.0,72211,72211.0,63861,63861.0
7,6.0,1.0,0.2563126945693532,0.22448979591836735,0.288135593220339,0.3718436527153234,24,24.0,35599.998474121094,6,6.0,5699.999809265137,14,14.0,39299.99923706055,24,24.0,38900.001525878906,13,13.0,36200.00076293945,6,6.0,-13500.0,12,12.0,14600.000381469727,9,9.0,6699.999809265137,35831,35831.0,16348,16348.0,41553,41553.0,46324,46324.0,63836,63836.0,68044,68044.0,72509,72509.0,64354,64354.0
8,7.0,1.0,0.15671641791044777,0.0,0.31343283582089554,0.4216417910447761,16,16.0,35400.001525878906,7,7.0,17100.000381469727,16,16.0,39700.00076293945,28,28.0,38700.00076293945,14,14.0,30700.000762939453,9,9.0,-37500.0,13,13.0,39599.998474121094,10,10.0,29700.000762939453,36139,36139.0,16816,16816.0,41884,41884.0,45744,45744.0,63819,63819.0,68008,68008.0,72487,72487.0,64541,64541.0
9,8.0,1.0,0.07941176470588235,0.1,0.058823529411764705,0.46029411764705885,14,14.0,35599.998474121094,8,8.0,64900.001525878906,13,13.0,39200.00076293945,23,23.0,38500.0,11,11.0,-89900.0015258789,7,7.0,35799.99923706055,22,22.0,38900.001525878906,10,10.0,36400.001525878906,36872,36872.0,17887,17887.0,42122,42122.0,46589,46589.0,64008,64008.0,68363,68363.0,72595,72595.0,64811,64811.0
