zerothird_unique_run_data_row,run_timestamp_utc,run_timestamp_local,record_id,alice_file,filename_kind,curated_window,curated_mode,rows,qkd_rows,chsh_rows,alice_results_csv,alice_results_data_rows,alice_results_line_numbers,first_alice_results_line_number,last_alice_results_line_number,good_results_combined_csv,good_results_combined_data_rows,zerothird_results_csv,zerothird_results_data_rows,first_zerothird_results_data_row,last_zerothird_results_data_row
7755,2026-07-11T15:14:55.775248+00:00,2026-07-11T17:14:55.775248+02:00,CHSH_S_step0456,alice_CHSH_S_step0456_20260711T151455.775248Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41825,41826,41826,41826,Data/GoodResults/alice_results_good_since_20260628.csv,26689,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11348,11348,11348
7756,2026-07-11T15:15:09.820896+00:00,2026-07-11T17:15:09.820896+02:00,CHSH_S_step0457,alice_CHSH_S_step0457_20260711T151509.820896Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41826,41827,41827,41827,Data/GoodResults/alice_results_good_since_20260628.csv,26690,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11349,11349,11349
7757,2026-07-11T15:15:23.769330+00:00,2026-07-11T17:15:23.769330+02:00,CHSH_S_step0458,alice_CHSH_S_step0458_20260711T151523.769330Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41827,41828,41828,41828,Data/GoodResults/alice_results_good_since_20260628.csv,26691,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11350,11350,11350
7758,2026-07-11T15:15:37.811961+00:00,2026-07-11T17:15:37.811961+02:00,CHSH_S_step0459,alice_CHSH_S_step0459_20260711T151537.811961Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41828,41829,41829,41829,Data/GoodResults/alice_results_good_since_20260628.csv,26692,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11351,11351,11351
7759,2026-07-11T15:15:51.746206+00:00,2026-07-11T17:15:51.746206+02:00,CHSH_S_step0460,alice_CHSH_S_step0460_20260711T151551.746206Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41829,41830,41830,41830,Data/GoodResults/alice_results_good_since_20260628.csv,26693,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11352,11352,11352
7760,2026-07-11T15:16:05.769610+00:00,2026-07-11T17:16:05.769610+02:00,CHSH_S_step0461,alice_CHSH_S_step0461_20260711T151605.769610Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41830,41831,41831,41831,Data/GoodResults/alice_results_good_since_20260628.csv,26694,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11353,11353,11353
7761,2026-07-11T15:16:19.827183+00:00,2026-07-11T17:16:19.827183+02:00,CHSH_S_step0462,alice_CHSH_S_step0462_20260711T151619.827183Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41831,41832,41832,41832,Data/GoodResults/alice_results_good_since_20260628.csv,26695,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11354,11354,11354
7762,2026-07-11T15:16:33.941033+00:00,2026-07-11T17:16:33.941033+02:00,CHSH_S_step0463,alice_CHSH_S_step0463_20260711T151633.941033Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41832,41833,41833,41833,Data/GoodResults/alice_results_good_since_20260628.csv,26696,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11355,11355,11355
7763,2026-07-11T15:16:47.917440+00:00,2026-07-11T17:16:47.917440+02:00,CHSH_S_step0464,alice_CHSH_S_step0464_20260711T151647.917440Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41833,41834,41834,41834,Data/GoodResults/alice_results_good_since_20260628.csv,26697,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11356,11356,11356
7764,2026-07-11T15:17:01.869780+00:00,2026-07-11T17:17:01.869780+02:00,CHSH_S_step0465,alice_CHSH_S_step0465_20260711T151701.869780Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41834,41835,41835,41835,Data/GoodResults/alice_results_good_since_20260628.csv,26698,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11357,11357,11357
7765,2026-07-11T15:17:15.914671+00:00,2026-07-11T17:17:15.914671+02:00,CHSH_S_step0466,alice_CHSH_S_step0466_20260711T151715.914671Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41835,41836,41836,41836,Data/GoodResults/alice_results_good_since_20260628.csv,26699,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11358,11358,11358
7766,2026-07-11T15:17:29.906856+00:00,2026-07-11T17:17:29.906856+02:00,CHSH_S_step0467,alice_CHSH_S_step0467_20260711T151729.906856Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41836,41837,41837,41837,Data/GoodResults/alice_results_good_since_20260628.csv,26700,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11359,11359,11359
7767,2026-07-11T15:17:43.873833+00:00,2026-07-11T17:17:43.873833+02:00,CHSH_S_step0468,alice_CHSH_S_step0468_20260711T151743.873833Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41837,41838,41838,41838,Data/GoodResults/alice_results_good_since_20260628.csv,26701,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11360,11360,11360
7768,2026-07-11T15:17:57.957026+00:00,2026-07-11T17:17:57.957026+02:00,CHSH_S_step0469,alice_CHSH_S_step0469_20260711T151757.957026Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41838,41839,41839,41839,Data/GoodResults/alice_results_good_since_20260628.csv,26702,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11361,11361,11361
7769,2026-07-11T15:18:11.956333+00:00,2026-07-11T17:18:11.956333+02:00,CHSH_S_step0470,alice_CHSH_S_step0470_20260711T151811.956333Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41839,41840,41840,41840,Data/GoodResults/alice_results_good_since_20260628.csv,26703,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11362,11362,11362
7770,2026-07-11T15:18:25.954074+00:00,2026-07-11T17:18:25.954074+02:00,CHSH_S_step0471,alice_CHSH_S_step0471_20260711T151825.954074Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41840,41841,41841,41841,Data/GoodResults/alice_results_good_since_20260628.csv,26704,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11363,11363,11363
7771,2026-07-11T15:18:39.996622+00:00,2026-07-11T17:18:39.996622+02:00,CHSH_S_step0472,alice_CHSH_S_step0472_20260711T151839.996622Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41841,41842,41842,41842,Data/GoodResults/alice_results_good_since_20260628.csv,26705,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11364,11364,11364
7772,2026-07-11T15:18:53.980679+00:00,2026-07-11T17:18:53.980679+02:00,CHSH_S_step0473,alice_CHSH_S_step0473_20260711T151853.980679Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41842,41843,41843,41843,Data/GoodResults/alice_results_good_since_20260628.csv,26706,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11365,11365,11365
7773,2026-07-11T15:19:07.941491+00:00,2026-07-11T17:19:07.941491+02:00,CHSH_S_step0474,alice_CHSH_S_step0474_20260711T151907.941491Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41843,41844,41844,41844,Data/GoodResults/alice_results_good_since_20260628.csv,26707,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11366,11366,11366
7774,2026-07-11T15:19:21.867078+00:00,2026-07-11T17:19:21.867078+02:00,CHSH_S_step0475,alice_CHSH_S_step0475_20260711T151921.867078Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41844,41845,41845,41845,Data/GoodResults/alice_results_good_since_20260628.csv,26708,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11367,11367,11367
7775,2026-07-11T15:19:35.900158+00:00,2026-07-11T17:19:35.900158+02:00,CHSH_S_step0476,alice_CHSH_S_step0476_20260711T151935.900158Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41845,41846,41846,41846,Data/GoodResults/alice_results_good_since_20260628.csv,26709,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11368,11368,11368
7776,2026-07-11T15:19:49.871657+00:00,2026-07-11T17:19:49.871657+02:00,CHSH_S_step0477,alice_CHSH_S_step0477_20260711T151949.871657Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41846,41847,41847,41847,Data/GoodResults/alice_results_good_since_20260628.csv,26710,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11369,11369,11369
7777,2026-07-11T15:20:03.866354+00:00,2026-07-11T17:20:03.866354+02:00,CHSH_S_step0478,alice_CHSH_S_step0478_20260711T152003.866354Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41847,41848,41848,41848,Data/GoodResults/alice_results_good_since_20260628.csv,26711,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11370,11370,11370
7778,2026-07-11T15:20:17.803805+00:00,2026-07-11T17:20:17.803805+02:00,CHSH_S_step0479,alice_CHSH_S_step0479_20260711T152017.803805Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41848,41849,41849,41849,Data/GoodResults/alice_results_good_since_20260628.csv,26712,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11371,11371,11371
7779,2026-07-11T15:20:31.712505+00:00,2026-07-11T17:20:31.712505+02:00,CHSH_S_step0480,alice_CHSH_S_step0480_20260711T152031.712505Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41849,41850,41850,41850,Data/GoodResults/alice_results_good_since_20260628.csv,26713,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11372,11372,11372
7780,2026-07-11T15:20:45.643259+00:00,2026-07-11T17:20:45.643259+02:00,CHSH_S_step0481,alice_CHSH_S_step0481_20260711T152045.643259Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41850,41851,41851,41851,Data/GoodResults/alice_results_good_since_20260628.csv,26714,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11373,11373,11373
7781,2026-07-11T15:20:59.584481+00:00,2026-07-11T17:20:59.584481+02:00,CHSH_S_step0482,alice_CHSH_S_step0482_20260711T152059.584481Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41851,41852,41852,41852,Data/GoodResults/alice_results_good_since_20260628.csv,26715,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11374,11374,11374
7782,2026-07-11T15:21:13.494319+00:00,2026-07-11T17:21:13.494319+02:00,CHSH_S_step0483,alice_CHSH_S_step0483_20260711T152113.494319Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41852,41853,41853,41853,Data/GoodResults/alice_results_good_since_20260628.csv,26716,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11375,11375,11375
7783,2026-07-11T15:21:27.379217+00:00,2026-07-11T17:21:27.379217+02:00,CHSH_S_step0484,alice_CHSH_S_step0484_20260711T152127.379217Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41853,41854,41854,41854,Data/GoodResults/alice_results_good_since_20260628.csv,26717,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11376,11376,11376
7784,2026-07-11T15:21:41.636764+00:00,2026-07-11T17:21:41.636764+02:00,CHSH_S_step0485,alice_CHSH_S_step0485_20260711T152141.636764Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41854,41855,41855,41855,Data/GoodResults/alice_results_good_since_20260628.csv,26718,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11377,11377,11377
7785,2026-07-11T15:21:55.613393+00:00,2026-07-11T17:21:55.613393+02:00,CHSH_S_step0486,alice_CHSH_S_step0486_20260711T152155.613393Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41855,41856,41856,41856,Data/GoodResults/alice_results_good_since_20260628.csv,26719,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11378,11378,11378
7786,2026-07-11T15:22:09.584613+00:00,2026-07-11T17:22:09.584613+02:00,CHSH_S_step0487,alice_CHSH_S_step0487_20260711T152209.584613Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41856,41857,41857,41857,Data/GoodResults/alice_results_good_since_20260628.csv,26720,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11379,11379,11379
7787,2026-07-11T15:22:23.527377+00:00,2026-07-11T17:22:23.527377+02:00,CHSH_S_step0488,alice_CHSH_S_step0488_20260711T152223.527377Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41857,41858,41858,41858,Data/GoodResults/alice_results_good_since_20260628.csv,26721,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11380,11380,11380
7788,2026-07-11T15:22:37.635655+00:00,2026-07-11T17:22:37.635655+02:00,CHSH_S_step0489,alice_CHSH_S_step0489_20260711T152237.635655Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41858,41859,41859,41859,Data/GoodResults/alice_results_good_since_20260628.csv,26722,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11381,11381,11381
7789,2026-07-11T15:22:51.703458+00:00,2026-07-11T17:22:51.703458+02:00,CHSH_S_step0490,alice_CHSH_S_step0490_20260711T152251.703458Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41859,41860,41860,41860,Data/GoodResults/alice_results_good_since_20260628.csv,26723,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11382,11382,11382
7790,2026-07-11T15:23:05.784642+00:00,2026-07-11T17:23:05.784642+02:00,CHSH_S_step0491,alice_CHSH_S_step0491_20260711T152305.784642Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41860,41861,41861,41861,Data/GoodResults/alice_results_good_since_20260628.csv,26724,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11383,11383,11383
7791,2026-07-11T15:23:19.725156+00:00,2026-07-11T17:23:19.725156+02:00,CHSH_S_step0492,alice_CHSH_S_step0492_20260711T152319.725156Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41861,41862,41862,41862,Data/GoodResults/alice_results_good_since_20260628.csv,26725,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11384,11384,11384
7792,2026-07-11T15:23:33.682772+00:00,2026-07-11T17:23:33.682772+02:00,CHSH_S_step0493,alice_CHSH_S_step0493_20260711T152333.682772Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41862,41863,41863,41863,Data/GoodResults/alice_results_good_since_20260628.csv,26726,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11385,11385,11385
7793,2026-07-11T15:23:47.659015+00:00,2026-07-11T17:23:47.659015+02:00,CHSH_S_step0494,alice_CHSH_S_step0494_20260711T152347.659015Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41863,41864,41864,41864,Data/GoodResults/alice_results_good_since_20260628.csv,26727,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11386,11386,11386
7794,2026-07-11T15:24:01.687203+00:00,2026-07-11T17:24:01.687203+02:00,CHSH_S_step0495,alice_CHSH_S_step0495_20260711T152401.687203Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41864,41865,41865,41865,Data/GoodResults/alice_results_good_since_20260628.csv,26728,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11387,11387,11387
7795,2026-07-11T15:24:15.753578+00:00,2026-07-11T17:24:15.753578+02:00,CHSH_S_step0496,alice_CHSH_S_step0496_20260711T152415.753578Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41865,41866,41866,41866,Data/GoodResults/alice_results_good_since_20260628.csv,26729,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11388,11388,11388
7796,2026-07-11T15:24:29.691472+00:00,2026-07-11T17:24:29.691472+02:00,CHSH_S_step0497,alice_CHSH_S_step0497_20260711T152429.691472Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41866,41867,41867,41867,Data/GoodResults/alice_results_good_since_20260628.csv,26730,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11389,11389,11389
7797,2026-07-11T15:24:43.642726+00:00,2026-07-11T17:24:43.642726+02:00,CHSH_S_step0498,alice_CHSH_S_step0498_20260711T152443.642726Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41867,41868,41868,41868,Data/GoodResults/alice_results_good_since_20260628.csv,26731,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11390,11390,11390
7798,2026-07-11T15:24:57.573997+00:00,2026-07-11T17:24:57.573997+02:00,CHSH_S_step0499,alice_CHSH_S_step0499_20260711T152457.573997Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41868,41869,41869,41869,Data/GoodResults/alice_results_good_since_20260628.csv,26732,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11391,11391,11391
7799,2026-07-11T15:25:11.496621+00:00,2026-07-11T17:25:11.496621+02:00,CHSH_S_step0500,alice_CHSH_S_step0500_20260711T152511.496621Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41869,41870,41870,41870,Data/GoodResults/alice_results_good_since_20260628.csv,26733,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11392,11392,11392
7800,2026-07-11T15:25:25.375682+00:00,2026-07-11T17:25:25.375682+02:00,CHSH_S_step0501,alice_CHSH_S_step0501_20260711T152525.375682Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41870,41871,41871,41871,Data/GoodResults/alice_results_good_since_20260628.csv,26734,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11393,11393,11393
7801,2026-07-11T15:25:39.479835+00:00,2026-07-11T17:25:39.479835+02:00,CHSH_S_step0502,alice_CHSH_S_step0502_20260711T152539.479835Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41871,41872,41872,41872,Data/GoodResults/alice_results_good_since_20260628.csv,26735,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11394,11394,11394
7802,2026-07-11T15:25:53.346897+00:00,2026-07-11T17:25:53.346897+02:00,CHSH_S_step0503,alice_CHSH_S_step0503_20260711T152553.346897Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41872,41873,41873,41873,Data/GoodResults/alice_results_good_since_20260628.csv,26736,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11395,11395,11395
7803,2026-07-11T15:26:07.370428+00:00,2026-07-11T17:26:07.370428+02:00,CHSH_S_step0504,alice_CHSH_S_step0504_20260711T152607.370428Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41873,41874,41874,41874,Data/GoodResults/alice_results_good_since_20260628.csv,26737,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11396,11396,11396
7804,2026-07-11T15:26:21.329995+00:00,2026-07-11T17:26:21.329995+02:00,CHSH_S_step0505,alice_CHSH_S_step0505_20260711T152621.329995Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41874,41875,41875,41875,Data/GoodResults/alice_results_good_since_20260628.csv,26738,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11397,11397,11397
7805,2026-07-11T15:26:35.337351+00:00,2026-07-11T17:26:35.337351+02:00,CHSH_S_step0506,alice_CHSH_S_step0506_20260711T152635.337351Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41875,41876,41876,41876,Data/GoodResults/alice_results_good_since_20260628.csv,26739,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11398,11398,11398
7806,2026-07-11T15:26:49.442266+00:00,2026-07-11T17:26:49.442266+02:00,CHSH_S_step0507,alice_CHSH_S_step0507_20260711T152649.442266Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41876,41877,41877,41877,Data/GoodResults/alice_results_good_since_20260628.csv,26740,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11399,11399,11399
7807,2026-07-11T15:27:03.471386+00:00,2026-07-11T17:27:03.471386+02:00,CHSH_S_step0508,alice_CHSH_S_step0508_20260711T152703.471386Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41877,41878,41878,41878,Data/GoodResults/alice_results_good_since_20260628.csv,26741,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11400,11400,11400
7808,2026-07-11T15:27:17.456045+00:00,2026-07-11T17:27:17.456045+02:00,CHSH_S_step0509,alice_CHSH_S_step0509_20260711T152717.456045Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41878,41879,41879,41879,Data/GoodResults/alice_results_good_since_20260628.csv,26742,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11401,11401,11401
7809,2026-07-11T15:27:31.394715+00:00,2026-07-11T17:27:31.394715+02:00,CHSH_S_step0510,alice_CHSH_S_step0510_20260711T152731.394715Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41879,41880,41880,41880,Data/GoodResults/alice_results_good_since_20260628.csv,26743,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11402,11402,11402
7810,2026-07-11T15:27:45.350173+00:00,2026-07-11T17:27:45.350173+02:00,CHSH_S_step0511,alice_CHSH_S_step0511_20260711T152745.350173Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41880,41881,41881,41881,Data/GoodResults/alice_results_good_since_20260628.csv,26744,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11403,11403,11403
7811,2026-07-11T15:27:59.260612+00:00,2026-07-11T17:27:59.260612+02:00,CHSH_S_step0512,alice_CHSH_S_step0512_20260711T152759.260612Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41881,41882,41882,41882,Data/GoodResults/alice_results_good_since_20260628.csv,26745,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11404,11404,11404
7812,2026-07-11T15:28:13.211840+00:00,2026-07-11T17:28:13.211840+02:00,CHSH_S_step0513,alice_CHSH_S_step0513_20260711T152813.211840Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41882,41883,41883,41883,Data/GoodResults/alice_results_good_since_20260628.csv,26746,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11405,11405,11405
7813,2026-07-11T15:28:27.101351+00:00,2026-07-11T17:28:27.101351+02:00,CHSH_S_step0514,alice_CHSH_S_step0514_20260711T152827.101351Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41883,41884,41884,41884,Data/GoodResults/alice_results_good_since_20260628.csv,26747,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11406,11406,11406
7814,2026-07-11T15:28:41.216163+00:00,2026-07-11T17:28:41.216163+02:00,CHSH_S_step0515,alice_CHSH_S_step0515_20260711T152841.216163Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41884,41885,41885,41885,Data/GoodResults/alice_results_good_since_20260628.csv,26748,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11407,11407,11407
7815,2026-07-11T15:28:55.160230+00:00,2026-07-11T17:28:55.160230+02:00,CHSH_S_step0516,alice_CHSH_S_step0516_20260711T152855.160230Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41885,41886,41886,41886,Data/GoodResults/alice_results_good_since_20260628.csv,26749,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11408,11408,11408
7816,2026-07-11T15:29:09.170382+00:00,2026-07-11T17:29:09.170382+02:00,CHSH_S_step0517,alice_CHSH_S_step0517_20260711T152909.170382Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41886,41887,41887,41887,Data/GoodResults/alice_results_good_since_20260628.csv,26750,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11409,11409,11409
7817,2026-07-11T15:29:23.284474+00:00,2026-07-11T17:29:23.284474+02:00,CHSH_S_step0518,alice_CHSH_S_step0518_20260711T152923.284474Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41887,41888,41888,41888,Data/GoodResults/alice_results_good_since_20260628.csv,26751,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11410,11410,11410
7818,2026-07-11T15:29:37.237623+00:00,2026-07-11T17:29:37.237623+02:00,CHSH_S_step0519,alice_CHSH_S_step0519_20260711T152937.237623Z_exp_5.0s.bin,CHSH_S filename,"320 ps, 2 sigma",optimize,1,0,1,Data/alice_results.csv,41888,41889,41889,41889,Data/GoodResults/alice_results_good_since_20260628.csv,26752,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,11411,11411,11411
