zerothird_unique_run_data_row,run_timestamp_utc,run_timestamp_local,record_id,alice_file,filename_kind,curated_window,curated_mode,rows,qkd_rows,chsh_rows,alice_results_csv,alice_results_data_rows,alice_results_line_numbers,first_alice_results_line_number,last_alice_results_line_number,good_results_combined_csv,good_results_combined_data_rows,zerothird_results_csv,zerothird_results_data_rows,first_zerothird_results_data_row,last_zerothird_results_data_row
4157,2026-07-11T01:04:05.396534+00:00,2026-07-11T03:04:05.396534+02:00,CHSH_S_step0406,alice_CHSH_S_step0406_20260711T010405.396534Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37192,37193,37193,37193,Data/GoodResults/alice_results_good_since_20260628.csv,22056,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6715,6715,6715
4158,2026-07-11T01:04:19.535311+00:00,2026-07-11T03:04:19.535311+02:00,CHSH_S_step0407,alice_CHSH_S_step0407_20260711T010419.535311Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37193,37194,37194,37194,Data/GoodResults/alice_results_good_since_20260628.csv,22057,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6716,6716,6716
4159,2026-07-11T01:04:33.400468+00:00,2026-07-11T03:04:33.400468+02:00,CHSH_S_step0408,alice_CHSH_S_step0408_20260711T010433.400468Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37194,37195,37195,37195,Data/GoodResults/alice_results_good_since_20260628.csv,22058,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6717,6717,6717
4160,2026-07-11T01:04:47.337365+00:00,2026-07-11T03:04:47.337365+02:00,CHSH_S_step0409,alice_CHSH_S_step0409_20260711T010447.337365Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37195,37196,37196,37196,Data/GoodResults/alice_results_good_since_20260628.csv,22059,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6718,6718,6718
4161,2026-07-11T01:05:01.258297+00:00,2026-07-11T03:05:01.258297+02:00,CHSH_S_step0410,alice_CHSH_S_step0410_20260711T010501.258297Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37196,37197,37197,37197,Data/GoodResults/alice_results_good_since_20260628.csv,22060,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6719,6719,6719
4162,2026-07-11T01:05:15.197165+00:00,2026-07-11T03:05:15.197165+02:00,CHSH_S_step0411,alice_CHSH_S_step0411_20260711T010515.197165Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37197,37198,37198,37198,Data/GoodResults/alice_results_good_since_20260628.csv,22061,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6720,6720,6720
4163,2026-07-11T01:05:29.148310+00:00,2026-07-11T03:05:29.148310+02:00,CHSH_S_step0412,alice_CHSH_S_step0412_20260711T010529.148310Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37198,37199,37199,37199,Data/GoodResults/alice_results_good_since_20260628.csv,22062,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6721,6721,6721
4164,2026-07-11T01:05:42.966396+00:00,2026-07-11T03:05:42.966396+02:00,CHSH_S_step0413,alice_CHSH_S_step0413_20260711T010542.966396Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37199,37200,37200,37200,Data/GoodResults/alice_results_good_since_20260628.csv,22063,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6722,6722,6722
4165,2026-07-11T01:05:56.810975+00:00,2026-07-11T03:05:56.810975+02:00,CHSH_S_step0414,alice_CHSH_S_step0414_20260711T010556.810975Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37200,37201,37201,37201,Data/GoodResults/alice_results_good_since_20260628.csv,22064,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6723,6723,6723
4166,2026-07-11T01:06:10.694865+00:00,2026-07-11T03:06:10.694865+02:00,CHSH_S_step0415,alice_CHSH_S_step0415_20260711T010610.694865Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37201,37202,37202,37202,Data/GoodResults/alice_results_good_since_20260628.csv,22065,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6724,6724,6724
4167,2026-07-11T01:06:24.552719+00:00,2026-07-11T03:06:24.552719+02:00,CHSH_S_step0416,alice_CHSH_S_step0416_20260711T010624.552719Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37202,37203,37203,37203,Data/GoodResults/alice_results_good_since_20260628.csv,22066,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6725,6725,6725
4168,2026-07-11T01:06:38.646947+00:00,2026-07-11T03:06:38.646947+02:00,CHSH_S_step0417,alice_CHSH_S_step0417_20260711T010638.646947Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37203,37204,37204,37204,Data/GoodResults/alice_results_good_since_20260628.csv,22067,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6726,6726,6726
4169,2026-07-11T01:06:52.564208+00:00,2026-07-11T03:06:52.564208+02:00,CHSH_S_step0418,alice_CHSH_S_step0418_20260711T010652.564208Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37204,37205,37205,37205,Data/GoodResults/alice_results_good_since_20260628.csv,22068,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6727,6727,6727
4170,2026-07-11T01:07:06.458227+00:00,2026-07-11T03:07:06.458227+02:00,CHSH_S_step0419,alice_CHSH_S_step0419_20260711T010706.458227Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37205,37206,37206,37206,Data/GoodResults/alice_results_good_since_20260628.csv,22069,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6728,6728,6728
4171,2026-07-11T01:07:20.314178+00:00,2026-07-11T03:07:20.314178+02:00,CHSH_S_step0420,alice_CHSH_S_step0420_20260711T010720.314178Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37206,37207,37207,37207,Data/GoodResults/alice_results_good_since_20260628.csv,22070,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6729,6729,6729
4172,2026-07-11T01:07:34.215079+00:00,2026-07-11T03:07:34.215079+02:00,CHSH_S_step0421,alice_CHSH_S_step0421_20260711T010734.215079Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37207,37208,37208,37208,Data/GoodResults/alice_results_good_since_20260628.csv,22071,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6730,6730,6730
4173,2026-07-11T01:07:48.121917+00:00,2026-07-11T03:07:48.121917+02:00,CHSH_S_step0422,alice_CHSH_S_step0422_20260711T010748.121917Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37208,37209,37209,37209,Data/GoodResults/alice_results_good_since_20260628.csv,22072,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6731,6731,6731
4174,2026-07-11T01:08:02.031251+00:00,2026-07-11T03:08:02.031251+02:00,CHSH_S_step0423,alice_CHSH_S_step0423_20260711T010802.031251Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37209,37210,37210,37210,Data/GoodResults/alice_results_good_since_20260628.csv,22073,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6732,6732,6732
4175,2026-07-11T01:08:15.872609+00:00,2026-07-11T03:08:15.872609+02:00,CHSH_S_step0424,alice_CHSH_S_step0424_20260711T010815.872609Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37210,37211,37211,37211,Data/GoodResults/alice_results_good_since_20260628.csv,22074,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6733,6733,6733
4176,2026-07-11T01:08:29.751797+00:00,2026-07-11T03:08:29.751797+02:00,CHSH_S_step0425,alice_CHSH_S_step0425_20260711T010829.751797Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37211,37212,37212,37212,Data/GoodResults/alice_results_good_since_20260628.csv,22075,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6734,6734,6734
4177,2026-07-11T01:08:43.686084+00:00,2026-07-11T03:08:43.686084+02:00,CHSH_S_step0426,alice_CHSH_S_step0426_20260711T010843.686084Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37212,37213,37213,37213,Data/GoodResults/alice_results_good_since_20260628.csv,22076,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6735,6735,6735
4178,2026-07-11T01:08:57.531527+00:00,2026-07-11T03:08:57.531527+02:00,CHSH_S_step0427,alice_CHSH_S_step0427_20260711T010857.531527Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37213,37214,37214,37214,Data/GoodResults/alice_results_good_since_20260628.csv,22077,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6736,6736,6736
4179,2026-07-11T01:09:11.431991+00:00,2026-07-11T03:09:11.431991+02:00,CHSH_S_step0428,alice_CHSH_S_step0428_20260711T010911.431991Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37214,37215,37215,37215,Data/GoodResults/alice_results_good_since_20260628.csv,22078,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6737,6737,6737
4180,2026-07-11T01:09:25.449181+00:00,2026-07-11T03:09:25.449181+02:00,CHSH_S_step0429,alice_CHSH_S_step0429_20260711T010925.449181Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37215,37216,37216,37216,Data/GoodResults/alice_results_good_since_20260628.csv,22079,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6738,6738,6738
4181,2026-07-11T01:09:39.513524+00:00,2026-07-11T03:09:39.513524+02:00,CHSH_S_step0430,alice_CHSH_S_step0430_20260711T010939.513524Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37216,37217,37217,37217,Data/GoodResults/alice_results_good_since_20260628.csv,22080,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6739,6739,6739
4182,2026-07-11T01:09:53.454912+00:00,2026-07-11T03:09:53.454912+02:00,CHSH_S_step0431,alice_CHSH_S_step0431_20260711T010953.454912Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37217,37218,37218,37218,Data/GoodResults/alice_results_good_since_20260628.csv,22081,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6740,6740,6740
4183,2026-07-11T01:10:07.342976+00:00,2026-07-11T03:10:07.342976+02:00,CHSH_S_step0432,alice_CHSH_S_step0432_20260711T011007.342976Z_exp_5.0s.bin,CHSH_S filename,"160 ps, 1 sigma",optimize,1,0,1,Data/alice_results.csv,37218,37219,37219,37219,Data/GoodResults/alice_results_good_since_20260628.csv,22082,Data/GoodResults/alice_results_good_ZeroThird_since_20260709.csv,6741,6741,6741
