timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA,total_coinc
1762168074.23504,1.83526,0.97895,0.00238,-0.05695,0.91563,213,3,2,257,87,103,107,124,63,130,102,144,180,14,3,206,"dict_values([213, 3, 2, 257, 87, 103, 107, 124, 63, 130, 102, 144, 180, 14, 3, 206])"
1762168077.0532022,1.53955,0.94937,0.16447,-0.17391,0.92857,129,7,1,179,67,63,64,110,43,88,74,71,110,7,2,133,"dict_values([129, 7, 1, 179, 67, 63, 64, 110, 43, 88, 74, 71, 110, 7, 2, 133])"
1762168079.8956969,1.77685,0.95016,-0.02055,-0.06227,0.86842,126,5,3,187,56,81,68,87,41,75,70,87,97,10,5,116,"dict_values([126, 5, 3, 187, 56, 81, 68, 87, 41, 75, 70, 87, 97, 10, 5, 116])"
