timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762519772.0429876,2.09831,0.07782,0.97159,-0.09195,0.0854,0.94937,222,4,1,125,112,135,55,46,126,101,65,71,178,5,3,130
1762519811.9093406,1.91696,0.08012,0.95122,0.00565,0.03571,0.93567,205,4,5,155,124,133,43,54,116,92,70,58,192,6,5,139
1762519823.0242095,0.02295,0.08587,-0.71429,-0.40053,-0.39429,0.73099,35,202,104,16,72,189,75,41,60,167,77,46,164,28,18,132
1762519829.0618434,0.0,0.09375,-0.41361,0.35376,-0.59557,0.47826,75,184,86,37,139,87,29,104,39,191,97,34,145,54,30,93
1762519835.0024862,0.23727,0.09268,-0.70213,-0.38764,0.56941,-0.01765,34,222,98,22,51,156,91,58,166,43,33,111,91,123,50,76
1762519840.9988098,0.378,0.08603,-0.38251,-0.81622,-0.57522,0.51952,78,177,76,35,27,230,106,7,56,171,96,16,167,66,14,86
1762519846.9885066,0.35419,0.09509,-0.30939,-0.125,-0.29855,0.83713,78,158,79,47,73,123,66,74,80,155,69,41,166,20,5,116
1762519852.9599702,0.0,0.08494,-0.20745,-0.65479,-0.96364,0.04094,102,161,66,47,38,214,88,25,2,248,130,5,102,121,43,76
1762519858.9075775,1.28724,0.09418,-0.12865,-0.19126,0.43956,0.78507,92,132,61,57,93,149,69,55,164,68,34,98,183,25,11,116
1762519864.897254,0.2765,0.09357,0.1134,-0.475,-0.73373,0.42183,142,113,59,74,61,172,64,23,28,201,92,17,145,63,35,96
1762519870.8663092,0.0,0.09331,-0.77717,-0.13725,-0.34831,-0.47205,27,225,102,14,106,129,74,48,67,165,75,49,49,146,91,36
1762519876.8869817,0.0,0.09163,-0.84239,-0.18519,-0.37731,0.39735,22,214,125,7,88,150,74,66,58,179,82,60,118,64,27,93
1762519882.9046118,0.0,0.08883,0.03977,0.64205,-0.8026,0.41667,110,108,61,73,174,46,17,115,23,236,111,15,138,73,25,100
1762519888.8950338,0.0,0.08451,-0.81643,-0.31892,-0.59104,0.62034,26,259,117,12,84,187,57,42,43,194,90,30,143,36,20,96
1762519894.888116,0.0,0.09382,-0.74286,-0.28615,-0.40437,-0.41279,31,218,87,14,79,139,70,37,61,175,82,48,64,162,81,37
1762519900.858937,0.0,0.08035,-0.85536,-0.3941,-0.46067,0.74925,19,262,110,10,61,192,68,52,60,168,92,36,159,35,7,134
1762519906.8550398,0.0,0.09115,-0.90306,0.50143,0.04762,0.13274,13,266,107,6,160,53,34,102,112,109,61,75,115,99,48,77
1762519912.9130323,0.0,0.08391,-0.63006,-0.68519,-0.69942,0.53846,43,194,88,21,27,178,95,24,22,197,97,30,132,44,31,118
1762519918.8964534,0.11157,0.08899,-0.41176,-0.3241,-0.55795,0.75719,70,169,95,40,60,154,85,62,38,182,107,44,156,29,9,119
1762519924.8922462,0.0,0.09025,-0.71023,-0.7037,-0.35196,0.28571,33,193,108,18,29,186,113,23,57,158,84,59,121,73,42,86
1762519930.8608482,0.0,0.09062,-0.89305,-0.42234,-0.03704,0.33918,5,236,118,15,63,178,83,43,95,123,59,74,134,80,33,95
1762519936.8500903,0.0896,0.08152,-0.73988,-0.6,-0.53125,0.76074,33,213,88,12,34,186,98,37,33,163,82,42,171,23,16,116
1762519942.8488925,0.0,0.08196,-0.824,-0.392,-0.46821,0.76206,27,239,103,6,75,194,67,39,52,156,98,40,156,27,10,118
1762519948.8187265,0.0,0.08667,-0.71046,-0.63429,-0.43889,0.51057,25,228,91,29,37,187,99,27,55,173,86,46,148,46,35,102
1762519954.8138695,0.03324,0.07984,-0.77898,-0.50289,-0.51622,0.82555,24,215,115,17,46,169,91,40,42,177,80,40,173,20,8,120
1762519960.8097594,0.19792,0.08451,-0.62274,-0.43363,-0.45198,0.83901,44,210,104,29,48,158,85,48,52,173,84,45,179,21,5,118
1762519966.7968774,0.12588,0.0863,-0.66842,-0.60989,-0.42045,0.60486,30,221,96,33,36,202,91,35,53,187,63,49,161,47,18,103
1762519972.816488,0.31819,0.08407,-0.76555,-0.49505,-0.18235,0.77104,26,262,107,23,61,197,105,41,74,137,64,65,158,23,11,105
1762519978.858159,0.0,0.09039,-0.93906,-0.18824,-0.2828,0.52903,7,234,116,4,78,132,70,60,68,152,68,55,140,42,31,97
1762519984.8843246,0.33946,0.08157,-0.59591,-0.49749,-0.41667,0.85455,46,209,103,33,63,195,103,37,72,169,86,33,173,17,7,133
1762519990.8628204,0.0,0.07717,-0.91768,-0.38965,-0.38012,0.87261,10,276,120,7,65,166,89,47,58,154,82,48,167,9,11,127
1762519996.8286684,0.25825,0.08124,-0.68312,-0.55102,-0.40782,0.79817,38,209,115,23,55,191,113,33,60,170,82,46,172,20,13,122
1762520002.8847737,0.0,0.08575,-0.90799,-0.32432,-0.30312,0.62145,11,260,134,8,78,156,89,47,70,150,80,53,159,39,21,98
1762520008.8694334,0.15477,0.08533,-0.73837,-0.44868,-0.36599,0.81046,27,207,92,18,56,150,97,38,57,157,80,53,152,24,5,125
1762520014.79755,0.09578,0.07924,-0.77596,-0.55135,-0.49419,0.81457,19,229,96,22,57,187,100,26,54,176,81,33,156,24,4,118
1762520020.7424314,0.91474,0.094,-0.26289,-0.24036,0.01274,0.92453,77,163,82,66,72,136,73,56,96,111,44,63,194,5,7,112
1762520026.7287405,0.78416,0.08755,-0.55068,-0.31633,0.16667,0.85185,42,197,86,40,83,185,73,51,135,118,37,82,178,16,8,122
1762520032.7169175,0.72458,0.08765,-0.58961,-0.3125,0.15927,0.84242,49,211,95,30,76,142,89,45,134,117,44,88,196,14,12,108
1762520038.6389492,0.0,0.07799,-0.86632,-0.40741,-0.43734,0.74556,20,249,114,6,78,195,90,42,64,194,87,46,195,27,16,100
1762520044.6162322,0.7727,0.09102,-0.56863,-0.46429,0.07059,0.80645,49,198,82,28,61,180,66,29,94,110,48,88,163,19,11,117
1762520050.5116947,0.73122,0.08953,-0.58809,-0.22879,0.71182,0.3787,46,226,94,37,93,166,73,57,170,33,17,127,151,60,45,82
1762520056.4864962,0.72041,0.08821,-0.54404,-0.36842,0.03889,0.85714,51,197,101,37,63,159,88,51,100,121,52,87,194,16,8,118
1762520062.415119,1.76552,0.08834,0.19137,-0.25964,0.44444,0.87006,140,116,34,81,90,170,75,54,171,67,38,102,204,16,7,127
1762520068.3975675,2.42115,0.07999,0.90137,-0.29771,0.37538,0.84669,216,14,4,131,93,155,100,45,146,67,37,83,163,14,8,102
1762520074.392033,2.30502,0.08733,0.53714,-0.47899,0.7423,0.54658,162,50,31,107,52,171,93,41,177,26,20,134,146,50,23,103
1762520080.378899,2.03291,0.09109,0.39945,-0.29745,0.7151,0.62092,165,79,30,89,73,152,77,51,175,32,18,126,147,34,24,101
1762520086.3724415,2.15697,0.08875,0.55989,-0.27711,0.67539,0.64458,175,60,19,105,69,140,72,51,194,36,26,126,171,34,25,102
1762520092.372897,2.0758,0.08165,0.76501,-0.18734,0.19892,0.92453,203,39,6,135,86,158,67,68,129,103,46,94,182,10,2,124
1762520098.3349862,2.31669,0.08384,0.86466,-0.40874,0.40525,0.63804,237,19,8,135,69,169,105,46,152,66,36,89,172,39,20,95
1762520104.368419,2.23786,0.08634,0.80978,-0.59358,0.21637,0.61812,219,21,14,114,51,202,96,25,131,85,49,77,150,42,17,100
1762520110.3893695,1.26567,0.09054,0.81717,-0.44648,-0.33526,0.33728,209,21,12,119,67,196,81,39,68,138,93,47,112,69,43,114
1762520116.3702266,2.21583,0.08638,0.89313,-0.40282,0.31988,0.6,230,17,4,142,70,164,85,36,139,80,38,90,133,45,19,123
1762520122.345229,1.85012,0.09236,0.46154,-0.58961,0.12894,0.67003,163,67,31,103,47,211,95,32,109,96,56,88,154,32,17,94
1762520128.2723732,2.24095,0.08681,0.79096,-0.49682,0.21143,0.74174,198,27,10,119,56,162,73,23,126,77,61,86,164,27,16,126
1762520134.2529268,2.33246,0.08304,0.7037,-0.5853,0.21791,0.82555,178,35,21,144,51,214,88,28,138,83,48,66,179,17,11,114
1762520140.255238,1.19306,0.09429,0.74785,-0.57732,-0.10787,-0.02424,184,31,13,121,51,203,103,31,88,126,64,65,88,118,51,73
1762520146.222011,2.47179,0.07813,0.95251,-0.29381,0.40896,0.81651,229,6,3,141,88,150,101,49,128,54,45,108,186,20,10,111
1762520152.25061,1.97718,0.08959,0.66316,-0.57434,-0.00645,0.74613,207,42,22,109,39,172,98,34,94,87,69,60,167,20,21,115
1762520158.261202,2.36813,0.08455,0.77726,-0.42623,0.5061,0.65854,254,35,13,129,66,185,76,39,140,52,29,107,160,35,21,112
1762520164.291201,2.37175,0.0814,0.86264,-0.25424,0.38138,0.87349,217,20,5,122,81,149,73,51,146,65,38,84,206,12,9,105
1762520170.2847207,2.26699,0.08295,0.755,-0.25762,0.4023,0.85207,202,41,8,149,76,157,70,58,133,72,32,111,186,14,11,127
1762520176.3058732,2.22475,0.08396,0.68767,-0.26554,0.38919,0.88235,212,50,7,96,79,151,73,51,160,83,30,97,174,11,8,130
1762520182.2739787,2.38219,0.08423,0.84906,-0.4269,0.37752,0.72871,215,20,8,128,63,167,77,35,155,63,45,84,164,24,19,110
1762520188.3033876,2.03214,0.09025,0.82759,-0.43881,0.19198,0.57377,218,26,9,153,60,159,82,34,118,83,58,90,162,44,21,78
1762520194.293797,2.44993,0.08002,0.84935,-0.34986,0.44598,0.80473,229,20,9,127,71,163,82,47,156,54,46,105,183,17,16,122
1762520200.272257,2.15174,0.08674,0.725,-0.33127,0.23582,0.85965,231,35,20,114,72,134,81,36,135,72,56,72,202,15,9,116
1762520206.2721412,2.36502,0.08779,0.74933,-0.44681,0.55814,0.61074,207,36,11,121,63,157,81,28,159,44,32,109,133,35,23,107
1762520212.2187161,2.29934,0.08123,0.89147,-0.25634,0.32782,0.82371,240,16,5,126,85,152,71,47,148,75,47,93,188,21,8,112
1762520218.1892223,2.50067,0.07958,0.91304,-0.36338,0.44318,0.78107,232,12,4,120,76,171,71,37,161,52,46,93,201,20,17,100
1762520224.2097049,2.11896,0.08862,0.39459,-0.3046,0.63095,0.78882,149,83,29,109,88,165,62,33,176,40,22,98,184,17,17,104
1762520230.20094,2.31898,0.08595,0.81215,-0.45042,0.30408,0.75232,216,25,9,112,60,186,70,37,126,68,43,82,162,23,17,121
1762520236.1159737,2.48353,0.07946,0.86813,-0.35433,0.4012,0.85987,210,16,8,130,79,181,77,44,145,57,43,89,185,13,9,107
1762520242.0846531,2.44143,0.08153,0.87374,-0.33724,0.40634,0.8241,230,22,3,141,69,150,78,44,159,69,34,85,180,11,16,100
1762520248.0577984,2.23949,0.08309,0.8961,-0.21387,0.33333,0.79618,227,15,5,138,84,134,76,52,167,73,47,73,168,19,13,114
1762520254.066506,2.26895,0.08709,0.85946,-0.4429,0.30293,0.66366,216,18,8,128,58,182,77,42,135,67,40,65,167,29,27,110
1762520260.0044878,2.46733,0.08219,0.84324,-0.40274,0.46061,0.76074,219,23,6,122,58,179,77,51,148,55,34,93,177,26,13,110
1762520266.055806,2.36758,0.08314,0.85678,-0.38286,0.49051,0.63743,225,22,6,138,75,178,64,33,173,65,29,102,163,45,17,117
1762520271.9819016,2.37013,0.086,0.83237,-0.36438,0.51351,0.65986,187,25,4,130,85,149,100,31,153,57,24,99,147,32,18,97
1762520277.9759278,2.17507,0.086,0.86563,-0.46471,0.16571,0.67901,227,13,13,134,63,170,79,28,137,90,56,67,170,28,24,102
1762520283.9330366,2.43591,0.08434,0.74684,-0.36842,0.53371,0.78694,218,39,11,127,63,151,70,39,158,60,23,115,162,21,10,98
1762520289.9078507,2.46368,0.08353,0.75,-0.4086,0.61468,0.6904,196,33,12,119,74,185,77,36,153,32,31,111,163,33,17,110
1762520295.8180745,2.40091,0.08259,0.77005,-0.37569,0.48901,0.76615,213,34,9,118,73,171,78,40,169,61,32,102,174,22,16,113
1762520301.7954652,2.69186,0.07897,0.83288,-0.51462,0.51045,0.83391,205,28,3,135,49,163,96,34,160,52,30,93,166,18,6,99
1762520307.7419128,2.40287,0.08239,0.77259,-0.33898,0.43733,0.85397,196,31,8,108,69,159,78,48,163,71,30,95,179,11,12,113
1762520313.759127,2.44579,0.07989,0.85013,-0.28926,0.43544,0.87097,209,23,6,149,89,172,62,40,150,60,34,89,198,7,15,121
1762520319.6817317,2.32736,0.08126,0.88669,-0.32678,0.34884,0.76506,204,14,6,129,87,180,90,50,130,74,38,102,187,25,14,106
1762520325.7108665,2.31079,0.08514,0.73003,-0.33333,0.49245,0.75499,192,37,12,122,79,163,79,42,149,57,27,98,191,22,21,117
1762520331.652672,2.37385,0.08565,0.88604,-0.4023,0.41994,0.66557,204,17,3,127,55,168,76,49,148,58,38,87,158,26,25,96
1762520337.604245,2.40121,0.08117,0.85507,-0.3369,0.39106,0.81818,222,19,6,98,80,167,83,44,150,65,44,99,169,17,11,111
1762520343.5480437,2.53681,0.07489,0.93043,-0.39891,0.28342,0.92405,225,7,5,108,66,167,89,44,147,94,40,93,187,8,4,117
1762520349.5084035,2.53105,0.08038,0.81657,-0.38843,0.54144,0.78462,181,25,6,126,70,181,71,41,159,54,29,120,171,14,21,119
