timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762251242.988861,1.28403,0.16547,0.19255,0.58559,0.34043,77,8,50,4,78,23,42,18,87,15,8,1,58,24,7,5
1762251246.8023982,1.65621,0.075,0.184,0.82456,0.57265,80,13,61,6,59,14,37,15,104,9,1,0,90,22,3,2
1762251250.6096005,1.78365,0.2053,0.25714,0.46667,0.85455,78,18,42,13,77,9,43,11,75,23,5,2,102,7,1,0
1762251254.3922648,1.35734,0.23288,0.12821,0.33333,0.66292,76,16,40,14,63,9,42,3,64,31,4,6,74,8,7,0
1762251258.2196817,1.37309,0.0,0.28485,0.48077,0.60748,72,23,61,12,95,12,47,11,76,23,4,1,86,11,10,0
1762251261.9824224,1.5572,0.18343,0.12987,0.66667,0.57724,92,10,59,8,69,21,46,18,100,16,4,0,96,23,3,1
1762251265.7365644,1.38868,-0.07285,0.00606,0.87387,0.4359,66,3,78,4,55,22,60,28,104,6,1,0,82,30,3,2
1762251269.556476,1.63184,0.20863,0.22013,0.52632,0.67677,78,23,32,6,85,15,47,12,84,16,11,3,81,9,7,2
1762251273.403651,1.32897,0.0068,0.07692,0.728,0.51724,71,24,49,3,73,9,63,11,107,11,6,1,66,17,4,0
1762251277.2275214,1.84989,0.08219,0.32759,0.75758,0.68254,72,22,45,7,64,8,31,13,114,11,5,2,104,16,4,2
1762251281.0279408,1.49685,0.26897,0.35211,0.32258,0.55319,83,25,28,9,87,14,32,9,79,31,11,3,72,13,8,1
1762251284.8056684,1.44348,0.16418,0.17143,0.6036,0.50427,68,10,46,10,62,14,44,20,89,17,5,0,88,25,4,0
1762251288.6036477,1.76671,0.23288,0.25,0.63077,0.65306,86,18,38,4,70,8,40,10,105,22,2,1,80,14,3,1
1762251292.358073,1.18948,0.12782,0.14286,0.5,0.4188,68,15,43,7,67,16,44,13,86,25,4,1,81,23,11,2
1762251296.1772943,1.57016,0.19463,0.2459,0.62963,0.5,82,6,54,7,65,18,28,11,107,13,12,3,69,20,4,3
1762251299.9615617,1.38764,0.17197,0.13158,0.70909,0.375,86,8,57,6,80,24,42,6,94,11,5,0,64,23,7,2
1762251303.7278419,1.39108,-0.15646,0.0,0.63462,0.6,55,20,65,7,57,9,62,14,84,18,1,1,96,23,1,0
1762251307.4786606,1.34047,0.15278,0.0073,0.64706,0.53333,73,13,48,10,57,20,48,12,98,20,1,0,91,22,6,1
1762251311.270439,1.50994,0.18881,0.1811,0.52941,0.61062,79,19,39,6,65,12,40,10,91,23,5,0,89,15,7,2
1762251315.0716622,1.2271,0.05263,0.11594,0.51724,0.54128,63,8,55,7,64,13,48,13,88,23,5,0,82,22,3,2
1762251318.8672578,1.57659,0.03614,0.18367,0.67677,0.68,83,19,61,3,65,16,44,22,83,16,0,0,83,15,1,1
1762251322.6403506,1.83579,0.24242,0.16547,0.65517,0.77273,76,12,38,6,65,14,44,16,95,18,2,1,76,8,2,2
1762251326.436639,1.84582,0.17073,0.30275,0.61165,0.76068,91,18,50,5,65,10,28,6,83,14,6,0,102,12,2,1
1762251330.1745174,1.63926,0.06849,0.22059,0.64286,0.70732,64,20,48,14,73,12,41,10,91,18,2,1,102,15,3,3
1762251333.9850373,1.57901,0.31126,0.2987,0.53571,0.43333,91,16,36,8,82,14,40,18,86,16,10,0,84,23,11,2
1762251337.781447,1.5332,0.28767,0.2029,0.49123,0.5514,87,14,38,7,72,12,43,11,84,22,7,1,82,20,4,1
1762251341.5653155,1.51884,0.13475,0.15068,0.66197,0.57143,76,16,45,4,79,18,44,5,118,18,6,0,75,17,4,2
1762251345.3797894,1.63673,0.1938,0.32374,0.55556,0.56364,71,13,39,6,81,10,37,11,84,22,2,0,86,20,4,0
1762251349.1932652,1.74469,0.20732,0.30435,0.6,0.63303,90,15,50,9,91,14,42,14,87,20,2,1,88,16,4,1
1762251352.9553444,1.76624,0.11565,0.26797,0.76596,0.61667,74,18,47,8,79,13,43,18,83,7,4,0,96,18,5,1
1762251356.7355058,1.6567,0.12329,0.22727,0.73913,0.56701,72,12,52,10,64,13,38,17,100,14,1,0,76,19,2,0
1762251360.5501175,1.40925,0.18421,0.10526,0.57522,0.54455,85,12,50,5,69,18,50,15,88,16,8,1,76,20,3,2
1762251364.3705895,1.63533,0.18621,0.2875,0.64706,0.51456,75,12,47,11,84,13,44,19,97,20,1,1,78,21,4,0
1762251368.1765726,1.81915,0.2125,0.26389,0.73451,0.60825,86,8,55,11,71,14,39,20,96,11,4,2,77,13,6,1
1762251371.9815738,1.50469,0.02564,0.27132,0.55556,0.65217,69,20,56,11,71,10,37,11,84,20,4,0,93,18,2,2
1762251375.7576566,1.53053,0.07692,0.11724,0.70175,0.63462,79,17,55,5,66,11,53,15,97,14,3,0,85,16,3,0
1762251379.517966,1.72869,0.18797,0.22857,0.72881,0.58333,74,7,47,5,71,17,37,15,102,14,2,0,76,20,0,0
1762251383.2598684,1.60645,0.22148,0.18293,0.7069,0.49515,84,17,41,7,88,20,47,9,99,13,4,0,74,22,4,3
1762251387.0575798,1.64898,0.18987,0.23664,0.64151,0.58095,86,9,55,8,69,13,37,12,87,14,5,0,83,18,4,0
1762251390.8212185,1.79009,0.12346,0.18919,0.75701,0.72043,87,16,55,4,71,15,45,17,94,9,4,0,80,13,0,0
1762251394.5885668,1.48563,0.25,0.19737,0.56,0.47826,77,15,33,3,70,25,36,21,77,18,4,1,84,28,2,1
1762251398.3560202,1.63438,0.21687,0.11842,0.62602,0.67308,91,14,51,10,71,11,56,14,100,19,4,0,86,13,4,1
1762251527.0132692,1.52647,0.11712,0.13895,0.69811,0.57229,238,33,163,10,209,56,133,41,313,44,12,2,258,58,13,3
1762251530.0829186,1.68852,0.18033,0.04688,0.67308,0.78824,65,6,44,7,56,16,45,11,87,15,2,0,76,7,2,0
1762251533.1496873,1.69357,0.34351,0.24074,0.60417,0.50515,84,8,35,4,49,14,27,18,77,16,3,0,72,21,3,1
1762251536.218438,1.7047,0.2029,0.12698,0.73626,0.63855,73,11,44,10,63,19,36,8,78,12,0,1,66,14,1,2
1762251539.2822263,1.60534,0.14062,0.24138,0.68675,0.53659,67,13,42,6,54,15,29,18,70,10,3,0,63,18,1,0
