timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762522562.9054518,2.49137,0.07619,0.89381,-0.28535,0.36,0.95222,215,10,8,106,91,165,85,48,153,72,40,85,175,7,0,111
1762522567.167044,2.55322,0.08352,0.92,-0.32258,0.32841,0.98222,178,7,4,86,73,137,68,32,101,60,31,79,142,2,0,81
1762522582.4392064,2.49801,0.07649,0.9116,-0.36364,0.28691,0.93586,217,14,2,129,73,163,77,39,130,76,52,101,212,9,2,120
1762522597.731176,2.60056,0.0746,0.93939,-0.37566,0.3432,0.94231,220,6,5,132,84,176,84,34,136,69,42,91,179,6,3,124
1762522613.0183883,2.52812,0.07581,0.92614,-0.26287,0.3578,0.98131,213,10,3,126,87,162,71,49,144,71,34,78,208,3,0,110
1762522628.2950413,2.57228,0.07661,0.89418,-0.40828,0.34435,0.92547,215,15,5,143,58,165,73,42,143,76,43,101,182,9,3,128
1762522643.568408,2.53242,0.07691,0.89785,-0.3518,0.33731,0.94545,216,11,8,137,87,167,77,30,137,66,45,87,199,8,1,122
1762522658.816282,2.44064,0.07831,0.88068,-0.32075,0.28571,0.95349,220,15,6,111,72,166,79,54,139,76,44,77,186,7,0,108
1762522674.1037197,2.50532,0.07781,0.89305,-0.3388,0.31429,0.95918,236,14,6,118,72,179,66,49,118,71,37,89,199,6,1,137
1762522689.3721282,2.60943,0.07466,0.90244,-0.39175,0.37752,0.93772,226,14,4,125,83,194,76,35,160,73,35,79,164,8,1,116
1762522704.639207,2.40211,0.07851,0.90258,-0.34247,0.24157,0.91549,206,11,6,126,78,176,69,42,137,89,46,84,164,11,1,108
1762522719.9012828,2.58953,0.07548,0.90886,-0.35556,0.39496,0.93016,259,13,5,118,64,171,73,52,154,73,35,95,193,11,0,111
1762522735.182941,2.29323,0.07964,0.94286,-0.21387,0.20482,0.93168,240,8,3,134,89,141,69,47,125,87,45,75,210,8,3,101
1762522741.1421404,0.20801,0.0821,-0.75652,-0.55376,-0.39589,0.80667,35,223,80,7,55,170,119,28,51,179,59,52,160,28,1,111
1762522747.0854905,0.0,0.08149,0.12464,0.83486,-0.79811,0.75806,107,91,60,87,200,25,2,100,17,186,99,15,134,29,1,84
1762522753.0004838,0.99071,0.10218,-0.49296,-0.52266,0.82271,0.1383,56,173,92,34,39,152,100,40,217,18,14,112,50,80,1,57
1762522758.98568,1.03733,0.09429,-0.11421,-0.94286,-0.2437,0.45238,107,133,67,52,6,210,130,4,88,157,65,47,99,69,0,84
1762522764.9993675,0.06662,0.08802,0.12968,0.41935,-0.55616,0.91246,119,95,56,77,140,65,34,102,54,194,90,27,176,13,0,108
1762522770.9532936,0.0,0.10479,-0.01143,0.0,-0.9026,0.09179,112,106,71,61,112,135,48,71,9,184,109,6,58,91,3,55
1762522776.9538608,2.08532,0.08805,0.45231,-0.08943,0.69906,0.84452,142,55,34,94,109,141,60,59,178,30,18,93,165,21,1,96
1762522782.9274547,1.52432,0.0898,0.77591,-0.34005,-0.28696,0.69531,212,24,16,105,89,185,81,42,83,151,71,40,132,39,0,85
1762522788.913667,0.0,0.10924,-0.82405,0.02857,-0.25373,-0.55385,21,199,112,9,118,107,63,62,67,146,64,58,15,101,0,14
1762522795.0099459,0.0,0.10913,-0.78409,0.39942,-0.33103,0.10638,28,222,92,10,156,65,38,84,56,125,68,41,62,84,0,42
1762522801.0675986,0.0,0.08464,-0.78689,-0.27933,-0.52279,0.75465,31,221,106,8,78,172,57,51,51,193,91,38,130,31,2,106
1762522807.0873523,0.0,0.1082,-0.52273,0.78409,-0.19018,0.20231,59,187,81,25,189,22,16,125,78,120,74,54,66,69,0,38
1762522813.1386294,0.13492,0.07823,-0.50145,-0.69461,-0.85163,0.79339,60,179,80,26,37,202,81,14,10,193,119,15,125,25,0,92
1762522819.1877134,0.0,0.07788,0.22016,0.8843,-0.90423,0.63347,136,94,53,94,185,11,10,157,11,224,114,6,128,46,0,77
1762522825.159103,0.0,0.08539,-0.69364,-0.06964,-0.60119,0.83571,41,210,83,12,94,137,55,73,26,177,92,41,151,23,0,106
1762522831.12509,0.05474,0.09084,-0.15,-0.01685,-0.64205,0.82993,84,128,79,69,103,130,51,72,27,205,84,36,153,23,2,116
1762522837.104522,0.3615,0.09628,-0.43243,-0.75568,-0.38547,0.42373,56,177,88,49,29,211,98,14,53,172,76,57,120,65,3,48
1762522843.066064,0.0,0.09964,-0.72586,0.50156,-0.2948,0.41079,26,196,81,18,163,57,23,78,69,153,71,53,102,71,0,68
1762522849.0560694,0.36542,0.08167,-0.46552,-0.51163,-0.58673,0.90604,62,169,86,31,47,184,76,37,40,207,104,41,181,13,1,103
1762522855.1032753,0.0,0.10047,-0.32927,0.37386,-0.92073,0.31132,74,151,67,36,149,71,32,77,3,224,91,10,80,73,0,59
1762522861.0760293,0.26055,0.08668,-0.5047,-0.27596,-0.456,0.94529,45,161,79,34,64,143,72,58,57,176,97,45,188,8,1,132
1762522867.0714395,0.0,0.09567,-0.91404,-0.30205,-0.05988,0.57333,7,215,119,8,83,142,80,36,98,121,56,59,124,48,0,53
1762522873.0938444,0.33864,0.07739,-0.53043,-0.73797,-0.68769,0.81879,53,173,91,28,27,216,109,22,23,192,89,29,162,26,1,109
1762522879.0588968,0.54569,0.08049,-0.53982,-0.69801,-0.51829,0.9058,52,187,74,26,28,201,97,25,44,170,79,35,174,13,0,89
1762522885.0531428,0.0,0.09654,-0.68927,-0.26801,-0.59036,0.49787,44,206,93,11,75,139,81,52,31,191,73,37,96,58,1,80
1762522891.045098,0.46655,0.08301,-0.57988,-0.59021,-0.44379,0.9,38,182,85,33,33,178,82,34,49,174,70,45,191,15,2,132
1762522897.067462,0.43012,0.08535,-0.77904,-0.60366,-0.21136,0.81685,24,210,104,15,46,173,90,19,59,132,60,66,155,24,1,93
1762522903.056443,0.04313,0.0773,-0.81667,-0.44413,-0.48229,0.89796,25,216,111,8,69,163,89,28,54,165,107,41,158,14,1,121
1762522908.9940462,0.45069,0.08479,-0.65591,-0.76923,-0.37356,0.71094,41,211,97,23,28,199,100,11,64,165,74,45,142,37,0,77
