timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762506554.5636127,1.91338,0.54147,0.10886,-0.66667,0.25,0.88785,141,127,49,78,1,5,0,0,2,2,1,3,173,15,3,130
1762506560.5159152,1.42406,1.05028,0.81003,0.0,0.0,0.61404,207,34,2,136,2,4,1,3,1,1,0,0,120,40,15,110
1762506566.4804564,0.22009,0.74226,-0.18229,-0.2,0.5,-0.29762,75,158,69,82,1,3,0,1,1,1,0,2,84,157,61,34
1762506572.389501,2.1733,1.3352,-0.28125,-1.0,1.0,0.45455,65,174,72,73,0,2,1,0,1,0,0,2,132,66,18,92
1762506578.3207164,0.87157,1.59656,-0.16571,-1.0,0.33333,-0.29605,83,133,71,63,0,2,0,0,2,1,0,0,55,140,57,52
1762506584.2571337,1.34574,0.85961,0.41176,0.2,0.33333,0.80064,140,45,50,88,2,1,1,1,2,1,0,0,181,24,7,99
1762506590.1667383,-0.49595,0.55868,-0.33529,0.42857,0.33333,-0.06542,56,131,96,57,1,2,0,4,3,1,1,1,93,131,40,57
1762506596.0644393,-0.85858,2.88936,0.64767,0.5,-1.0,-0.00625,179,33,35,139,3,0,1,0,0,1,0,0,90,115,46,69
1762506602.0467732,-0.14797,0.72817,0.62654,0.33333,-0.5,0.05882,173,40,36,158,2,0,2,2,0,2,1,1,110,94,58,61
1762506608.0712411,0.41795,2.86382,0.36134,1.0,0.33333,0.72327,130,59,55,113,1,0,0,0,3,0,2,1,157,32,12,117
1762506614.0465107,1.63188,1.4735,0.65812,-1.0,0.0,-0.02624,180,24,36,111,0,1,1,0,1,2,1,2,87,131,45,80
1762506620.089801,0.66259,0.67987,-0.24309,0.5,0.71429,0.69139,89,141,84,48,1,1,0,2,3,1,0,3,163,38,14,122
1762506626.0916939,1.28692,0.67467,0.61326,0.14286,0.0,0.81651,170,32,38,122,3,1,2,1,2,1,1,0,175,22,8,122
1762506632.1092193,-0.43886,0.62709,-0.58382,-0.63636,0.0,-0.49141,26,182,92,46,0,4,5,2,1,2,0,1,47,161,56,27
1762506638.0754466,1.00464,0.81406,0.53425,0.14286,-0.33333,0.94659,159,60,25,121,2,0,3,2,1,1,1,0,200,7,2,128
1762506644.0716057,1.62377,1.22354,0.49864,0.0,0.33333,0.7918,172,41,51,103,0,0,1,1,1,1,0,1,166,23,10,118
1762506650.0352855,1.19009,1.53267,0.35028,0.5,1.0,0.33981,137,81,34,102,3,1,0,0,2,0,0,0,128,59,43,79
1762506656.0426345,3.06405,1.17649,0.90181,-0.33333,1.0,0.82891,221,8,11,147,0,1,1,1,3,0,0,0,194,27,2,116
