timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762247265.590991,1.80406,-0.53814,0.33475,-0.05361,-0.87755,52,160,213,60,160,70,86,153,100,92,134,103,11,209,205,16
1762247276.544928,1.92575,-0.77143,0.23605,0.48899,-0.42928,26,214,220,30,126,91,87,162,173,43,73,165,63,161,127,52
1762247287.448539,1.89557,-0.83665,0.29284,-0.08029,-0.68579,24,232,229,17,143,67,96,155,98,95,127,91,19,180,158,44
1762247298.4505193,2.0758,-0.93562,0.06606,-0.20216,-0.87196,11,218,233,4,103,88,117,131,84,84,139,64,8,228,196,21
1762247309.4127183,2.04378,-0.69325,0.15193,-0.41289,-0.78571,38,196,218,37,126,90,97,128,51,112,184,72,8,177,173,34
1762247320.3678777,2.16331,-0.87395,0.17826,-0.15479,-0.95631,21,204,242,9,118,80,109,153,84,98,137,88,2,208,195,7
1762247331.3360457,1.93003,-0.68571,0.63426,-0.07434,-0.53571,36,207,206,41,162,18,61,191,93,87,137,100,48,169,175,56
1762247342.374173,2.23624,-0.79339,0.3363,-0.24941,-0.85714,25,193,241,25,137,56,93,163,77,109,154,81,4,201,189,26
1762247353.3412833,1.99177,-0.84265,0.12634,-0.11392,-0.90886,22,232,213,16,111,96,108,152,100,103,117,75,6,200,177,12
1762247364.3362515,2.19746,-0.84,0.26097,-0.254,-0.84248,28,221,239,12,119,64,96,154,74,104,170,89,11,198,188,22
1762247375.3248909,1.71735,-0.69472,-0.03604,-0.33647,-0.65013,42,186,247,36,92,106,124,122,76,120,164,65,20,166,150,47
1762247386.3357718,2.20558,-0.96514,0.20607,-0.07652,-0.95785,7,221,230,1,117,86,97,161,81,85,119,94,5,204,214,4
1762247397.3270452,2.71092,-0.74262,0.56881,-0.6383,-0.76119,37,213,200,24,145,26,68,197,35,110,198,33,14,171,183,34
1762247408.2948678,2.63536,-0.7668,0.54018,-0.55611,-0.77228,31,207,240,28,144,37,66,201,47,122,190,42,10,186,172,36
1762247419.3002856,2.572,-0.77432,0.49883,-0.47215,-0.8267,38,217,239,20,147,37,70,173,60,122,182,49,7,178,212,30
1762247430.3256059,2.67717,-0.6746,0.6484,-0.67595,-0.67822,55,195,227,27,168,32,45,193,27,140,191,37,26,171,168,39
1762247441.2837658,2.54737,-0.67886,0.75061,-0.49614,-0.62175,45,195,218,34,155,17,34,203,41,128,163,57,29,182,161,51
1762247452.2896652,2.62401,-0.5679,0.68794,-0.72081,-0.64736,54,186,195,51,176,23,43,181,24,141,198,31,22,185,142,48
1762247463.2823648,2.15764,0.14938,0.9536,-0.9446,0.11007,122,76,129,155,217,7,3,204,3,136,215,7,90,87,103,147
1762247474.2396276,2.14875,-0.9085,0.19457,-0.13636,-0.90932,13,215,223,8,124,71,107,140,87,85,140,84,3,192,187,15
1762247485.2402298,2.6085,-0.69138,0.5843,-0.62192,-0.7109,36,192,230,41,149,35,55,194,39,118,178,30,20,167,194,41
1762247496.2406244,2.6705,-0.69591,0.65864,-0.62468,-0.69128,40,192,243,38,177,37,41,202,36,143,173,37,16,190,188,53
1762247507.167956,2.57838,-0.52688,0.78208,-0.7469,-0.52252,65,159,196,45,174,14,31,194,22,158,194,29,38,169,169,68
1762247518.1379318,2.63309,-0.68665,0.60171,-0.63117,-0.71355,44,199,237,37,166,32,61,208,32,119,195,39,14,161,174,42
1762247529.1215856,2.641,-0.62555,0.6682,-0.665,-0.68224,36,179,190,49,165,25,47,197,24,146,187,43,25,178,182,43
1762247540.137,2.6419,-0.74953,0.59155,-0.53723,-0.76359,33,224,237,33,155,29,58,184,41,136,153,46,7,193,180,43
1762247551.0754454,2.5622,-0.70079,0.67221,-0.53125,-0.65796,36,218,214,40,156,28,41,196,53,124,170,37,23,190,159,49
1762247561.9933686,2.23802,-0.92762,0.1863,-0.17673,-0.94737,11,261,245,8,135,68,122,142,92,100,163,92,1,221,186,10
1762247573.0055313,2.53269,-0.31839,0.91449,-0.90617,-0.39364,65,125,169,87,190,3,15,213,5,177,209,14,46,139,146,78
1762247584.0309596,2.73595,-0.58051,0.82692,-0.79434,-0.53418,45,166,207,54,166,10,26,214,18,145,204,22,29,147,156,63
1762247595.0179322,2.73208,-0.72727,0.66917,-0.66038,-0.67526,40,206,231,29,150,20,46,183,40,153,199,32,21,154,171,42
1762247605.949245,2.63024,-0.64361,0.65947,-0.73087,-0.59629,48,195,197,37,158,17,54,188,23,144,184,28,39,162,182,48
1762247616.9217913,2.71348,-0.61633,0.65236,-0.72431,-0.72048,49,195,201,45,169,29,52,216,18,133,211,37,25,180,177,33
1762247627.917078,2.6241,-0.75732,0.59336,-0.54124,-0.73218,29,182,238,29,183,38,60,201,45,132,167,44,20,206,195,42
1762247638.8658695,2.68866,-0.60251,0.71897,-0.65289,-0.71429,55,184,199,40,171,21,39,196,36,125,175,27,21,170,190,39
1762247649.8080978,2.64099,-0.58904,0.74224,-0.705,-0.60471,59,189,217,46,172,14,40,193,29,149,192,30,23,157,184,61
1762247660.8069737,2.57104,-0.7556,0.55804,-0.63772,-0.61969,35,196,235,25,163,30,69,186,33,153,177,40,26,190,172,59
1762247671.8114145,2.68727,-0.70549,0.73684,-0.66298,-0.58195,29,179,209,38,160,17,38,203,35,124,177,26,28,164,169,60
1762247682.8031356,2.72516,-0.72727,0.66437,-0.59278,-0.74074,37,203,234,32,184,22,51,178,34,134,175,45,20,190,186,36
1762247693.7906358,2.61191,-0.723,0.59701,-0.60743,-0.68447,27,183,184,32,150,28,53,171,39,131,172,35,19,170,177,46
1762247704.7627509,2.72049,-0.73166,0.63951,-0.60599,-0.74334,32,171,242,32,146,23,50,186,41,137,185,38,12,163,197,41
1762247715.7216144,2.74143,-0.72516,0.60648,-0.65,-0.75979,34,185,223,31,149,34,51,198,32,121,176,31,11,164,173,35
1762247726.7188725,2.62395,-0.79268,0.58273,-0.48872,-0.75982,26,191,250,25,160,30,57,170,40,127,170,62,11,190,191,41
1762247737.6950128,2.76092,-0.68247,0.6974,-0.65617,-0.72487,42,174,234,35,172,20,44,187,33,143,199,38,16,158,168,36
1762247748.649857,2.58401,-0.74704,0.5381,-0.54945,-0.74943,30,207,235,34,147,41,56,176,37,129,153,45,10,182,202,45
1762247759.6443326,2.67076,-0.6478,0.62014,-0.6837,-0.71913,39,166,227,45,179,36,47,175,36,140,206,29,18,170,185,40
1762247770.6092603,2.50326,-0.7093,0.56803,-0.54455,-0.68137,50,203,238,25,172,41,59,191,50,102,210,42,21,180,163,44
1762247781.5179296,2.6546,-0.70881,0.63426,-0.62105,-0.69048,42,203,243,34,163,20,59,190,38,128,180,34,18,172,183,47
1762247792.480326,2.74379,-0.71488,0.62679,-0.72346,-0.67866,34,206,203,34,139,30,48,201,29,142,207,27,17,175,175,50
1762247803.45483,2.63347,-0.69261,0.59657,-0.67677,-0.66752,44,176,248,33,176,34,60,196,21,132,200,43,22,145,181,43
1762247814.4451642,2.65403,-0.74728,0.61863,-0.56995,-0.71818,25,189,212,33,174,23,63,191,47,134,169,36,16,200,178,46
1762247825.4281828,2.8286,-0.78882,0.66437,-0.64384,-0.73158,31,204,228,20,161,17,56,201,39,115,185,26,18,135,194,33
1762247836.4226072,2.56918,-0.73228,0.62338,-0.55851,-0.65501,34,197,243,34,191,32,55,184,37,145,148,46,22,189,166,52
1762247847.3735752,2.58104,-0.73038,0.63855,-0.54774,-0.66437,37,195,235,30,163,31,44,177,40,128,180,50,23,192,170,50
1762247858.3408566,2.62629,-0.72516,0.61451,-0.60091,-0.68571,33,180,228,32,163,32,53,193,49,150,203,39,24,173,181,42
1762247869.30053,2.70638,-0.75486,0.63674,-0.66667,-0.64811,32,213,238,31,181,28,59,211,41,146,199,28,24,166,204,55
1762247880.3200567,2.71835,-0.71678,0.63303,-0.66,-0.70854,36,191,203,29,165,28,52,191,25,134,198,43,16,151,189,42
1762247891.2589486,2.57813,-0.64682,0.63333,-0.61856,-0.67943,42,198,203,44,164,21,56,179,39,133,181,35,18,178,173,49
1762247902.1769347,2.67754,-0.72273,0.64786,-0.58201,-0.72494,31,163,216,30,172,29,49,193,35,108,191,44,17,176,194,42
1762247913.1784482,2.64094,-0.78689,0.58442,-0.55112,-0.71852,19,222,214,33,176,30,66,190,42,123,188,48,18,179,169,39
1762247924.1276278,2.50492,-0.70683,0.59906,-0.506,-0.69305,41,190,235,32,156,30,55,183,48,123,191,55,20,191,162,44
1762247935.0963106,2.73077,-0.70577,0.63326,-0.63684,-0.7549,48,199,230,26,189,27,59,194,37,138,173,32,14,179,179,36
1762247946.0622554,2.74985,-0.75564,0.69528,-0.58673,-0.7122,36,218,249,29,191,26,45,204,37,138,173,44,19,184,167,40
1762247956.9994283,2.63,-0.73444,0.59624,-0.62402,-0.67529,38,202,216,26,158,32,54,182,27,116,195,45,18,149,207,51
1762247967.9429455,2.62017,-0.73222,0.60671,-0.58242,-0.69882,28,183,231,36,160,25,57,175,35,118,170,41,26,190,171,38
1762247978.89246,2.45882,-0.65657,0.55505,-0.61224,-0.63496,40,206,204,45,156,26,71,183,39,141,175,37,18,159,159,53
1762247989.8849528,2.71577,-0.70478,0.63861,-0.62791,-0.74447,38,201,209,33,137,29,44,194,38,144,171,34,18,183,172,34
1762248000.8242023,2.68137,-0.78427,0.68421,-0.55164,-0.66125,30,196,201,18,183,20,52,201,35,124,184,54,21,185,173,52
1762248011.8065846,2.73022,-0.67015,0.71233,-0.66495,-0.6828,41,174,226,38,190,23,40,185,32,143,180,33,23,161,152,36
1762248022.7751145,2.7092,-0.71698,0.68445,-0.64033,-0.66744,31,206,249,44,165,24,44,198,29,128,173,37,19,166,195,53
1762248033.7628887,2.58409,-0.67843,0.65533,-0.59694,-0.6534,43,189,239,39,147,30,46,218,38,118,195,41,17,188,165,57
1762248044.7326825,2.69002,-0.7154,0.57477,-0.65414,-0.74572,35,221,219,38,154,40,51,183,28,146,184,41,19,162,195,33
1762248055.6604087,2.61668,-0.71769,0.61798,-0.60714,-0.67386,42,229,203,29,171,31,54,189,43,126,189,34,21,173,176,47
1762248066.6253176,2.56034,-0.64912,0.6872,-0.52308,-0.70093,36,153,223,44,148,16,50,208,47,123,174,46,28,184,180,36
1762248077.5596602,2.65686,-0.72632,0.58252,-0.65169,-0.69634,39,185,225,26,143,25,61,183,35,123,171,27,13,176,148,45
1762248088.5029101,2.66317,-0.69263,0.66376,-0.58706,-0.71971,34,196,206,39,193,16,61,188,37,133,186,46,16,178,184,43
1762248099.4296763,2.76285,-0.7251,0.71007,-0.63085,-0.69682,37,198,235,32,173,20,39,175,31,121,175,36,20,175,172,42
1762248110.420154,2.6339,-0.72781,0.66087,-0.54545,-0.69977,39,194,244,30,187,22,56,195,45,123,166,40,26,196,172,39
1762248121.4000394,2.61617,-0.6971,0.60691,-0.57946,-0.7327,42,197,212,31,183,31,60,189,44,132,191,42,18,164,199,38
1762248132.323346,2.60173,-0.66869,0.6476,-0.60298,-0.68246,44,199,214,38,167,27,50,193,40,118,205,40,13,191,164,54
1762248143.2624125,2.7919,-0.78323,0.7047,-0.63184,-0.67213,26,205,231,27,187,27,39,194,40,153,175,34,26,190,167,44
1762248154.178789,2.68504,-0.71548,0.65617,-0.62892,-0.68447,30,209,201,38,158,21,50,184,34,130,208,43,15,179,168,50
1762248165.0692706,2.6643,-0.71837,0.57248,-0.6658,-0.70766,36,193,228,33,159,23,64,161,26,125,194,38,20,191,177,43
1762248176.0082703,2.74373,-0.77647,0.61951,-0.58163,-0.76611,23,203,250,34,155,23,55,177,34,134,176,48,20,175,195,29
