timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762507160.279185,2.77765,0.077,0.72165,0.59538,-0.72892,0.73171,201,25,29,133,174,43,27,102,20,203,84,25,164,43,1,120
1762507166.2349596,1.66738,0.09486,0.12727,0.50262,-0.18182,0.85567,113,99,45,73,165,77,18,122,68,117,65,58,169,19,2,101
1762507172.1155162,2.25532,0.08448,0.86246,-0.50131,0.15029,0.74126,205,18,6,120,49,207,79,46,107,96,51,92,144,37,0,105
1762507178.0673227,1.98703,0.0887,-0.17615,0.64033,-0.93872,-0.23183,88,143,74,64,164,56,10,137,11,246,102,0,74,176,2,37
1762507184.0387187,1.8675,0.09199,-0.12045,0.50954,-0.62567,0.61184,82,136,64,75,161,57,33,116,32,204,100,38,143,57,2,102
1762507189.9513624,1.73706,0.09551,-0.1828,0.9322,-0.55063,-0.07143,95,121,99,57,203,7,5,139,47,166,79,24,64,132,3,53
1762507195.9027557,1.73929,0.09251,0.46974,-0.12676,0.2622,0.8806,146,45,47,109,83,124,76,72,138,73,48,69,219,20,0,96
1762507201.880716,1.6066,0.09759,-0.31183,0.76536,-0.41593,0.11348,75,157,87,53,187,27,15,129,63,172,68,36,92,124,1,65
1762507207.8122997,1.825,0.09364,0.70673,0.28743,-0.66933,0.16151,206,36,25,149,115,90,29,100,31,228,85,31,93,120,2,76
1762507213.7823935,1.54119,0.09973,0.29909,0.16716,0.52299,0.55195,130,65,51,85,111,81,61,88,167,52,31,98,146,67,2,93
1762507219.7496734,2.23164,0.08425,0.10992,0.89503,-0.81493,0.41176,128,94,72,79,205,13,6,138,18,193,111,13,124,85,0,80
1762507225.7823699,1.7378,0.09331,-0.68617,0.62644,-0.06218,0.36301,13,209,108,46,158,50,15,125,126,141,64,55,104,92,1,95
1762507231.753827,2.06927,0.08027,0.77778,-0.18947,0.13279,0.96923,200,27,16,144,93,133,93,61,132,120,40,77,221,5,0,99
1762507237.7336714,1.9445,0.09408,0.25648,0.46398,0.5107,0.71333,135,90,39,83,159,62,31,95,144,54,26,103,148,41,2,109
1762507243.6838312,1.73603,0.09466,-0.24629,0.39818,-0.35162,0.73994,63,128,82,64,127,61,38,103,91,178,93,39,167,42,0,114
1762507249.645732,2.19898,0.08133,0.83333,0.20735,-0.2434,0.91489,195,18,12,135,125,89,62,105,78,143,69,51,184,12,2,131
1762507255.6754193,1.30367,0.09894,0.94609,-0.125,-0.15287,0.07971,204,4,6,157,86,110,88,68,77,129,52,56,100,125,2,49
1762507261.6874156,2.50509,0.08325,0.73699,0.50148,-0.75,0.51662,190,22,26,127,151,62,22,102,22,221,87,22,155,79,1,96
1762507267.6890643,1.19871,0.09323,0.0678,0.02062,0.16208,0.94822,119,121,44,70,124,141,49,74,107,100,37,83,167,7,1,134
1762507273.7443192,2.49563,0.08097,0.45178,0.64602,-0.70051,0.69733,143,64,44,143,167,38,22,112,22,235,100,37,184,50,1,102
1762507279.8266816,1.82163,0.099,-0.59659,0.5974,-0.3141,0.31353,20,176,105,51,152,47,15,94,56,143,62,51,113,104,0,86
1762507285.872524,2.12526,0.08768,0.69855,0.35714,-0.19375,0.87582,183,33,19,110,141,77,40,106,76,133,58,53,167,19,0,120
