timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762507940.4993482,2.74145,0.07586,0.58656,0.76781,-0.78363,0.60345,186,47,33,121,200,22,22,135,16,211,94,21,175,69,0,104
1762507945.8241887,2.72492,0.07956,0.57101,0.72727,-0.80571,0.62092,162,39,35,109,178,32,16,126,17,212,104,17,153,58,0,95
1762507957.1184325,2.68732,0.08002,0.59773,0.7883,-0.75824,0.54305,163,39,32,119,187,27,11,134,16,230,90,28,152,69,0,81
1762507963.0804107,1.8802,0.08867,0.15068,0.44416,-0.35542,0.92994,124,104,51,86,160,79,28,118,56,137,88,51,175,11,0,128
1762507969.1160383,2.04699,0.08409,0.78478,-0.40113,-0.02887,0.83221,215,26,15,125,56,173,75,50,109,139,57,76,154,25,0,119
1762507975.1217535,1.97838,0.09382,-0.25501,0.56695,-0.8011,-0.35531,77,149,70,53,144,61,15,131,29,235,91,7,50,184,1,38
1762507981.083116,2.08459,0.0913,-0.5,0.54424,-0.57983,0.46053,40,196,89,55,170,64,21,118,36,188,94,39,133,82,0,89
1762507987.1188347,1.93394,0.09598,-0.38251,0.81155,-0.38329,-0.35659,61,148,105,52,180,21,10,118,75,156,84,32,50,174,1,33
1762507993.192769,1.68501,0.09143,0.50693,0.0339,0.34091,0.80328,156,45,44,116,79,120,51,104,153,76,40,83,204,34,2,126
1762507999.2999725,1.62632,0.09771,-0.4121,0.77581,-0.43094,-0.00746,50,142,103,52,176,25,13,125,67,173,86,36,61,132,3,72
1762508005.3167582,1.5851,0.09551,0.52062,0.28571,-0.75487,-0.02389,167,47,46,128,137,72,53,88,24,220,95,20,71,150,0,72
1762508011.4618337,1.84113,0.09565,0.46032,-0.10032,-0.84049,0.44,155,55,47,121,81,110,60,58,10,198,102,16,116,77,0,82
1762508017.5283794,1.76786,0.09202,0.43188,-0.07778,0.54922,0.70898,151,49,49,96,90,130,64,76,200,57,30,99,166,46,1,110
1762508023.6246204,2.17054,0.09122,-0.36387,0.62921,-0.74663,-0.43083,72,173,95,53,165,37,29,125,33,217,107,14,34,181,0,38
1762508029.6476028,1.56453,0.09865,-0.71839,0.48045,0.01939,-0.3463,24,176,123,25,138,58,35,127,126,116,61,58,35,172,1,49
1762508035.6182802,1.98806,0.09357,0.58944,0.34302,-0.28302,0.77258,155,39,31,116,131,68,45,100,66,141,63,48,178,34,0,87
1762508041.602549,1.57113,0.09924,0.32804,0.4039,-0.78133,0.05785,150,72,55,101,118,71,36,134,21,224,110,20,73,113,1,55
1762508047.593107,2.35259,0.08835,0.44382,0.623,-0.80403,0.48173,151,58,41,106,128,26,33,126,21,215,98,13,124,78,0,99
1762508053.5866647,1.49491,0.09137,-0.89532,0.15325,-0.06087,0.38547,2,228,116,17,116,119,44,106,102,127,56,60,144,109,1,104
1762508059.5639908,2.451,0.08609,0.48677,0.67705,-0.69277,0.59441,169,46,51,112,183,44,13,113,20,194,87,31,137,58,0,91
1762508065.5631385,2.03293,0.08664,0.94038,0.25926,-0.17087,0.66242,209,5,6,149,131,78,52,90,81,150,59,67,163,53,0,98
1762508071.5719206,2.59363,0.08083,0.53171,-0.74927,0.56906,0.74359,181,68,28,133,12,217,83,31,167,38,40,117,131,34,1,107
1762508077.585146,2.47311,0.08552,0.66361,0.64706,-0.41071,0.75172,147,27,28,125,173,51,12,121,51,148,89,48,141,35,1,113
