timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762251640.0379696,1.79122,-0.85238,0.00295,-0.0585,-0.87739,26,194,195,5,71,70,99,99,73,88,102,96,4,127,118,12
1762251643.9455428,1.7004,-0.52041,-0.32515,-0.62637,-0.22846,53,151,147,41,59,95,121,51,22,161,135,46,43,85,79,60
1762251647.9376795,1.39414,-0.09845,-0.27108,0.55752,-0.46708,88,130,82,86,64,110,101,57,114,42,33,150,31,123,111,54
1762251651.8582866,1.21454,-0.15979,-0.63953,0.01385,-0.40136,85,122,103,78,41,113,169,21,67,91,87,116,20,111,95,68
1762251655.7982912,1.90829,-0.88863,-0.22684,-0.0119,-0.78092,14,205,202,10,59,86,106,62,76,82,88,90,7,117,135,24
1762251659.7168262,2.08437,-0.32821,-0.79245,0.776,-0.18771,59,144,115,72,12,123,162,21,163,18,24,170,52,99,75,67
1762251663.5960822,2.23912,-0.82011,-0.41714,0.37278,-0.62909,12,185,159,22,46,104,144,56,94,51,55,138,17,120,104,34
1762251667.4783542,1.64839,-0.58378,-0.6474,0.40462,0.01258,38,153,140,39,22,154,131,39,92,40,63,151,53,90,67,108
1762251671.4025476,1.37527,-0.30504,-0.59509,0.01695,-0.45819,70,122,124,61,39,130,130,27,69,74,100,111,21,116,102,60
1762251675.339245,1.70037,-0.58105,-0.47988,-0.10588,-0.53357,52,180,137,32,56,97,142,28,60,83,105,92,16,115,102,50
1762251679.2394447,2.21745,-0.57812,-0.49271,0.4555,-0.69112,44,189,114,37,58,128,128,29,111,44,60,167,11,117,102,29
1762251683.1535223,1.71778,-0.44935,-0.55263,-0.19231,-0.52349,66,146,133,40,41,108,128,27,62,106,111,85,26,118,109,45
1762251687.1127255,2.08057,-0.65464,-0.42515,0.44444,-0.55634,40,188,133,27,43,110,128,53,114,44,51,133,22,118,103,41
1762251691.094269,2.1746,-0.8,-0.19186,0.44173,-0.74101,21,200,169,20,77,79,126,62,126,52,51,140,22,125,117,14
1762251695.0097203,2.4444,-0.62887,-0.65424,0.75916,-0.40214,35,151,165,37,31,93,151,20,168,30,16,168,46,98,99,38
1762251698.9652593,1.89354,-0.26829,-0.67039,0.78981,0.16505,74,137,123,76,38,123,176,21,141,24,9,140,92,70,59,88
1762251702.8977456,1.97397,-0.36896,-0.7205,0.56322,-0.3213,59,133,136,65,19,133,144,26,118,50,26,154,36,99,84,58
1762251706.823499,2.10054,-0.44211,-0.6231,0.78016,-0.25517,44,137,137,62,43,107,160,19,147,29,12,185,53,81,101,55
1762251710.7868865,1.58864,-0.2623,-0.68531,0.19658,-0.44444,73,119,112,62,26,92,149,19,104,54,87,106,22,90,105,53
1762251714.720146,2.45225,-0.52756,-0.74375,0.62921,-0.55172,35,148,143,55,24,129,150,17,116,36,30,174,21,110,115,44
1762251718.5614161,1.99433,-0.3974,-0.49432,0.76023,-0.34237,55,129,140,61,60,118,145,29,127,23,18,174,59,95,103,38
1762251722.4585545,2.51715,-0.68362,-0.60897,0.66134,-0.56322,26,160,138,30,35,92,159,26,114,21,32,146,21,100,104,36
1762251728.2347517,2.47376,-0.7397,-0.60952,0.62749,-0.49704,27,210,191,33,37,146,192,45,151,48,36,216,25,124,129,60
1762251731.4002683,2.67535,-0.74706,-0.65734,0.59551,-0.67544,18,161,136,25,22,113,124,27,102,33,21,111,11,98,93,26
1762251734.5613518,2.59527,-0.71848,-0.64,0.61594,-0.62085,18,159,134,30,23,78,127,22,83,25,28,140,12,98,73,28
1762251737.724979,2.73343,-0.73427,-0.63569,0.61644,-0.74704,14,120,128,24,31,105,115,18,106,26,30,130,9,119,102,23
1762251740.8850145,2.67344,-0.77301,-0.63194,0.64794,-0.62055,14,148,141,23,28,111,124,25,100,18,29,120,12,113,92,36
