timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762246269.262467,2.02535,-0.77963,-0.12108,0.46818,-0.65647,22,221,207,31,77,103,147,119,156,42,75,167,37,171,181,36
1762246280.2166963,2.02611,-0.82222,-0.17287,0.45499,-0.57604,16,204,206,24,84,125,143,105,163,43,69,136,42,180,162,50
1762246291.116677,2.25228,-0.93291,-0.40343,0.36038,-0.55556,6,214,247,10,55,154,173,84,152,49,85,133,37,177,173,63
1762246302.0675113,2.00495,-0.81551,-0.08372,0.46377,-0.64194,18,175,258,26,82,110,123,115,146,46,65,157,36,175,146,34
1762246313.0238194,2.03248,-0.8465,-0.08734,0.47845,-0.62019,14,196,213,20,80,110,139,129,158,51,70,185,39,162,175,40
1762246323.9841616,2.10825,-0.89252,-0.12102,0.46701,-0.62771,15,191,214,8,88,130,134,119,130,41,64,159,47,185,191,39
1762246334.882015,2.02368,-0.84133,-0.04895,0.45721,-0.67619,16,242,257,27,86,96,129,118,155,48,63,143,35,200,152,33
1762246345.7680197,2.12619,-0.84805,-0.10407,0.50588,-0.66818,10,228,222,27,83,125,119,115,162,34,71,158,42,194,173,31
1762246356.725309,2.1343,-0.87273,-0.15506,0.41686,-0.68966,12,187,225,16,79,111,146,109,170,47,81,141,36,172,171,27
1762246367.6006522,1.98721,-0.79541,-0.15385,0.47423,-0.56373,14,212,218,35,83,106,134,93,139,39,63,147,46,170,149,43
1762246378.508855,2.02096,-0.83594,-0.1814,0.44218,-0.56145,13,234,236,29,79,122,132,97,142,41,82,176,54,185,139,37
1762246389.4965742,1.97706,-0.77681,-0.0989,0.41121,-0.69014,26,180,226,25,87,122,128,118,148,42,84,154,30,174,186,36
1762246400.3888,2.01924,-0.84615,-0.12712,0.43367,-0.61229,16,207,225,20,73,110,156,133,144,44,67,137,41,181,160,41
1762246411.3183804,2.09143,-0.81893,-0.11301,0.54198,-0.61751,23,189,253,21,94,118,143,114,160,29,61,143,52,177,174,31
1762246422.263379,1.967,-0.83099,-0.04785,0.44498,-0.64319,16,182,208,20,69,105,114,130,138,39,77,164,37,197,153,39
1762246433.167771,2.06864,-0.83551,-0.10538,0.49057,-0.63719,23,242,249,21,94,123,134,114,148,34,74,168,38,199,162,42
1762246444.1243868,2.14093,-0.85232,-0.13379,0.54177,-0.61305,15,219,220,20,85,122,128,106,156,42,54,167,48,176,170,35
1762246455.0563655,1.94841,-0.84778,-0.03571,0.47186,-0.59305,17,216,221,19,95,102,130,121,153,41,81,187,38,157,164,44
1762246465.9748182,1.9972,-0.84314,-0.12727,0.49213,-0.53465,13,196,227,23,76,126,122,116,149,33,80,183,44,157,153,50
1762246476.8894372,2.02217,-0.85276,-0.15632,0.46849,-0.5446,15,215,238,21,74,116,154,123,127,38,59,141,47,181,148,50
1762246487.815238,1.92566,-0.86354,-0.02461,0.49315,-0.54436,12,210,227,20,90,107,122,128,166,42,69,161,52,167,155,43
1762246498.717971,1.87538,-0.82707,-0.01104,0.41667,-0.62061,11,225,261,35,91,95,134,133,145,36,83,144,32,156,190,49
1762246509.7420874,1.94716,-0.84016,0.01573,0.51232,-0.57895,22,212,237,17,97,109,110,129,155,41,58,152,47,190,170,49
1762246520.7146018,1.98697,-0.83582,-0.04147,0.47619,-0.63348,19,252,240,25,77,104,122,131,161,38,72,149,39,180,181,42
1762246531.717105,1.999,-0.81395,-0.10609,0.44503,-0.63393,20,232,197,24,85,114,131,113,135,40,66,141,46,178,188,36
1762246542.670847,1.86,-0.79592,-0.00706,0.43649,-0.62054,25,237,247,30,84,96,118,127,163,44,78,148,40,194,169,45
1762246553.6107452,1.9581,-0.87527,-0.08625,0.39753,-0.59906,14,220,216,15,78,108,125,118,134,36,86,149,45,188,151,40
1762246564.5420794,2.03983,-0.83442,-0.08534,0.49882,-0.62125,15,199,222,23,91,119,129,118,149,46,60,168,37,189,162,45
1762246575.5904088,1.9331,-0.84167,-0.08705,0.41266,-0.59173,13,212,230,25,84,118,138,131,141,42,74,138,40,165,143,39
1762246586.520092,2.07834,-0.86029,-0.11161,0.49415,-0.61229,17,247,259,21,83,124,125,116,168,40,68,151,42,177,164,40
1762246597.4182103,1.82397,-0.85156,-0.04677,0.38947,-0.53616,15,220,254,23,89,101,134,125,136,47,69,128,39,153,155,54
1762246608.3433774,2.02349,-0.83773,-0.09832,0.4977,-0.58974,22,213,240,18,74,112,117,114,143,33,76,182,41,205,136,47
1762246619.3061583,1.91581,-0.77344,-0.0622,0.48926,-0.59091,27,219,235,31,83,96,126,113,166,45,62,146,34,154,161,47
1762246630.252886,1.97029,-0.8433,-0.07623,0.42723,-0.62353,13,214,233,25,96,109,131,110,151,50,72,153,43,180,165,37
1762246641.249995,1.98989,-0.80992,-0.09382,0.49339,-0.59276,18,208,230,28,87,102,137,111,165,46,69,174,42,190,162,48
1762246652.172564,1.90874,-0.80892,0.01762,0.53675,-0.54545,18,207,219,27,89,100,123,142,167,43,61,178,46,156,133,39
1762246663.096645,1.83561,-0.79443,-0.04086,0.40686,-0.59346,17,213,206,31,99,105,137,124,146,39,82,141,46,177,164,41
1762246673.9985743,1.95119,-0.82971,0.02155,0.50481,-0.59512,18,231,274,29,102,115,112,135,155,36,67,158,43,177,150,40
1762246684.889813,1.94968,-0.78689,-0.05423,0.48299,-0.62557,27,204,232,25,92,101,142,126,177,32,82,150,33,178,178,49
1762246695.789949,2.0121,-0.78905,-0.10314,0.51515,-0.60476,26,200,241,26,88,120,126,112,171,38,74,179,42,175,162,41
1762246706.7488246,1.95817,-0.784,-0.06861,0.52332,-0.58225,28,221,225,26,88,114,143,136,158,32,60,136,45,168,135,35
1762246717.6863267,2.01579,-0.81224,-0.05909,0.56221,-0.58225,18,196,248,28,90,98,135,117,156,32,63,183,48,155,148,32
1762246728.6464055,2.01202,-0.79159,-0.18298,0.47848,-0.55897,22,245,245,35,98,130,148,94,152,32,71,140,46,172,132,40
1762246739.5752091,1.91437,-0.83579,-0.10917,0.41553,-0.55388,18,219,217,21,91,124,130,113,156,43,85,154,44,176,134,45
1762246750.4646373,2.0956,-0.83434,-0.13103,0.53117,-0.59905,22,214,240,19,75,94,152,114,152,39,55,155,42,172,163,42
1762246761.3679857,1.78282,-0.81087,-0.00211,0.45455,-0.51531,17,220,230,30,97,117,121,140,138,43,65,150,49,162,135,46
1762246772.2853515,1.99496,-0.82353,-0.11695,0.46099,-0.5935,23,187,247,19,79,91,143,106,163,48,66,146,35,166,128,40
1762246783.2255995,2.00276,-0.83404,-0.07477,0.48,-0.61395,22,206,225,17,68,108,122,130,158,42,75,175,42,183,164,41
1762246794.1750977,1.86532,-0.88259,0.06843,0.09948,-0.81481,15,215,250,14,110,91,120,132,104,74,98,106,15,202,190,25
