timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762245655.582427,1.95378,-0.79365,0.21681,0.45733,-0.48598,27,223,229,25,113,76,101,162,149,47,77,184,50,177,141,60
1762245666.485998,1.88004,-0.87123,-0.06977,0.49887,-0.44017,18,220,245,14,79,95,135,121,162,37,74,170,69,176,161,62
1762245677.4674711,1.61605,-0.71179,0.06573,0.5873,-0.25123,34,193,199,32,106,90,109,121,180,31,60,170,64,136,118,88
1762245688.4273825,1.74049,-0.85439,0.1782,0.25945,-0.44845,18,222,211,16,127,90,106,154,124,48,99,126,47,156,125,60
1762245699.3746722,2.0493,-0.66219,0.30357,0.48628,-0.59725,48,210,223,40,141,69,87,151,130,38,65,168,33,182,167,55
1762245710.3270614,2.06281,-0.83439,-0.20729,0.53659,-0.48454,17,214,218,22,80,133,132,94,142,35,60,173,58,135,153,42
1762245721.2178617,1.89906,-0.85897,0.28992,0.28228,-0.46789,15,220,215,18,128,68,101,179,141,62,102,152,49,169,151,67
1762245732.1201227,1.82421,-0.73536,0.125,0.61187,-0.35198,30,176,224,31,114,89,100,129,174,23,62,179,65,164,126,74
1762245743.0118136,1.80325,-0.84547,0.2186,0.48571,-0.25346,14,197,221,21,111,70,98,151,149,43,65,163,77,137,135,85
1762245754.006628,1.84904,-0.86177,0.1002,0.29782,-0.58924,15,221,210,17,123,89,131,146,123,62,83,145,43,169,156,41
1762245764.992323,1.73691,-0.79325,0.11058,0.5625,-0.27059,23,191,234,26,97,89,96,134,158,37,54,167,70,140,130,85
1762245776.0095086,1.92198,-0.80952,0.19654,0.40291,-0.513,21,219,218,25,138,76,110,139,157,46,77,132,43,173,147,60
1762245787.012531,2.01715,-0.83333,0.04656,0.47059,-0.66667,17,198,220,21,112,104,111,124,169,38,79,156,28,183,152,39
1762245797.9391797,1.72192,-0.89831,0.13983,0.02525,-0.65854,15,210,238,9,98,89,114,171,109,79,114,94,37,199,175,40
1762245808.9212997,2.001,-0.78723,0.2,0.54177,-0.472,27,215,205,23,103,72,90,140,163,41,55,160,46,146,130,53
1762245819.8703022,1.82608,-0.72093,-0.07489,0.57692,-0.45333,36,204,240,36,82,103,141,128,147,34,54,181,56,164,163,67
1762245830.8639412,1.61127,-0.48047,-0.04497,0.70864,-0.37719,57,191,188,76,96,115,129,127,182,18,41,164,62,164,150,80
1762245841.8069694,1.84969,-0.77453,0.10706,0.49261,-0.47549,18,217,208,36,95,98,98,148,154,27,76,149,49,163,138,58
1762245852.7933373,1.93531,-0.83903,0.01188,0.45137,-0.63303,15,222,235,25,75,100,108,138,136,49,61,155,42,180,176,38
1762245863.7632086,1.64481,-0.71253,0.01552,0.47445,-0.44231,28,204,213,42,98,103,119,131,157,43,65,146,64,145,155,52
1762245874.6482103,1.74908,-0.79879,0.09442,0.41985,-0.43602,12,223,224,38,99,90,121,156,132,44,70,147,57,168,135,62
1762245885.6401103,1.85002,-0.86695,-0.01878,0.48072,-0.48357,16,216,219,15,79,99,118,130,143,45,56,145,49,155,161,61
1762245896.5750837,1.67933,-0.83296,0.01852,0.36279,-0.46506,19,200,206,18,100,86,126,120,154,43,94,139,63,150,154,48
1762245907.4891071,1.79893,-0.86307,0.03016,0.48883,-0.41687,12,225,224,21,94,84,125,128,138,36,67,162,56,162,132,65
1762245918.4794824,1.88019,-0.84749,0.03046,0.43081,-0.57143,18,202,222,17,92,101,90,111,137,41,68,137,33,148,149,48
1762245929.464547,1.89484,-0.87607,0.08407,0.32134,-0.61337,10,185,254,19,103,102,105,142,128,52,80,129,34,186,152,47
1762245940.3653867,1.91506,-0.74009,-0.10327,0.52941,-0.54229,20,170,225,39,70,102,117,108,164,39,61,161,50,184,126,42
1762245951.3488522,2.13493,-0.85106,-0.13548,0.49554,-0.65285,14,206,229,21,93,124,140,108,167,42,71,168,34,169,150,33
1762245962.3275402,2.03217,-0.83242,-0.08121,0.46637,-0.65217,17,263,240,29,79,106,127,119,151,50,69,176,39,190,171,37
1762245973.3153932,1.94214,-0.78455,0.08482,0.4335,-0.63927,27,214,225,26,114,88,117,129,140,35,80,151,38,179,180,41
1762245984.2760656,2.04238,-0.87426,-0.07158,0.45283,-0.64371,13,218,259,19,87,114,133,127,143,47,69,165,44,174,172,31
1762245995.2190928,1.94263,-0.82186,-0.00218,0.45803,-0.66055,18,220,230,26,96,110,120,133,149,47,66,155,40,173,189,34
1762246006.188737,1.7734,-0.60889,-0.23462,0.76279,-0.1671,37,170,192,51,65,141,130,103,175,20,31,204,87,125,102,75
1762246017.107807,1.89059,-0.81275,0.01566,0.40241,-0.65977,21,213,242,26,100,99,121,127,138,53,71,153,30,185,176,44
1762246028.05686,1.9428,-0.81075,-0.09731,0.42212,-0.61261,21,221,200,23,103,130,135,115,171,59,69,144,46,190,168,40
1762246039.0071259,2.0378,-0.75494,-0.18421,0.50917,-0.58947,22,225,219,40,69,127,143,117,173,39,68,156,31,173,129,47
1762246050.0057595,1.87675,-0.85626,-0.04656,0.34272,-0.63121,16,213,239,19,80,95,141,135,124,49,91,162,34,191,154,44
1762246060.984595,2.00293,-0.78715,-0.02461,0.54897,-0.6422,22,229,216,31,87,101,128,131,154,39,60,186,34,173,185,44
1762246071.9580941,1.91852,-0.76715,-0.09255,0.44418,-0.61463,28,206,219,28,87,115,127,114,167,39,78,137,38,183,148,41
1762246082.9347646,2.29406,-0.76998,-0.28798,0.41558,-0.82051,27,206,248,32,71,130,154,86,158,55,80,169,26,178,177,9
1762246093.888669,2.18024,-0.87071,-0.17874,0.54916,-0.58163,12,214,249,20,63,133,111,107,161,36,58,162,42,156,154,40
1762246104.8743627,1.87756,-0.7913,-0.06897,0.47115,-0.54613,22,192,220,26,82,99,118,107,147,35,75,159,51,142,168,40
1762246115.8641517,2.16462,-0.83939,-0.15056,0.5367,-0.63797,16,223,258,26,88,121,135,101,156,30,71,179,49,187,184,33
1762246126.8927941,2.02346,-0.844,-0.09333,0.50259,-0.58354,13,231,230,26,80,99,147,124,147,30,66,143,44,171,156,42
1762246137.8521218,2.14235,-0.85249,-0.22538,0.4702,-0.59427,14,188,239,20,69,130,150,108,160,46,74,173,48,178,156,37
1762246148.763777,2.08443,-0.86094,-0.12469,0.46898,-0.62981,10,217,238,24,72,123,107,107,154,45,62,142,35,166,173,42
1762246159.7665944,1.96209,-0.8902,-0.10316,0.47418,-0.49455,16,233,249,12,93,110,152,120,154,46,66,160,47,175,168,69
1762246170.7202957,1.97442,-0.80342,-0.0559,0.4901,-0.625,19,194,228,27,97,111,144,131,137,28,75,164,49,196,181,38
1762246181.678888,2.05245,-0.88054,-0.09821,0.44286,-0.63084,14,243,245,17,81,118,128,121,143,39,78,160,45,174,175,34
1762246192.6187923,1.93886,-0.81857,-0.03625,0.46734,-0.61671,21,201,230,22,99,91,152,127,134,34,72,158,45,164,165,33
1762246203.607716,1.90329,-0.85547,-0.04622,0.44131,-0.56028,14,235,240,23,93,120,129,134,134,32,87,173,44,176,154,49
1762246214.5770235,1.8129,-0.78558,-0.04405,0.39545,-0.58782,18,214,244,37,85,109,128,132,151,39,94,156,47,185,154,41
1762246225.5159073,2.05772,-0.84677,-0.03529,0.49118,-0.68447,22,215,243,16,94,104,116,111,154,36,65,142,37,178,169,28
1762246236.3932729,1.9296,-0.79633,0.0148,0.54902,-0.56944,27,209,232,23,97,102,131,143,162,35,57,154,48,171,168,45
1762246247.349301,2.03386,-0.85185,-0.05336,0.5174,-0.61124,20,191,259,16,93,108,119,111,162,38,66,165,44,178,166,39
1762246258.2840767,1.99508,-0.75378,-0.12409,0.50336,-0.61386,29,195,211,28,82,95,136,98,179,41,70,157,38,168,158,40
