timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762523918.0761118,2.70128,0.07542,0.76247,-0.53247,0.58501,0.82133,233,44,6,138,55,202,93,35,175,47,25,100,177,26,5,139
1762523935.8376334,2.69045,0.07478,0.75982,-0.54412,0.53488,0.85163,239,46,6,142,58,235,80,35,155,47,33,109,188,21,4,124
1762523951.1002874,2.54968,0.07535,0.74222,-0.44844,0.5533,0.80571,246,47,11,146,82,212,90,33,184,55,33,122,193,23,11,123
1762523966.3801093,2.55639,0.07626,0.76211,-0.39496,0.55779,0.84153,263,46,8,137,66,163,86,42,175,65,23,135,205,22,7,132
1762523981.6552045,2.71346,0.0737,0.76417,-0.57219,0.54377,0.83333,229,44,8,160,45,212,82,35,169,56,30,122,224,26,5,117
1762523996.9159057,2.72436,0.07294,0.75062,-0.52885,0.58378,0.86111,232,43,7,119,61,224,94,37,163,51,26,130,177,18,7,158
1762524012.166048,2.68432,0.074,0.75238,-0.55072,0.55091,0.8303,237,41,11,131,56,214,107,37,183,58,28,114,175,20,8,127
1762524027.4270365,2.60634,0.07344,0.75701,-0.5,0.49261,0.85672,236,44,8,140,70,229,95,38,184,69,34,119,189,20,4,122
1762524042.6785944,2.72643,0.07174,0.78155,-0.51529,0.59296,0.83662,227,40,5,140,65,223,99,38,198,53,28,119,193,23,6,133
1762524057.978791,2.68489,0.07241,0.78291,-0.5179,0.54937,0.83471,240,42,5,146,70,212,106,31,163,61,28,143,209,25,5,124
1762524073.2342236,2.6969,0.07348,0.79698,-0.48705,0.57333,0.83954,268,38,9,148,52,202,85,47,179,52,28,116,187,23,5,134
1762524088.5078838,2.51515,0.07569,0.74545,-0.45455,0.47644,0.83871,250,47,9,134,79,219,85,35,163,68,32,119,208,25,5,134
