timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762177854.73365,1.54139,-0.9207,-0.2949,0.29808,-0.02771,8,212,224,10,76,145,147,83,138,54,92,132,86,112,92,107
1762177865.6188984,1.73559,-0.86752,-0.5,0.3222,-0.04587,20,222,215,11,33,148,182,77,139,70,72,138,85,110,118,123
1762177876.563716,1.70844,-0.82407,-0.31002,0.42254,0.15181,14,187,207,24,52,132,149,96,155,44,79,148,111,94,82,128
1762177887.5684931,1.60167,-0.96121,-0.27446,0.16706,-0.19894,2,222,233,7,53,126,141,99,118,82,95,130,59,118,108,92
1762177898.4975657,1.46742,-0.89307,-0.14612,0.40046,-0.02778,14,229,249,13,66,109,142,121,155,59,72,151,82,96,89,93
1762177909.4179347,1.78124,-0.84582,-0.48252,0.34537,-0.10753,12,210,221,24,32,165,153,79,150,66,79,148,71,101,105,95
1762177920.3400939,1.44052,-0.93521,-0.29952,0.17277,0.03302,6,243,205,9,45,123,146,100,96,83,75,128,98,101,104,121
1762177931.2307422,1.61626,-0.78838,-0.29691,0.51402,0.01695,22,205,226,29,46,139,134,102,156,42,62,168,84,96,107,126
1762177942.1274786,1.54135,-0.87124,-0.24623,0.26866,0.15522,10,209,227,20,50,106,142,100,122,72,75,133,123,84,82,104
1762177953.0354955,1.74581,-0.73333,-0.36986,0.55607,0.08654,27,211,205,37,38,148,152,100,179,45,50,154,106,109,81,120
1762177963.951161,1.74354,-0.75385,-0.59624,0.32678,0.06667,25,214,185,31,21,161,179,65,147,60,77,123,96,105,77,112
1762177974.868298,2.08881,-0.74737,-0.62759,0.48731,-0.22654,29,205,210,31,16,164,190,65,145,41,60,148,74,126,142,95
1762177985.7856052,2.15806,-0.65079,-0.70241,0.45192,-0.35294,36,173,191,41,23,207,182,45,147,50,64,155,64,137,139,68
1762177996.7179759,1.88551,-0.67929,-0.55046,0.54028,-0.11548,32,184,193,40,38,174,164,60,161,45,52,164,85,122,105,95
1762178007.6778505,1.84333,-0.4561,-0.67873,0.47964,0.22886,59,175,165,68,22,179,192,49,154,52,63,173,102,89,66,145
1762178018.685041,1.75276,-0.69136,-0.67699,0.31429,-0.07013,34,211,200,41,23,193,186,50,140,66,78,136,85,95,111,94
1762178029.6530623,2.11615,-0.629,-0.74946,0.50732,-0.23038,43,192,190,44,23,201,204,35,145,43,58,164,76,120,123,76
1762178040.6107028,2.31216,-0.57834,-0.76471,0.69466,-0.27446,55,191,217,54,16,204,201,38,163,25,35,170,79,134,133,73
1762178051.6236684,2.22026,-0.37732,-0.92958,0.7327,-0.18066,71,166,168,80,4,212,199,11,178,25,31,185,85,107,125,76
1762178062.6088972,2.3034,-0.62302,-0.79167,0.6093,-0.27941,43,207,202,52,19,184,203,26,170,41,43,176,77,136,125,70
1762178073.5870488,2.20452,-0.58257,-0.75501,0.42792,-0.43902,51,173,172,40,18,206,188,37,155,55,70,157,65,156,139,50
1762178084.6079102,2.27892,-0.56541,-0.77978,0.60557,-0.32817,41,160,193,57,17,208,188,32,157,33,52,189,57,135,122,73
1762178095.5851352,2.33162,-0.34447,-0.93435,0.75982,-0.29298,67,137,185,90,8,226,216,7,179,22,30,202,68,138,129,78
1762178106.5635393,2.14235,-0.03965,-0.90517,0.89227,-0.30526,89,124,112,129,12,215,227,10,185,6,17,219,59,132,116,73
1762178117.5677516,2.54811,-0.67965,-0.68233,0.55319,-0.63294,28,204,184,46,29,185,191,42,184,48,57,181,48,177,170,30
1762178128.5834804,2.45551,-0.81146,-0.27692,0.50643,-0.8607,21,247,243,30,60,109,140,81,140,40,56,153,14,168,206,14
1762178139.557738,2.60626,-0.5022,-0.82805,0.72874,-0.54726,52,182,159,61,15,176,228,23,180,25,34,196,41,136,175,50
1762178150.5159113,2.48563,-0.4514,-0.66292,0.78818,-0.58313,60,181,155,67,36,170,200,39,183,12,31,180,54,168,151,30
1762178161.49389,2.46954,-0.47556,-0.87589,0.7355,-0.38259,54,166,166,64,12,201,192,14,170,21,36,204,62,133,129,55
1762178172.4865894,2.49442,-0.41553,-0.87991,0.75879,-0.44019,54,152,158,74,10,195,212,16,148,20,28,202,59,167,134,58
1762178183.4808064,2.37243,-0.35729,-0.85463,0.85867,-0.30184,58,172,149,94,14,189,232,19,206,15,18,228,76,135,113,57
1762178194.4164393,2.50022,-0.44374,-0.85714,0.77829,-0.42105,50,166,174,81,15,184,193,14,199,14,34,186,68,154,143,53
1762178205.3778086,2.60911,-0.45868,-0.85774,0.78261,-0.51009,57,173,180,74,19,232,212,15,203,22,28,207,49,137,125,36
1762178216.386329,2.44334,-0.28767,-0.74634,0.83144,-0.57789,61,139,143,95,23,160,198,29,175,13,24,227,50,153,161,34
1762178227.3385897,2.2692,-0.30769,-0.78509,0.77129,-0.40513,70,153,153,92,25,215,192,24,162,7,40,202,73,134,140,43
1762178238.3171759,2.21994,-0.41826,-0.81777,0.66746,-0.31646,70,177,157,67,12,185,214,28,178,20,50,173,73,115,145,62
1762178249.292201,2.46623,-0.39035,-0.84479,0.76867,-0.46241,71,143,174,68,19,195,221,16,158,17,31,209,68,174,147,50
1762178260.2473207,2.57533,-0.50885,-0.78923,0.70406,-0.5732,47,155,186,64,19,199,183,26,178,23,39,179,49,160,157,37
1762178271.1987212,2.49907,-0.41949,-0.84017,0.78022,-0.45918,63,168,167,74,19,223,203,18,147,15,25,177,60,136,150,46
1762178282.1566293,2.4903,-0.43964,-0.88915,0.7402,-0.42132,45,166,150,78,7,217,192,17,166,22,31,189,68,160,120,46
1762178293.0995255,2.43305,-0.44468,-0.8753,0.77465,-0.33842,52,148,198,81,7,194,197,19,174,22,26,204,72,148,115,58
1762178304.087033,2.51152,-0.46154,-0.88511,0.84439,-0.32048,45,177,165,81,13,213,230,14,185,14,20,218,83,142,132,58
1762178315.0827963,2.3642,-0.47094,-0.89497,0.7217,-0.2766,55,179,188,77,11,206,227,13,189,20,39,176,68,116,124,68
1762178326.0836756,2.41196,-0.48918,-0.88532,0.69756,-0.3399,42,159,185,76,8,204,207,17,179,21,41,169,64,131,141,70
1762178337.0354283,2.55567,-0.54018,-0.80846,0.73171,-0.47532,51,172,173,52,19,203,203,24,175,22,33,180,64,132,152,37
1762178347.9998639,2.64277,-0.47368,-0.83256,0.82472,-0.51181,55,180,184,75,16,195,199,20,183,11,28,223,53,140,148,40
1762178358.984385,2.41195,-0.45073,-0.64516,0.8267,-0.48936,51,167,179,80,26,166,191,51,171,15,22,219,58,147,133,38
1762178369.9362633,2.45131,-0.43737,-0.73148,0.79277,-0.48969,57,169,181,80,23,181,193,35,158,10,33,214,58,147,142,41
1762178380.8888795,2.6127,-0.54065,-0.82587,0.78795,-0.45823,56,198,181,57,19,192,175,16,168,9,35,203,66,130,158,41
1762178391.8123705,2.62012,-0.41423,-0.8627,0.82192,-0.52128,50,179,159,90,9,206,201,21,193,6,33,206,51,150,136,39
1762178402.7893257,2.68541,-0.55128,-0.83059,0.76112,-0.54242,36,187,176,69,13,180,209,23,180,12,39,196,51,164,136,38
1762178413.741025,2.7226,-0.58351,-0.76442,0.77566,-0.59901,37,186,179,59,23,180,187,26,174,15,32,198,50,187,136,31
1762178424.7163548,2.6581,-0.53782,-0.75161,0.80193,-0.56675,41,174,192,69,27,202,207,31,184,14,27,189,51,163,148,35
1762178435.6783564,2.69041,-0.57088,-0.66746,0.72591,-0.72616,41,212,198,71,32,168,183,38,187,26,38,216,33,163,190,23
1762178446.6410315,2.66629,-0.5082,-0.75743,0.79661,-0.60406,52,184,184,68,24,172,183,25,188,15,27,183,47,156,160,31
1762178457.6260529,2.62176,-0.43933,-0.74766,0.87379,-0.56098,54,172,172,80,31,180,194,23,198,8,18,188,31,146,142,50
1762178468.6067424,2.70873,-0.54132,-0.72414,0.76585,-0.67742,44,193,180,67,31,186,189,29,159,24,24,203,41,176,162,24
1762178479.5901825,2.73306,-0.59829,-0.72807,0.80976,-0.59694,35,190,184,59,26,193,201,36,180,12,27,191,53,158,155,26
1762178490.5835922,2.61928,-0.61123,-0.68791,0.819,-0.50113,32,188,185,58,29,193,191,42,183,13,27,219,56,160,171,54
1762178501.5474186,2.71418,-0.65751,-0.62824,0.81553,-0.6129,35,202,190,46,38,178,168,41,181,11,27,193,46,174,151,32
1762178512.5286634,2.72854,-0.62422,-0.7032,0.68471,-0.71642,30,187,202,60,27,186,187,38,158,26,41,200,32,179,166,25
1762178523.5202432,2.80806,-0.72614,-0.74519,0.66067,-0.67606,17,205,211,49,24,182,181,29,146,21,45,177,38,163,194,31
1762178534.4513822,2.64601,-0.78543,-0.59009,0.51981,-0.75068,18,214,227,35,38,163,190,53,156,51,52,170,27,166,157,19
1762178545.4129744,2.50774,-0.5817,-0.48485,0.75399,-0.6872,30,197,166,66,52,150,144,50,190,17,37,195,34,208,148,32
1762178556.3707075,2.82874,-0.61972,-0.83648,0.7469,-0.62564,42,178,167,39,18,231,207,21,181,23,28,171,41,152,165,32
1762178567.3352292,2.72993,-0.70339,-0.69347,0.66986,-0.66321,20,203,199,50,30,173,164,31,145,29,40,204,35,157,164,30
1762178578.3231099,2.77787,-0.61656,-0.74304,0.73913,-0.67914,38,182,189,50,22,207,200,38,178,20,37,202,31,156,158,29
1762178589.2885818,2.77963,-0.72113,-0.67946,0.67832,-0.70071,21,197,198,43,29,179,193,42,168,25,44,192,32,183,175,31
1762178600.282288,2.71487,-0.68182,-0.657,0.69412,-0.68193,23,183,187,47,27,187,156,44,176,27,38,184,30,169,180,36
