timestamp,S_value,S_err,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA
1762528940.94475,2.35258,0.08027,0.50611,-0.575,0.77667,0.49479,184,83,18,124,48,230,85,37,213,26,19,145,177,72,25,110
1762528946.8890758,2.25077,0.07675,0.89744,-0.24938,0.24031,0.86364,221,16,4,149,87,196,57,65,153,90,57,87,223,19,8,146
1762528952.91203,2.11425,0.08334,0.8487,-0.50952,0.26702,0.48901,242,26,6,149,59,238,79,44,150,89,51,92,149,70,23,122
1762528958.9510107,2.50611,0.07729,0.74588,-0.66341,0.47826,0.61856,230,48,6,141,38,237,104,31,160,58,44,129,192,63,11,122
1762528969.9661772,2.4988,0.07947,0.68528,-0.58924,0.60417,0.62011,224,50,12,108,45,241,84,39,192,44,32,116,160,56,12,130
1762528976.011358,2.61821,0.07702,0.815,-0.65261,0.54377,0.60684,231,30,7,132,42,255,78,28,180,46,40,111,153,52,17,129
1762528987.0298603,2.61311,0.07507,0.70241,-0.72267,0.54211,0.64593,250,57,11,139,30,240,83,22,181,61,26,112,195,61,13,149
1762528997.3174798,2.57692,0.07792,0.72482,-0.63874,0.57895,0.63441,238,49,7,113,44,211,102,25,185,46,34,115,167,53,15,137
1762529007.6032782,2.72158,0.07342,0.74101,-0.68342,0.5814,0.71576,237,47,7,126,32,247,88,31,182,47,34,124,192,43,12,140
1762529017.9418359,2.63335,0.07547,0.7931,-0.64706,0.51688,0.6763,267,41,7,149,42,238,98,30,171,57,36,121,164,43,13,126
1762529028.262276,2.56753,0.07802,0.71134,-0.61404,0.55026,0.69189,205,48,8,127,41,221,101,36,180,53,32,113,196,50,7,117
1762529038.6141784,2.48155,0.08133,0.72324,-0.62431,0.52821,0.6058,205,40,13,125,33,204,90,35,182,52,40,116,161,47,21,116
1762529044.6514385,2.55209,0.07793,0.6875,-0.59804,0.60733,0.65922,237,50,15,114,55,232,94,27,171,44,31,136,175,39,22,122
1762529055.642331,2.65849,0.07335,0.76471,-0.65138,0.55051,0.69191,235,40,12,155,42,281,79,34,194,61,28,113,175,50,9,149
1762529065.9351442,2.55046,0.07658,0.75336,-0.59637,0.58747,0.61326,267,46,9,124,57,256,96,32,195,59,20,109,168,58,12,124
1762529076.2379668,2.58775,0.07806,0.7377,-0.68922,0.57865,0.58217,230,47,9,141,33,234,103,29,167,40,35,114,175,62,13,109
1762529086.5233953,2.62738,0.07541,0.69231,-0.67356,0.59574,0.66577,227,59,7,136,35,275,89,36,185,41,35,115,178,48,14,131
1762529096.8290365,2.58898,0.07721,0.73506,-0.65321,0.57368,0.62703,208,39,12,126,41,249,99,32,182,48,33,117,171,51,18,130
1762529107.1213465,2.44515,0.07885,0.6392,-0.62673,0.57592,0.60331,230,66,15,138,47,265,88,34,184,47,34,117,168,54,18,123
1762529113.0970309,2.47722,0.07998,0.67946,-0.59305,0.6058,0.59892,247,61,10,125,44,228,93,38,163,51,17,114,170,60,14,125
1762529119.1025953,2.01867,0.08136,0.3907,-0.72616,0.85549,0.04632,189,97,34,110,36,252,101,20,207,19,6,114,99,149,26,93
1762529125.1129,1.84218,0.08999,0.68193,-0.62469,0.11048,0.42508,224,51,15,125,42,233,96,34,124,110,47,72,134,73,21,99
1762529131.0925703,2.68065,0.07353,0.49057,-0.73067,0.74359,0.71582,219,91,17,97,32,236,111,22,219,23,27,121,186,43,10,134
1762529142.112897,2.70289,0.07421,0.54839,-0.7327,0.74526,0.67655,199,76,15,113,31,247,116,25,199,25,22,123,188,51,9,123
1762529152.4100735,2.75721,0.07309,0.65688,-0.7,0.7619,0.63842,228,57,19,139,29,241,99,31,206,24,21,127,172,43,21,118
1762529162.7192528,2.73567,0.07377,0.59801,-0.73333,0.74807,0.65625,206,69,12,116,31,223,102,19,208,23,26,132,196,50,16,122
1762529173.052085,2.74649,0.0735,0.61538,-0.68966,0.77112,0.67033,214,72,8,122,43,250,93,20,205,23,19,120,188,42,18,116
1762529183.37332,2.66853,0.07429,0.65079,-0.74359,0.7039,0.57025,248,69,8,116,28,270,104,27,193,33,24,135,173,56,22,112
1762529193.693914,2.60177,0.07683,0.53919,-0.76585,0.66396,0.63277,219,83,14,105,23,275,87,25,192,28,34,115,161,53,12,128
1762529203.996571,2.79602,0.07195,0.62291,-0.77995,0.73961,0.65354,226,60,19,114,24,260,104,21,193,22,25,121,182,52,14,133
1762529214.3259223,2.71122,0.0758,0.56743,-0.73368,0.74725,0.66286,211,78,7,97,28,249,83,23,197,22,24,121,166,40,19,125
1762529224.5894616,2.74213,0.07386,0.59641,-0.74425,0.72626,0.67521,216,72,18,140,23,252,89,27,183,26,23,126,167,49,8,127
1762529234.8482852,2.79983,0.07169,0.62907,-0.75303,0.75194,0.6658,198,62,12,127,32,274,88,19,195,32,16,144,172,52,12,147
1762529245.118706,2.67069,0.07378,0.61485,-0.71788,0.72115,0.6168,227,69,14,121,34,237,104,22,209,27,31,149,171,61,12,137
1762529255.3814168,2.7624,0.07249,0.66667,-0.72864,0.68022,0.68687,226,57,15,134,34,254,90,20,187,31,28,123,196,45,17,138
1762529265.6391692,2.85,0.06782,0.5566,-0.77561,0.81818,0.74413,214,70,24,116,25,276,88,21,213,17,19,147,186,37,12,148
1762529275.9378982,2.71146,0.0746,0.60482,-0.72048,0.75487,0.63128,210,65,17,123,29,255,102,29,187,21,23,128,180,51,15,112
1762529329.648146,2.63287,0.07413,0.57363,-0.70353,0.68367,0.67204,240,74,23,118,40,264,98,23,186,34,28,144,190,49,12,121
1762529494.8070328,2.79126,0.0711,0.61928,-0.77831,0.71948,0.67419,212,58,21,124,31,276,93,15,205,33,21,126,195,48,17,139
1762530004.5457375,2.10905,0.07342,0.97748,-0.04412,0.16832,0.91914,287,5,0,152,129,160,53,66,153,98,70,83,214,11,4,142
1762530031.360506,2.09715,0.07544,0.95673,-0.05612,0.14745,0.93684,268,8,1,139,121,163,44,64,150,95,64,64,218,11,1,150
1762530384.6754234,1.75121,0.1207,0.81553,0.00571,0.01282,0.92857,128,16,3,59,60,72,15,28,53,42,35,26,84,4,2,78
1762530390.5123816,1.94941,0.13449,0.66864,-0.20225,0.36424,0.71429,95,22,6,46,51,86,21,20,68,22,26,35,76,16,3,38
1762530396.279847,1.52996,0.1401,0.57303,-0.04,0.2795,0.63743,88,33,5,52,52,66,12,20,61,40,18,42,87,22,9,53
1762530402.0790427,2.04102,0.12929,0.84713,-0.22876,0.24224,0.72289,98,5,7,47,40,69,25,19,63,44,17,37,90,18,5,53
1762530407.8308434,1.07174,0.14353,0.52866,-0.02299,-0.18239,0.70248,82,31,6,38,60,63,26,25,40,61,33,25,71,10,8,32
