timestamp,S_value,E_ab,E_abp,E_apb,E_apbp,C_HH,C_HV,C_VH,C_VV,C_HD,C_HA,C_VD,C_VA,C_DH,C_DV,C_AH,C_AV,C_DD,C_DA,C_AD,C_AA,total_coinc
1762168270.8462012,1.75266,0.96053,0.03632,-0.05263,0.88108,183,7,2,264,91,85,114,123,91,145,105,134,151,10,12,197,"dict_values([183, 7, 2, 264, 91, 85, 114, 123, 91, 145, 105, 134, 151, 10, 12, 197])"
1762168273.716112,1.57748,0.94444,0.0228,-0.2029,0.85874,122,5,3,158,62,73,77,95,41,81,85,69,110,9,10,140,"dict_values([122, 5, 3, 158, 62, 73, 77, 95, 41, 81, 85, 69, 110, 9, 10, 140])"
1762168276.5556443,1.87497,0.94891,-0.03448,-0.02745,0.91903,117,1,6,150,51,73,62,75,45,75,56,79,119,4,6,118,"dict_values([117, 1, 6, 150, 51, 73, 62, 75, 45, 75, 56, 79, 119, 4, 6, 118])"
1762168399.4852288,1.64503,0.95614,0.07246,-0.08597,0.84733,200,6,4,246,88,86,106,134,79,137,103,123,171,15,15,192,"dict_values([200, 6, 4, 246, 88, 86, 106, 134, 79, 137, 103, 123, 171, 15, 15, 192])"
1762168402.3328545,1.53735,0.96855,0.05797,-0.19424,0.82101,142,3,2,171,49,65,65,97,38,103,63,74,106,17,6,128,"dict_values([142, 3, 2, 171, 49, 65, 65, 97, 38, 103, 63, 74, 106, 17, 6, 128])"
