timestamp,alice_file,bob_file,overlap_duration_sec,sync_common_markers,sync_first_counter,sync_last_counter,sync_skew_ppm_mean,sync_skew_ppm_std,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,contrast_HV,contrast_DA,total_contrast,total_coincidences,optimization_score,C_HH,accidental_HH,delay_HH_ps,alice_events_HH,bob_events_HH,C_HV,accidental_HV,delay_HV_ps,alice_events_HV,bob_events_HV,C_VH,accidental_VH,delay_VH_ps,alice_events_VH,bob_events_VH,C_VV,accidental_VV,delay_VV_ps,alice_events_VV,bob_events_VV,C_DD,accidental_DD,delay_DD_ps,alice_events_DD,bob_events_DD,C_DA,accidental_DA,delay_DA_ps,alice_events_DA,bob_events_DA,C_AD,accidental_AD,delay_AD_ps,alice_events_AD,bob_events_AD,C_AA,accidental_AA,delay_AA_ps,alice_events_AA,bob_events_AA
1781886298.186112,alice_20260619T162443.986615Z_exp_5.0s.bin,bob_20260619T162443.986615Z_exp_5.0s.bin,5.025790971071,4909,116133113,116138021,0.009358133243892435,0.04313362363411362,0.04920634920634921,0.17777777777777778,-0.07936507936507936,0.4753968253968254,0.4111111111111111,0.5396825396825397,1.432432432393718,0.8529411764455018,1.154929577448522,153,0.04920634920634921,24,3.9112029459138253,39700.00076293945,166763,294683,25,4.1902190694397845,35799.99923706055,166763,315705,12,4.9720355073730715,22100.000381469727,211994,294683,29,5.326728959102545,35000.0,211994,315705,21,2.794777579976987,35900.001525878906,118203,297073,26,3.232951229433545,38900.001525878906,118203,343649,8,0.9376926477695771,35000.0,39659,297073,8,1.084706926288715,19899.999618530273,39659,343649
1781886740.3887057,alice_20260619T163154.922948Z_exp_10.0s.bin,bob_20260619T163154.922948Z_exp_10.0s.bin,10.021886068279,9788,116553952,116563739,0.04103689382939506,0.04326314406368449,0.04475206611570248,0.23,-0.14049586776859505,0.47762396694214876,0.385,0.5702479338842975,1.5974025973818518,0.753623188394875,1.1986301369780916,321,0.04475206611570248,57,7.178035737972961,39700.00076293945,299166,601150,56,7.346623755247254,35599.998474121094,299166,615269,21,8.286054999451844,39799.99923706055,345346,601150,66,8.480666677963464,35400.001525878906,345346,615269,42,4.768638565475812,35700.00076293945,208079,574190,53,5.495490735054598,39200.00076293945,208079,661710,16,2.1063192437214537,34900.001525878906,91909,574190,10,2.427371613512815,38900.001525878906,91909,661710
1781886755.2591026,alice_20260619T163220.971826Z_exp_5.0s.bin,bob_20260619T163220.971826Z_exp_5.0s.bin,5.003263029839,4887,116579400,116584286,0.03813831658404133,0.04259561097189419,-0.06872852233676975,0.1958762886597938,-0.3333333333333333,0.5343642611683849,0.4020618556701031,0.6666666666666666,1.4871794871413544,0.49999999998437505,1.042253521112081,145,-0.06872852233676975,24,3.502894978632368,39599.998474121094,147860,296326,22,3.649440975440294,35900.001525878906,147860,308723,17,4.555943009203237,39500.0,192310,296326,34,4.746543987467354,35299.99923706055,192310,308723,12,2.448390056277771,35400.001525878906,106539,287452,27,2.8551206477065176,39099.998474121094,106539,335204,5,0.7849675626041152,29399.999618530273,34157,287452,4,0.9153676678372382,-54099.998474121094,34157,335204
1781886769.9464433,alice_20260619T163235.849151Z_exp_5.0s.bin,bob_20260619T163235.849151Z_exp_5.0s.bin,5.021695012574,4905,116593913,116598817,0.034232669658361026,0.042708195962480724,0.08666666666666666,0.3333333333333333,-0.16,0.45666666666666667,0.3333333333333333,0.58,1.9999999999285714,0.7241379310095125,1.3508771929587566,134,0.08666666666666666,21,3.4599513731707265,39599.998474121094,146171,297166,15,3.6029410247927482,35900.001525878906,146171,309447,13,4.527754606336708,40000.0,191282,297166,35,4.714873436621536,35400.001525878906,191282,309447,16,2.4700455996116144,35599.998474121094,107579,288249,23,2.877610964309246,39299.99923706055,107579,335811,6,0.8016587076514888,35200.00076293945,34915,288249,5,0.933934939150367,37700.00076293945,34915,335811
1781886784.6638641,alice_20260619T163250.523612Z_exp_5.0s.bin,bob_20260619T163250.523612Z_exp_5.0s.bin,5.022719007102,4906,116608248,116613153,0.039081626359433616,0.042730152031459294,-0.02226269985832828,0.13580246913580246,-0.18032786885245902,0.5111313499291641,0.43209876543209874,0.5901639344262295,1.3142857142481634,0.6944444444251544,0.9999999999859155,142,-0.02226269985832828,21,3.431807769382938,39700.00076293945,143944,299370,23,3.5391628141779115,35599.998474121094,143944,308735,12,4.271306568745969,-2500.0,179156,299370,25,4.4049231168847465,35299.99923706055,179156,308735,19,2.4308026778198104,35599.998474121094,106071,287761,29,2.8161852688154467,39200.00076293945,106071,333383,7,0.9268450707709404,35299.99923706055,40444,287761,6,1.0737882834325303,-17600.000381469727,40444,333383
1781886799.4802184,alice_20260619T163305.216998Z_exp_5.0s.bin,bob_20260619T163305.216998Z_exp_5.0s.bin,5.002239022918,4886,116622604,116627489,0.03997670407406133,0.04348332360770779,-0.025912215758857743,0.16129032258064516,-0.21311475409836064,0.5129561078794289,0.41935483870967744,0.6065573770491803,1.3846153845798819,0.6486486486311177,1.02631578946018,154,-0.025912215758857743,25,3.3684601279550277,39700.00076293945,141806,297058,21,3.4836004175256012,35400.001525878906,141806,307212,18,4.335699369949025,39799.99923706055,182525,297058,29,4.483901712260837,35099.998474121094,182525,307212,18,2.4739092135547596,35799.99923706055,107886,286763,27,2.8737800684330974,39099.998474121094,107886,333114,10,0.8751758248941565,35299.99923706055,38166,286763,6,1.0166350600802476,-7000.0,38166,333114
1781886814.3032339,alice_20260619T163320.018318Z_exp_5.0s.bin,bob_20260619T163320.018318Z_exp_5.0s.bin,5.002239002261,4886,116637057,116641942,0.03700503391591665,0.04273123202957279,-0.05747126436781609,0.19540229885057472,-0.3103448275862069,0.5287356321839081,0.40229885057471265,0.6551724137931034,1.4857142856718368,0.5263157894598338,0.9863013698495027,145,-0.05747126436781609,19,3.7097282693634406,39299.99923706055,155063,299184,21,3.8731535146646934,35599.998474121094,155063,312364,14,4.912412016157772,40099.998474121094,205334,299184,33,5.128819278487842,35400.001525878906,205334,312364,13,2.795706924455011,35400.001525878906,119707,292063,29,3.240942083229576,39500.0,119707,338576,9,0.919026148715022,35700.00076293945,39351,292063,7,1.0653872531862552,38900.001525878906,39351,338576
1781886829.1057703,alice_20260619T163334.876401Z_exp_5.0s.bin,bob_20260619T163334.876401Z_exp_5.0s.bin,5.002239024009,4886,116651569,116656454,0.042821629348699056,0.04381073279025876,0.008012820512820512,0.20833333333333334,-0.19230769230769232,0.49599358974358976,0.3958333333333333,0.5961538461538461,1.5263157894335182,0.6774193548168574,1.1449275362152909,148,0.008012820512820512,32,3.4397498417438763,39599.998474121094,144756,297163,22,3.5864319993293714,35400.001525878906,144756,309835,16,4.720614439546525,39599.998474121094,198659,297163,26,4.921916843203554,35599.998474121094,198659,309835,15,2.644550797454296,35599.998474121094,114336,289250,24,3.0797931162539913,39200.00076293945,114336,336855,7,0.7955440515536709,35599.998474121094,34395,289250,6,0.9264753378949414,14100.000381469727,34395,336855
1781886843.7717137,alice_20260619T163349.679770Z_exp_5.0s.bin,bob_20260619T163349.679770Z_exp_5.0s.bin,5.002239010699,4886,116666022,116670907,0.043721627279650864,0.04315183612418577,-0.010786516853932587,0.25842696629213485,-0.28,0.5053932584269663,0.3707865168539326,0.64,1.696969696918274,0.562499999982422,1.1384615384440235,139,-0.010786516853932587,24,3.445477823817861,39900.001525878906,145061,297032,21,3.5916338628308457,35599.998474121094,145061,309632,12,4.743449205775621,38200.00076293945,199708,297032,32,4.944664765017632,35200.00076293945,199708,309632,14,2.636739445794078,35299.99923706055,114074,289058,25,3.068147520814957,39099.998474121094,114074,336352,7,0.7859782957973056,35500.0,34004,289058,4,0.91457552376345,31500.0,34004,336352
1781886858.4046822,alice_20260619T163404.349987Z_exp_5.0s.bin,bob_20260619T163404.349987Z_exp_5.0s.bin,5.022719013734,4906,116680339,116685244,0.040077303149379885,0.04238088780172848,-0.05294117647058823,0.12941176470588237,-0.23529411764705882,0.5264705882352941,0.43529411764705883,0.6176470588235294,1.2972972972622354,0.6190476190328799,0.9367088607476366,153,-0.05294117647058823,20,3.4413776288771323,40200.00076293945,144425,299205,25,3.5535770866726115,35500.0,144425,308960,12,4.4477586858660585,-21799.999237060547,186660,299205,28,4.592769250464322,35299.99923706055,186660,308960,21,2.4895049761312826,35500.0,108402,288373,32,2.8865681265378123,39099.998474121094,108402,334367,10,0.8567275800684258,35599.998474121094,37305,288373,5,0.993371192048976,-11000.0,37305,334367
1781886873.3321621,alice_20260619T163418.985628Z_exp_5.0s.bin,bob_20260619T163418.985628Z_exp_5.0s.bin,5.021694991111,4905,116694636,116699540,0.03700225266605615,0.04315611789426085,0.05434782608695653,0.15217391304347827,-0.043478260869565216,0.47282608695652173,0.42391304347826086,0.5217391304347826,1.3589743589395136,0.9166666666412038,1.1466666666513776,161,0.05434782608695653,28,3.5312506489918816,39400.001525878906,147611,300331,27,3.6237497544975383,35400.001525878906,147611,308198,12,4.341655340954195,-29500.0,181487,300331,25,4.45538253717199,35099.998474121094,181487,308198,26,2.4416968397531598,35599.998474121094,106261,288475,26,2.8247082746978527,39299.99923706055,106261,333726,10,0.9194076279369047,35500.0,40012,288475,7,1.06362849481193,59900.001525878906,40012,333726
1781886888.155712,alice_20260619T163433.901063Z_exp_5.0s.bin,bob_20260619T163433.901063Z_exp_5.0s.bin,5.002239017466,4886,116709206,116714091,0.04117316874924118,0.04264594500517517,-0.04633970429138118,0.1276595744680851,-0.22033898305084745,0.5231698521456907,0.43617021276595747,0.6101694915254238,1.2926829267977396,0.638888888871142,0.9870129870001686,153,-0.04633970429138118,24,3.6390078306216656,39900.001525878906,150908,301561,28,3.6961461942628318,35500.0,150908,306296,13,4.146922731994583,-25500.0,171971,301561,29,4.212036188761188,35099.998474121094,171971,306296,17,2.3835025348388483,35700.00076293945,103905,286869,22,2.738939528511469,39200.00076293945,103905,329648,14,1.0534390732631196,35500.0,45923,286869,6,1.210531927894059,-56599.998474121094,45923,329648
1781886902.9265053,alice_20260619T163448.741168Z_exp_5.0s.bin,bob_20260619T163448.741168Z_exp_5.0s.bin,5.022718996832,4906,116723698,116728603,0.0364870165060187,0.042989438371882724,-0.019047619047619035,0.2,-0.23809523809523808,0.5095238095238095,0.4,0.6190476190476191,1.4999999999558824,0.6153846153688364,1.0273972602598986,148,-0.019047619047619035,23,3.6917975976947175,40000.0,153184,302624,22,3.7572955796856466,35599.998474121094,153184,307993,12,4.214559646548358,-7800.000190734863,174875,302624,28,4.28933220504444,35299.99923706055,174875,307993,19,2.393888227707709,35900.001525878906,103994,289051,30,2.7411726690432086,39200.00076293945,103994,330984,9,1.0425754535945329,35500.0,45291,289051,5,1.19382321435502,38599.998474121094,45291,330984
