datetime,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,CHSH_S_value,T_Ljubljana,T_Drnovo,T_delta,dT_Ljubljana_dt_C_per_h,dT_Drnovo_dt_C_per_h,dT_delta_dt_C_per_h
2026-07-01 09:41:01.330204010,0.5098979156867356,0.48828125,0.5315145813734713,0.2450510421566321,0.255859375,0.2342427093132643,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:41:55.149897099,,,,,,,1.9234886896335373,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:41:55.149897099,0.5193103448275862,0.5014778325123153,0.5371428571428571,0.2403448275862069,0.2492610837438423,0.2314285714285714,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:42:49.069514036,0.4886730347231186,0.452755905511811,0.5245901639344263,0.2556634826384407,0.2736220472440945,0.2377049180327868,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:42:49.069514036,,,,,,,1.8786122258043507,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:43:42.811942101,0.4666564218147048,0.4496124031007752,0.4837004405286343,0.2666717890926476,0.2751937984496124,0.2581497797356828,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:43:42.811942101,,,,,,,1.846718618441921,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:44:36.804755926,0.4969746857850947,0.4419047619047619,0.5520446096654275,0.2515126571074526,0.279047619047619,0.2239776951672862,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:44:36.804755926,,,,,,,1.821842341554392,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:45:30.823998928,,,,,,,1.6382362496728533,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:45:30.823998928,0.4751649122159589,0.4616822429906542,0.4886475814412636,0.2624175438920205,0.2691588785046729,0.2556762092793682,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:46:24.954257965,,,,,,,1.8065506014076125,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:46:24.954257965,0.4953433633601042,0.466789667896679,0.5238970588235294,0.2523283183199479,0.2666051660516605,0.2380514705882352,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:47:18.863940954,0.4283378495456137,0.4043392504930966,0.4523364485981308,0.2858310752271931,0.2978303747534517,0.2738317757009346,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:47:18.863940954,,,,,,,1.6077159631749698,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:48:12.787975073,0.510927382053654,0.5380434782608695,0.4838112858464385,0.2445363089731729,0.2309782608695652,0.2580943570767807,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:48:12.787975073,,,,,,,1.720116212807557,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:49:06.901238918,0.462532299741602,0.4806201550387597,0.4444444444444444,0.268733850129199,0.2596899224806202,0.2777777777777778,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:49:06.901238918,,,,,,,1.573335667992706,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:50:00.913395882,,,,,,,1.6674956600885067,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:50:00.913395882,0.471175789114348,0.4702108157653529,0.4721407624633431,0.264412105442826,0.2648945921173236,0.2639296187683284,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:50:54.808060884,,,,,,,1.638521548033919,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:50:54.808060884,0.4287558644433124,0.3996023856858847,0.45790934320074,0.2856220677783438,0.3001988071570576,0.2710453283996299,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:51:48.857840061,0.4367341375315204,0.4049751243781094,0.4684931506849315,0.2816329312342397,0.2975124378109453,0.2657534246575342,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:51:48.857840061,,,,,,,1.677598433818947,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:52:42.854988098,0.393195417809886,0.3644148430066603,0.4219759926131117,0.303402291095057,0.3177925784966698,0.2890120036934441,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:52:42.854988098,,,,,,,1.5954186199796248,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:53:36.723972082,0.3256126482213438,0.2312252964426877,0.42,0.337193675889328,0.3843873517786561,0.29,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:53:36.723972082,,,,,,,1.6369864630109503,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:54:30.791311979,0.2881522838701206,0.2118730808597748,0.3644314868804664,0.3559238580649396,0.3940634595701126,0.3177842565597668,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:54:30.791311979,,,,,,,1.633046287172431,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:55:24.956681013,,,,,,,1.6407111450038678,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:55:24.956681013,0.2317988623628174,0.1450381679389313,0.3185595567867036,0.3841005688185913,0.4274809160305343,0.3407202216066482,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:56:19.574413061,0.3063833171153823,0.3180987202925046,0.29466791393826,0.3468083414423089,0.3409506398537477,0.3526660430308699,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:56:19.574413061,,,,,,,1.889096415066524,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:57:17.284107924,0.2372616518957982,0.2032520325203252,0.2712712712712712,0.3813691740521009,0.3983739837398374,0.3643643643643643,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:57:17.284107924,,,,,,,1.7212063740969747,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:58:14.814213991,,,,,,,1.7059991685044595,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:58:14.814213991,0.1913297550302184,0.1355777979981801,0.2470817120622568,0.4043351224848908,0.4322111010009099,0.3764591439688716,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:59:13.172377110,0.2250007918659529,0.2095435684647303,0.2404580152671755,0.3874996040670235,0.3952282157676348,0.3797709923664122,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:59:13.172377110,,,,,,,1.8150461373839144,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:00:10.540879965,,,,,,,1.775698570638562,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:00:10.540879965,0.2242647728307384,0.2095238095238095,0.2390057361376673,0.3878676135846308,0.3952380952380952,0.3804971319311663,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:01:06.989583969,0.2358989186906794,0.2079601990049751,0.2638376383763837,0.3820505406546602,0.3960199004975124,0.3680811808118081,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:01:06.989583969,,,,,,,1.808206577737062,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:02:04.937834024,0.221061650284337,0.1836327345309381,0.2584905660377358,0.3894691748578315,0.4081836327345309,0.370754716981132,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:02:04.937834024,,,,,,,1.7476018026491178,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:03:02.851481915,,,,,,,1.7598392363700193,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:03:02.851481915,0.2469913760613651,0.1935176358436606,0.3004651162790697,0.3765043119693174,0.4032411820781696,0.3497674418604651,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:04:00.809998035,,,,,,,1.711982870647887,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:04:00.809998035,0.2320773048246764,0.1996142719382835,0.2645403377110694,0.3839613475876617,0.4001928640308582,0.3677298311444653,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:04:58.237730026,,,,,,,1.8314738326866136,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:04:58.237730026,0.2636674851389853,0.2312138728323699,0.2961210974456008,0.3681662574305073,0.384393063583815,0.3519394512771996,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:05:55.740103006,0.2096127490636392,0.1413390010626992,0.2778864970645792,0.3951936254681804,0.4293304994686504,0.3610567514677104,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:05:55.740103006,,,,,,,1.753500138215872,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:06:52.950042963,0.2475329900055817,0.2262487757100881,0.2688172043010752,0.3762335049972091,0.3868756121449559,0.3655913978494624,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:06:52.950042963,,,,,,,1.8279104736201504,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:07:50.295973063,0.3186910893013313,0.300796812749004,0.3365853658536585,0.3406544553493343,0.349601593625498,0.3317073170731707,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:07:50.295973063,,,,,,,1.973507112278254,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:08:47.564758062,0.2769866702571698,0.2514285714285714,0.3025447690857681,0.3615066648714151,0.3742857142857143,0.3487276154571159,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:08:47.564758062,,,,,,,1.9124626070249533,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:09:44.728828907,,,,,,,1.971534785504165,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:09:44.728828907,0.2917279231598549,0.2631578947368421,0.3202979515828678,0.3541360384200725,0.3684210526315789,0.3398510242085661,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:10:42.279025078,0.2558938365625549,0.240832507433102,0.2709551656920078,0.3720530817187225,0.379583746283449,0.3645224171539961,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:10:42.279025078,,,,,,,1.8545048566043585,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:11:39.722557068,0.2136798849850673,0.2092130518234165,0.2181467181467181,0.3931600575074663,0.3953934740882917,0.3909266409266409,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:11:39.722557068,,,,,,,1.8759125451278036,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:12:37.757735014,0.1769309361906724,0.197463768115942,0.1563981042654028,0.4115345319046638,0.401268115942029,0.4218009478672986,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:12:37.757735014,,,,,,,1.8331815968593652,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:13:35.215159893,,,,,,,1.8517462718557405,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:13:35.215159893,0.2176522935330867,0.1984877126654064,0.236816874400767,0.3911738532334566,0.4007561436672968,0.3815915627996165,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:14:32.221102953,,,,,,,2.0383952380435626,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:14:32.221102953,0.2791637461584084,0.3117647058823529,0.2465627864344638,0.3604181269207958,0.3441176470588235,0.3767186067827681,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:15:29.460705996,0.2605972304494984,0.2920892494929006,0.2291052114060963,0.3697013847752507,0.3539553752535497,0.3854473942969518,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:15:29.460705996,,,,,,,1.8970114543630487,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:16:26.997936964,0.286379270597999,0.3326829268292683,0.2400756143667296,0.3568103647010005,0.3336585365853659,0.3799621928166352,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:16:26.997936964,,,,,,,1.9382687488662576,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:17:24.354458094,,,,,,,1.8504442589275585,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:17:24.354458094,0.2920205484361113,0.3314393939393939,0.2526017029328287,0.3539897257819443,0.334280303030303,0.3736991485335856,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:18:21.247474909,,,,,,,1.8578844064780704,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:18:21.247474909,0.3161953004080484,0.3275362318840579,0.3048543689320388,0.3419023497959758,0.336231884057971,0.3475728155339805,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:19:18.650470972,,,,,,,1.7422074897892212,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:19:18.650470972,0.2826547546918453,0.3630831643002028,0.2022263450834879,0.3586726226540773,0.3184584178498986,0.398886827458256,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:20:16.032205104,0.3015214740782718,0.3657548125633232,0.2372881355932203,0.3492392629608641,0.3171225937183384,0.3813559322033898,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:20:16.032205104,,,,,,,1.7755039325056567,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:21:13.166695118,0.287316883969329,0.4049586776859504,0.1696750902527075,0.3563415580153355,0.2975206611570248,0.4151624548736462,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:21:13.166695118,,,,,,,1.6988627893553618,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:22:10.571966887,,,,,,,1.776307387056393,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:22:10.571966887,0.3000581648974844,0.3846153846153846,0.2155009451795841,0.3499709175512578,0.3076923076923077,0.3922495274102079,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:23:08.113533020,,,,,,,1.7393956040482494,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:23:08.113533020,0.2945446080343656,0.4169215086646279,0.1721677074041034,0.3527276959828171,0.291539245667686,0.4139161462979482,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:24:05.458312988,,,,,,,1.630832373191293,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:24:05.458312988,0.2870540315375252,0.4573947110675808,0.1167133520074696,0.3564729842312374,0.2713026444662096,0.4416433239962651,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:25:02.772761106,0.3024307518371961,0.4361054766734279,0.1687560270009643,0.3487846240814019,0.281947261663286,0.4156219864995178,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:25:02.772761106,,,,,,,1.6348031044988511,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:26:00.095974922,0.3110501282764589,0.4638971315529179,0.158203125,0.3444749358617705,0.268051434223541,0.4208984375,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:26:00.095974922,,,,,,,1.5405497863151705,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:26:57.276221037,0.3588694009957801,0.5105315947843531,0.2072072072072072,0.3205652995021099,0.2447342026078234,0.3963963963963964,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:26:57.276221037,,,,,,,1.671202051631795,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:27:54.703183889,,,,,,,1.5667192384855548,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:27:54.703183889,0.3692686623721106,0.5231527093596059,0.2153846153846154,0.3153656688139447,0.238423645320197,0.3923076923076923,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:28:52.205063105,,,,,,,1.507343442255853,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:28:52.205063105,0.3457504419593035,0.4708603145235893,0.2206405693950178,0.3271247790203482,0.2645698427382054,0.3896797153024911,,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:29:49.129075050,0.4171691980905196,0.528023598820059,0.3063147973609802,0.2914154009547401,0.2359882005899705,0.3468426013195099,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 10:29:49.129075050,,,,,,,1.6389910728216677,27.1,30.0,-2.8999999999999986,,,
2026-07-01 10:30:46.642091036,0.3885551395507147,0.4903846153846153,0.2867256637168142,0.3057224302246426,0.2548076923076923,0.3566371681415929,,29.1,28.8,0.3000000000000007,125.18905288765673,-75.11343173259398,200.3024846202507
2026-07-01 10:30:46.642091036,,,,,,,1.461701394834662,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:31:43.397252083,,,,,,,1.511979658660095,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:31:43.397252083,0.4312366036259669,0.5381750465549349,0.324298160696999,0.2843816981870165,0.2309124767225326,0.3378509196515005,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:32:40.413579941,,,,,,,1.4804052898070632,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:32:40.413579941,0.4492080336438313,0.5676767676767677,0.3307392996108949,0.2753959831780843,0.2161616161616161,0.3346303501945525,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:33:37.387007952,0.466881438540782,0.5733855185909981,0.360377358490566,0.266559280729609,0.2133072407045009,0.3198113207547169,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:33:37.387007952,,,,,,,1.4160025526914055,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:34:34.508457899,0.457749369166692,0.5926640926640927,0.3228346456692913,0.271125315416654,0.2036679536679536,0.3385826771653543,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:34:34.508457899,,,,,,,1.3663926793994916,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:35:32.046017885,0.5020725149224771,0.6094339622641509,0.3947110675808031,0.2489637425387615,0.1952830188679245,0.3026444662095984,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:35:32.046017885,,,,,,,1.434377587984489,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:36:29.645153999,0.4799164750598282,0.6138613861386139,0.3459715639810427,0.2600417624700858,0.193069306930693,0.3270142180094786,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:36:29.645153999,,,,,,,1.214915456310222,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:37:27.061939001,0.4830258436662579,0.5824390243902439,0.3836126629422718,0.258487078166871,0.208780487804878,0.308193668528864,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:37:27.061939001,,,,,,,1.189770484802104,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:38:24.498923063,,,,,,,1.1894505822550194,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:38:24.498923063,0.4778638017302385,0.5334608030592735,0.4222668004012036,0.2610680991348807,0.2332695984703633,0.2888665997993982,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:39:21.829075098,0.4866688745664826,0.5973534971644613,0.3759842519685039,0.2566655627167587,0.2013232514177693,0.312007874015748,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:39:21.829075098,,,,,,,1.1206710824662984,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:40:19.024887085,0.4491786513263023,0.610738255033557,0.2876190476190476,0.2754106743368488,0.1946308724832214,0.3561904761904761,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:40:19.024887085,,,,,,,1.023401955658158,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:41:16.227590084,0.4590909787808168,0.5987903225806451,0.3193916349809886,0.2704545106095916,0.2006048387096774,0.3403041825095057,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:41:16.227590084,,,,,,,1.070078090571161,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:42:13.413566113,,,,,,,1.042347658124207,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:42:13.413566113,0.4557047216349542,0.5553488372093023,0.3560606060606061,0.2721476391825229,0.2223255813953488,0.3219696969696969,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:43:10.775563955,,,,,,,1.0434127323634994,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:43:10.775563955,0.488771900399286,0.5843660629170638,0.393177737881508,0.255614049800357,0.207816968541468,0.3034111310592459,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:44:08.019551039,0.4725602869167226,0.6003861003861004,0.3447344734473447,0.2637198565416387,0.1998069498069498,0.3276327632763276,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:44:08.019551039,,,,,,,0.9280893668644202,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:45:05.191518068,0.4590961669844198,0.5455381784728611,0.3726541554959786,0.2704519165077901,0.2272309107635694,0.3136729222520107,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:45:05.191518068,,,,,,,0.8253265749719283,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:46:02.076173067,0.4515574077042261,0.5843137254901961,0.3188010899182561,0.2742212961478869,0.2078431372549019,0.3405994550408719,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:46:02.076173067,,,,,,,0.7788838134526388,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:46:59.677310944,,,,,,,0.7619268240509955,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:46:59.677310944,0.4422724546156517,0.53987167736022,0.3446732318710833,0.2788637726921742,0.23006416131989,0.3276633840644584,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:47:56.995462894,,,,,,,0.6535855990202876,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:47:56.995462894,0.4333746634942975,0.5257531584062196,0.3409961685823754,0.2833126682528512,0.2371234207968902,0.3295019157088122,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:48:54.628319979,0.4223773579443682,0.5107778819119025,0.333976833976834,0.2888113210278158,0.2446110590440487,0.333011583011583,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:48:54.628319979,,,,,,,0.7006649347021812,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:49:51.814423084,0.4069582393828149,0.472168905950096,0.341747572815534,0.2965208803085924,0.263915547024952,0.329126213592233,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:49:51.814423084,,,,,,,0.6985647668775687,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:50:49.059535980,0.4305448825974609,0.4917874396135265,0.3693023255813953,0.2847275587012695,0.2541062801932367,0.3153488372093023,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:50:49.059535980,,,,,,,0.6048812576955367,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:51:46.588728905,0.4118127883981543,0.4614634146341463,0.3621621621621622,0.2940936058009229,0.2692682926829268,0.3189189189189189,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:51:46.588728905,,,,,,,0.5222947357584988,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:52:44.255769968,,,,,,,0.4069126420636926,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:52:44.255769968,0.3677123839551585,0.4026974951830443,0.3327272727272727,0.3161438080224207,0.2986512524084778,0.3336363636363636,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:53:41.642961025,0.3739705557725289,0.3941236068895643,0.3538175046554935,0.3130147221137355,0.3029381965552178,0.3230912476722533,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:53:41.642961025,,,,,,,0.4503358337315806,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:54:38.632961988,0.3986412292566575,0.4089147286821705,0.3883677298311445,0.3006793853716712,0.2955426356589147,0.3058161350844278,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:54:38.632961988,,,,,,,0.3257632461005804,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:55:35.830348969,0.3608742463393626,0.3643410852713178,0.3574074074074074,0.3195628768303187,0.3178294573643411,0.3212962962962963,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:55:35.830348969,,,,,,,0.3872589346827839,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:56:33.003829002,0.3612578482421311,0.3536345776031434,0.3688811188811189,0.3193710758789344,0.3231827111984283,0.3155594405594406,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:56:33.003829002,,,,,,,0.3087087133185319,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:57:30.079238892,,,,,,,0.1720004471803053,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:57:30.079238892,0.287765435149993,0.3175803402646502,0.2579505300353357,0.3561172824250035,0.3412098298676748,0.3710247349823322,,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:58:27.515868902,0.3915651895107503,0.3460381143430291,0.4370922646784715,0.3042174052446248,0.3269809428284854,0.2814538676607642,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:58:27.515868902,,,,,,,0.1808681251463436,29.1,28.8,0.3000000000000007,,,
2026-07-01 10:59:25.215383053,0.3702165391978641,0.4136229022704837,0.3268101761252446,0.3148917304010679,0.2931885488647581,0.3365949119373776,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 10:59:25.215383053,,,,,,,0.2721463784539042,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:00:22.164685965,,,,,,,0.2925936380640213,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:00:22.164685965,0.3608000858000858,0.3938223938223938,0.3277777777777778,0.3195999570999571,0.3030888030888031,0.3361111111111111,,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:01:19.360632896,,,,,,,0.3669488911391947,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:01:19.360632896,0.3672189027702335,0.4201520912547528,0.3142857142857143,0.3163905486148832,0.2899239543726236,0.3428571428571428,,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:02:18.711355925,,,,,,,0.1892509443575683,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:02:18.711355925,0.3405160375534406,0.4382022471910112,0.24282982791587,0.3297419812232797,0.2808988764044944,0.378585086042065,,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:03:12.441258907,0.3363458031262993,0.3399778516057586,0.3327137546468401,0.3318270984368503,0.3300110741971207,0.3336431226765799,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:03:12.441258907,,,,,,,0.0833736371832881,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:04:06.111028910,0.3653477494057204,0.4202898550724637,0.310405643738977,0.3173261252971397,0.2898550724637681,0.3447971781305115,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:04:06.111028910,,,,,,,0.1260231844826637,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:04:59.901504993,0.3226575557285814,0.3927522037218413,0.2525629077353215,0.3386712221357092,0.3036238981390793,0.3737185461323392,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:04:59.901504993,,,,,,,0.1362821559777868,29.1,28.8,0.3000000000000007,,,
2026-07-01 11:05:53.920983076,0.3401204159824849,0.3852216748768473,0.2950191570881226,0.3299397920087575,0.3073891625615763,0.3524904214559387,,29.1,28.8,0.3000000000000007,0.0,0.0,0.0
2026-07-01 11:05:53.920983076,,,,,,,0.1500389184965812,29.1,28.8,0.3000000000000007,,,
