datetime,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,CHSH_S_value,T_Ljubljana,T_Drnovo,T_delta,dT_Ljubljana_dt_C_per_h,dT_Drnovo_dt_C_per_h,dT_delta_dt_C_per_h
2026-07-01 09:31:23.770949841,,,,,,,1.0917396844986555,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:32:02.899137497,,,,,,,1.9806647426676025,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:32:41.144995213,,,,,,,1.7703655085683334,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:33:19.838154078,,,,,,,1.9562406615404948,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:33:58.384316921,,,,,,,1.8100421889267184,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:34:36.922559977,,,,,,,1.926677261854253,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:35:15.203229904,,,,,,,2.026741040157289,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:35:53.624701023,,,,,,,1.7117853856800185,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:36:32.147020578,,,,,,,1.7977413178858028,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:37:10.401915073,,,,,,,2.0541032259986647,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:37:49.052054644,,,,,,,2.1274598945875414,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:38:17.212080002,0.4994015939664625,0.4802158273381295,0.5185873605947955,0.2502992030167687,0.2598920863309352,0.2407063197026022,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:38:17.212080002,,,,,,,1.9133104313526352,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:39:13.049166918,0.4899244214571153,0.4109311740890688,0.5689176688251619,0.2550377892714423,0.2945344129554655,0.215541165587419,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:39:13.049166918,,,,,,,1.9033998095131928,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:40:07.525994062,0.5207572179647122,0.5221774193548387,0.5193370165745856,0.2396213910176439,0.2389112903225806,0.2403314917127071,,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
2026-07-01 09:40:07.525994062,,,,,,,1.8707392427026848,27.1,30.0,-2.8999999999999986,,,
2026-07-01 09:41:01.330204010,,,,,,,1.9183276662110385,27.1,30.0,-2.8999999999999986,0.0,0.0,0.0
