timestamp,record_id,epc,dac,swept_voltage,voltages,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,total_coincidences,sync_markers,C_HH,C_HV,C_VH,C_VV,C_DD,C_DA,C_AD,C_AA,delay_HH_ps,delay_HV_ps,delay_VH_ps,delay_VV_ps,delay_DD_ps,delay_DA_ps,delay_AD_ps,delay_AA_ps
1782147563.6464944,20260622T165859.030345Z,Alice,1,15.0,"[0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2464760097587422,0.46774193548387094,0.025210084033613446,0.3767619951206289,0.2661290322580645,0.48739495798319327,610,9784,186,36,63,87,80,54,62,42,35599.998474121094,36000.0,35299.99923706055,35599.998474121094,39400.001525878906,39099.998474121094,39000.0,38599.998474121094
1782147590.1036923,20260622T165925.449751Z,Alice,1,30.0,"[0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.34648718421537894,0.41711229946524064,0.27586206896551724,0.32675640789231053,0.2914438502673797,0.3620689655172414,606,9783,135,83,26,130,89,32,52,59,35700.00076293945,35900.001525878906,35099.998474121094,35599.998474121094,39299.99923706055,39200.00076293945,39099.998474121094,39000.0
1782147616.588495,20260622T165951.936379Z,Alice,1,45.0,"[0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11106379060291444,-0.09192200557103064,0.3140495867768595,0.4444681046985428,0.5459610027855153,0.34297520661157027,601,9783,55,174,22,108,64,58,25,95,35500.0,36000.0,-12899.999618530273,35700.00076293945,39400.001525878906,39200.00076293945,38900.001525878906,38799.99923706055
1782147643.0211878,20260622T170018.443703Z,Alice,1,60.0,"[0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.24285714285714283,-0.5714285714285714,0.08571428571428572,0.6214285714285714,0.7857142857142857,0.45714285714285713,609,9783,29,202,84,49,49,79,33,84,24700.000762939453,36099.998474121094,35500.0,35799.99923706055,39299.99923706055,39200.00076293945,39200.00076293945,38900.001525878906
1782147669.7534616,20260622T170044.878591Z,Alice,1,75.0,"[0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.3103601289177449,-0.5063291139240507,-0.11439114391143912,0.6551800644588724,0.7531645569620253,0.5571955719557196,587,9784,55,135,103,23,49,94,57,71,35500.0,35900.001525878906,35299.99923706055,63099.998474121094,39299.99923706055,39099.998474121094,39200.00076293945,38799.99923706055
1782147696.0800753,20260622T170111.602818Z,Alice,1,90.0,"[0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.013863437176320617,0.1411042944785276,-0.16883116883116883,0.5069317185881603,0.4294478527607362,0.5844155844155844,557,9784,135,43,97,51,50,67,68,46,35700.00076293945,35799.99923706055,35200.00076293945,35700.00076293945,39500.0,39200.00076293945,39200.00076293945,38799.99923706055
1782147722.5313537,20260622T170137.957357Z,Alice,1,105.0,"[0.0, 105.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.22661369961396893,0.4574468085106383,-0.004219409282700422,0.38669315019301553,0.2712765957446808,0.5021097046413502,613,9783,164,54,48,110,64,45,74,54,35700.00076293945,35700.00076293945,35400.001525878906,35700.00076293945,39299.99923706055,39200.00076293945,39099.998474121094,38700.00076293945
1782147748.952591,20260622T170204.353292Z,Alice,1,120.0,"[0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.24740550928891736,0.2571428571428571,0.23766816143497757,0.3762972453555413,0.37142857142857144,0.3811659192825112,608,9782,109,122,21,133,62,48,37,76,35599.998474121094,36000.0,32599.998474121094,35700.00076293945,39400.001525878906,39200.00076293945,39200.00076293945,38900.001525878906
1782147775.3684416,20260622T170230.800165Z,Alice,2,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.178319209039548,-0.23163841807909605,-0.125,0.589159604519774,0.615819209039548,0.5625,578,9784,106,104,114,30,41,76,50,57,35599.998474121094,36099.998474121094,35400.001525878906,35500.0,39299.99923706055,39200.00076293945,39099.998474121094,38900.001525878906
1782147801.8370473,20260622T170257.224918Z,Alice,2,15.0,"[0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.3444254008831048,-0.5830815709969789,-0.10576923076923077,0.6722127004415523,0.7915407854984894,0.5528846153846154,539,9783,48,162,100,21,28,78,37,65,35599.998474121094,36000.0,35299.99923706055,35500.0,39700.00076293945,39000.0,39299.99923706055,38900.001525878906
1782147828.292434,20260622T170323.701720Z,Alice,2,30.0,"[0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.10970464135021096,-0.3333333333333333,0.11392405063291139,0.5548523206751055,0.6666666666666666,0.4430379746835443,594,9784,35,180,58,84,37,87,18,95,-61500.0,36000.0,35299.99923706055,35599.998474121094,39099.998474121094,39099.998474121094,46700.00076293945,38799.99923706055
1782147854.7446666,20260622T170350.146510Z,Alice,2,45.0,"[0.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.20990448477010332,0.10703363914373089,0.31277533039647576,0.39504775761494837,0.44648318042813456,0.3436123348017621,554,9783,78,128,18,103,58,49,29,91,35599.998474121094,36000.0,-65900.0015258789,35700.00076293945,39500.0,39200.00076293945,39000.0,38799.99923706055
1782147881.1317244,20260622T170416.567467Z,Alice,2,60.0,"[0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.347455066297608,0.4123989218328841,0.2825112107623318,0.32627246685119604,0.29380053908355797,0.35874439461883406,594,9785,169,72,37,93,69,39,41,74,35599.998474121094,36000.0,35200.00076293945,35799.99923706055,39400.001525878906,39299.99923706055,39099.998474121094,38799.99923706055
1782147907.5915976,20260622T170442.971091Z,Alice,2,75.0,"[0.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.038088194508643806,0.17962466487935658,-0.10344827586206896,0.4809559027456781,0.4101876675603217,0.5517241379310345,576,9784,170,67,86,50,47,50,62,44,35700.00076293945,35900.001525878906,35299.99923706055,35700.00076293945,39400.001525878906,39000.0,39099.998474121094,38700.00076293945
1782147934.008971,20260622T170509.417532Z,Alice,2,90.0,"[0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.28594404200172796,-0.3133514986376022,-0.25853658536585367,0.642972021000864,0.6566757493188011,0.6292682926829268,572,9783,97,121,120,29,25,95,34,51,35599.998474121094,35900.001525878906,35400.001525878906,35799.99923706055,39500.0,39000.0,39000.0,38900.001525878906
1782147960.361547,20260622T170535.843983Z,Alice,2,105.0,"[0.0, 0.0, 105.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.3302357404988493,-0.518840579710145,-0.14163090128755365,0.6651178702494247,0.7594202898550725,0.5708154506437768,578,9785,28,163,99,55,37,88,45,63,-9699.999809265137,36099.998474121094,35400.001525878906,35700.00076293945,39400.001525878906,39299.99923706055,39200.00076293945,38700.00076293945
1782147987.153274,20260622T170602.571600Z,Alice,2,120.0,"[0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.037063474632110696,-0.22929936305732485,0.15517241379310345,0.5185317373160554,0.6146496815286624,0.4224137931034483,546,9783,38,164,29,83,46,77,21,88,35599.998474121094,36099.998474121094,35500.0,35599.998474121094,39400.001525878906,39200.00076293945,39200.00076293945,38700.00076293945
1782148013.5948026,20260622T170628.989728Z,Alice,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.1855065666041276,-0.1402439024390244,-0.23076923076923078,0.5927532833020638,0.5701219512195121,0.6153846153846154,588,9783,116,68,119,25,50,80,80,50,35599.998474121094,36000.0,35400.001525878906,35500.0,39299.99923706055,38900.001525878906,39299.99923706055,38700.00076293945
1782148039.9737146,20260622T170655.501716Z,Alice,3,15.0,"[0.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0]",-0.04324260633910687,-0.2845528455284553,0.19806763285024154,0.5216213031695535,0.6422764227642277,0.40096618357487923,576,9783,107,134,103,25,63,27,56,61,35500.0,36000.0,35400.001525878906,35500.0,39400.001525878906,39200.00076293945,39000.0,38799.99923706055
1782148066.4051018,20260622T170721.858412Z,Alice,3,30.0,"[0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0]",-0.06842105263157897,-0.4,0.2631578947368421,0.5342105263157895,0.7,0.3684210526315789,620,9783,109,174,127,20,70,18,52,50,35500.0,36000.0,35400.001525878906,-9399.999618530273,39400.001525878906,38400.001525878906,39299.99923706055,38700.00076293945
1782148092.8655558,20260622T170748.258925Z,Alice,3,45.0,"[0.0, 0.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0]",-0.19639830508474576,-0.325,-0.06779661016949153,0.5981991525423729,0.6625,0.5338983050847458,556,9784,87,112,100,21,65,69,57,45,35799.99923706055,35900.001525878906,35200.00076293945,36099.998474121094,39400.001525878906,39000.0,39099.998474121094,38799.99923706055
1782148119.2509153,20260622T170814.723954Z,Alice,3,60.0,"[0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",-0.32545925346882937,-0.1362126245847176,-0.5147058823529411,0.6627296267344147,0.5681063122923588,0.7573529411764706,573,9784,97,54,117,33,37,124,82,29,35599.998474121094,36000.0,35299.99923706055,35700.00076293945,39200.00076293945,39200.00076293945,39099.998474121094,39000.0
1782148145.6516097,20260622T170841.096625Z,Alice,3,75.0,"[0.0, 0.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0]",-0.2218803418803419,-0.021538461538461538,-0.4222222222222222,0.610940170940171,0.5107692307692308,0.7111111111111111,550,9764,116,46,120,43,31,95,65,34,35500.0,36099.998474121094,35299.99923706055,35500.0,39299.99923706055,39099.998474121094,38900.001525878906,38599.998474121094
1782148171.996196,20260622T170907.556808Z,Alice,3,90.0,"[0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0]",-0.08996549578596075,-0.24096385542168675,0.06103286384976526,0.5449827478929804,0.6204819277108434,0.4694835680751174,545,9765,96,100,106,30,47,46,54,66,35599.998474121094,36000.0,35400.001525878906,35700.00076293945,39400.001525878906,39000.0,39099.998474121094,38799.99923706055
1782148198.4004126,20260622T170933.879338Z,Alice,3,105.0,"[0.0, 0.0, 0.0, 105.0, 0.0, 0.0, 0.0, 0.0]",0.007281553398058249,-0.2961165048543689,0.3106796116504854,0.49635922330097093,0.6480582524271845,0.3446601941747573,618,9783,121,173,94,24,70,18,53,65,35799.99923706055,35900.001525878906,35200.00076293945,35500.0,39099.998474121094,17500.0,38799.99923706055,38599.998474121094
1782148224.7081912,20260622T171000.273408Z,Alice,3,120.0,"[0.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0]",-0.03254405286343612,-0.325,0.2599118942731278,0.516272026431718,0.6625,0.3700440528634361,627,9784,111,138,127,24,79,33,51,64,35700.00076293945,36000.0,35299.99923706055,-69000.0,39400.001525878906,39400.001525878906,39099.998474121094,38700.00076293945
1782148251.034319,20260622T171026.518492Z,Bob,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.2288413948256468,-0.2057142857142857,-0.25196850393700787,0.6144206974128235,0.6028571428571429,0.6259842519685039,604,9784,117,91,120,22,51,76,83,44,35799.99923706055,36200.00076293945,35400.001525878906,-32500.0,39400.001525878906,39000.0,39099.998474121094,38900.001525878906
1782148277.513611,20260622T171052.881584Z,Bob,0,15.0,"[0.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0]",-0.18217648090754926,-0.23782234957020057,-0.12653061224489795,0.5910882404537746,0.6189111747851003,0.563265306122449,594,9784,109,102,114,24,43,65,73,64,35700.00076293945,36000.0,35400.001525878906,35599.998474121094,39200.00076293945,39299.99923706055,39099.998474121094,38900.001525878906
1782148303.9386513,20260622T171119.389120Z,Bob,0,30.0,"[0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0]",-0.1923076923076923,-0.24175824175824176,-0.14285714285714285,0.5961538461538461,0.6208791208791209,0.5714285714285714,609,9784,115,105,121,23,50,74,66,55,35700.00076293945,36099.998474121094,35299.99923706055,36400.001525878906,39299.99923706055,38900.001525878906,39099.998474121094,38799.99923706055
1782148330.4215732,20260622T171145.784313Z,Bob,0,45.0,"[0.0, 0.0, 0.0, 0.0, 45.0, 0.0, 0.0, 0.0]",-0.20000481069899456,-0.21301775147928995,-0.18699186991869918,0.6000024053494972,0.606508875739645,0.5934959349593496,584,9784,110,85,120,23,60,68,78,40,35700.00076293945,36000.0,35400.001525878906,-47500.0,39400.001525878906,39299.99923706055,39000.0,38799.99923706055
1782148356.8046029,20260622T171212.267164Z,Bob,0,60.0,"[0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0]",-0.16432552954292085,-0.16923076923076924,-0.15942028985507245,0.5821627647714605,0.5846153846153846,0.5797101449275363,532,9783,110,73,117,25,38,59,61,49,35500.0,36200.00076293945,35299.99923706055,35200.00076293945,39099.998474121094,38900.001525878906,39200.00076293945,38900.001525878906
1782148383.0948756,20260622T171238.676674Z,Bob,0,75.0,"[0.0, 0.0, 0.0, 0.0, 75.0, 0.0, 0.0, 0.0]",-0.23632610939112486,-0.1393188854489164,-0.3333333333333333,0.6181630546955624,0.5696594427244582,0.6666666666666666,551,9783,108,84,100,31,40,88,64,36,35599.998474121094,36099.998474121094,35599.998474121094,35200.00076293945,39200.00076293945,39299.99923706055,39099.998474121094,39000.0
1782148409.5610816,20260622T171304.978504Z,Bob,0,90.0,"[0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0]",-0.24327731092436977,-0.20714285714285716,-0.27941176470588236,0.6216386554621849,0.6035714285714285,0.6397058823529411,552,9764,89,68,101,22,44,93,81,54,35599.998474121094,36000.0,35500.0,-8000.0,39200.00076293945,39200.00076293945,39200.00076293945,38799.99923706055
1782148436.0049727,20260622T171331.427611Z,Bob,0,105.0,"[0.0, 0.0, 0.0, 0.0, 105.0, 0.0, 0.0, 0.0]",-0.1882296166927107,-0.1511627906976744,-0.22529644268774704,0.5941148083463554,0.5755813953488372,0.6126482213438735,597,9783,118,85,113,28,50,81,74,48,35799.99923706055,36099.998474121094,35400.001525878906,35700.00076293945,39099.998474121094,39200.00076293945,39099.998474121094,38900.001525878906
1782148462.447555,20260622T171357.857127Z,Bob,0,120.0,"[0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0]",-0.24650205761316873,-0.26666666666666666,-0.22633744855967078,0.6232510288065843,0.6333333333333333,0.6131687242798354,573,9765,98,102,107,23,37,89,60,57,35799.99923706055,35900.001525878906,35400.001525878906,-44099.998474121094,39299.99923706055,39000.0,39299.99923706055,38799.99923706055
1782148488.8847444,20260622T171424.304241Z,Bob,1,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.16077573120129543,-0.20121951219512196,-0.12033195020746888,0.5803878656006477,0.600609756097561,0.5601659751037344,569,9784,110,83,114,21,47,83,52,59,35500.0,35900.001525878906,35400.001525878906,35599.998474121094,39400.001525878906,39099.998474121094,39099.998474121094,38799.99923706055
1782148515.2928965,20260622T171450.725541Z,Bob,1,15.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0]",-0.2817376473283609,-0.34355828220858897,-0.21991701244813278,0.6408688236641804,0.6717791411042945,0.6099585062240664,567,9783,84,92,127,23,36,79,68,58,35700.00076293945,36000.0,35400.001525878906,35400.001525878906,39599.998474121094,39099.998474121094,39099.998474121094,38700.00076293945
1782148541.7547235,20260622T171517.175729Z,Bob,1,30.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0]",-0.21566700516482679,-0.2478134110787172,-0.18352059925093633,0.6078335025824133,0.6239067055393586,0.5917602996254682,610,9783,104,88,126,25,49,82,76,60,35599.998474121094,36000.0,35400.001525878906,-26299.999237060547,39299.99923706055,39299.99923706055,39099.998474121094,38799.99923706055
1782148568.223166,20260622T171543.594719Z,Bob,1,45.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 0.0, 0.0]",-0.19460099264260833,-0.18272425249169436,-0.20647773279352227,0.5973004963213042,0.5913621262458472,0.6032388663967612,548,9784,93,75,103,30,46,94,55,52,35599.998474121094,36099.998474121094,35299.99923706055,35700.00076293945,39599.998474121094,39200.00076293945,39200.00076293945,38799.99923706055
1782148594.6027656,20260622T171610.054370Z,Bob,1,60.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",-0.20525345622119817,-0.24,-0.17050691244239632,0.602626728110599,0.62,0.5852534562211982,567,9783,108,96,121,25,36,69,58,54,35500.0,36000.0,35400.001525878906,-18299.999237060547,39500.0,39099.998474121094,39200.00076293945,38900.001525878906
1782148620.9857633,20260622T171636.431493Z,Bob,1,75.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 0.0, 0.0]",-0.2686202686202686,-0.34065934065934067,-0.19658119658119658,0.6343101343101343,0.6703296703296703,0.5982905982905983,598,9783,98,105,139,22,36,92,48,58,35799.99923706055,35900.001525878906,35400.001525878906,-55299.99923706055,39200.00076293945,39299.99923706055,39099.998474121094,38799.99923706055
1782148647.2988374,20260622T171702.797009Z,Bob,1,90.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0]",-0.19462081128747796,-0.2654320987654321,-0.12380952380952381,0.597310405643739,0.6327160493827161,0.5619047619047619,534,9784,92,93,112,27,29,81,37,63,35700.00076293945,36000.0,35400.001525878906,35700.00076293945,39500.0,39000.0,39099.998474121094,38900.001525878906
1782148673.7549758,20260622T171729.122682Z,Bob,1,105.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 105.0, 0.0, 0.0]",-0.20999144201968334,-0.23577235772357724,-0.18421052631578946,0.6049957210098417,0.6178861788617886,0.5921052631578947,597,9785,113,105,123,28,32,81,54,61,35700.00076293945,36099.998474121094,35299.99923706055,36099.998474121094,39099.998474121094,39099.998474121094,39099.998474121094,38799.99923706055
1782148700.132554,20260622T171755.574388Z,Bob,1,120.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0]",-0.20938025819040482,-0.3426183844011142,-0.07614213197969544,0.6046901290952024,0.6713091922005571,0.5380710659898477,556,9785,96,114,127,22,25,72,34,66,35799.99923706055,36000.0,35299.99923706055,35700.00076293945,39299.99923706055,39099.998474121094,39000.0,38799.99923706055
1782148726.4283602,20260622T171821.929554Z,Bob,2,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.249535128142938,-0.24561403508771928,-0.2534562211981567,0.6247675640714689,0.6228070175438597,0.6267281105990783,559,9785,107,111,102,22,21,90,46,60,35599.998474121094,36200.00076293945,35500.0,-2000.0,-51599.998474121094,39200.00076293945,39299.99923706055,39000.0
1782148752.9462748,20260622T171848.275817Z,Bob,2,15.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0]",-0.1876271876271876,-0.27635327635327633,-0.0989010989010989,0.5938135938135938,0.6381766381766382,0.5494505494505495,533,9784,99,125,99,28,26,69,31,56,35599.998474121094,36000.0,35400.001525878906,35900.001525878906,39500.0,39000.0,39000.0,39000.0
1782148779.2729268,20260622T171914.796130Z,Bob,2,30.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0]",-0.17884918549658435,-0.18497109826589594,-0.17272727272727273,0.5894245927482922,0.5924855491329479,0.5863636363636363,566,9785,119,99,106,22,33,83,46,58,35500.0,36000.0,35500.0,16600.000381469727,39299.99923706055,39099.998474121094,39000.0,39099.998474121094
1782148805.7492375,20260622T171941.124920Z,Bob,2,45.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 0.0]",-0.1680286342163094,-0.2219020172910663,-0.1141552511415525,0.5840143171081547,0.6109510086455331,0.5570776255707762,566,9785,112,88,124,23,39,74,48,58,35700.00076293945,36000.0,35400.001525878906,35500.0,39200.00076293945,39000.0,39099.998474121094,38900.001525878906
1782148832.1218164,20260622T172007.597349Z,Bob,2,60.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0]",-0.13981172349625087,-0.17218543046357615,-0.10743801652892562,0.5699058617481254,0.5860927152317881,0.5537190082644629,544,9783,103,57,120,22,47,97,37,61,35500.0,36000.0,35400.001525878906,14899.999618530273,39700.00076293945,39299.99923706055,39200.00076293945,38700.00076293945
1782148858.412276,20260622T172033.931781Z,Bob,2,75.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 0.0]",-0.19967691910054275,-0.27671232876712326,-0.12264150943396226,0.5998384595502715,0.6383561643835617,0.5613207547169812,577,9784,110,108,125,22,29,78,41,64,35599.998474121094,36000.0,35400.001525878906,27700.000762939453,39299.99923706055,39200.00076293945,39000.0,38700.00076293945
1782148884.7719185,20260622T172100.235547Z,Bob,2,90.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0]",-0.229359243697479,-0.21764705882352942,-0.24107142857142858,0.6146796218487395,0.6088235294117647,0.6205357142857143,564,9783,108,83,124,25,24,102,37,61,35500.0,36000.0,35299.99923706055,35900.001525878906,39400.001525878906,39299.99923706055,39200.00076293945,38700.00076293945
1782148911.2144752,20260622T172126.610195Z,Bob,2,105.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 105.0, 0.0]",-0.15207373271889402,-0.22580645161290322,-0.07834101382488479,0.5760368663594471,0.6129032258064516,0.5391705069124424,589,9785,116,117,111,28,29,70,47,71,35700.00076293945,36099.998474121094,35400.001525878906,35599.998474121094,39299.99923706055,39000.0,39099.998474121094,38900.001525878906
1782148937.6897435,20260622T172153.140389Z,Bob,2,120.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 0.0]",-0.22269830806416174,-0.3153153153153153,-0.13008130081300814,0.6113491540320809,0.6576576576576577,0.5650406504065041,579,9765,87,102,117,27,24,104,35,83,35500.0,36099.998474121094,35500.0,35599.998474121094,39700.00076293945,39099.998474121094,39299.99923706055,38900.001525878906
1782148964.099694,20260622T172219.566815Z,Bob,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.17827868852459017,-0.25,-0.10655737704918032,0.5891393442622951,0.625,0.5532786885245902,604,9784,100,103,122,35,30,99,36,79,35700.00076293945,36000.0,35400.001525878906,35700.00076293945,39299.99923706055,39000.0,39200.00076293945,38799.99923706055
1782148990.740864,20260622T172245.914258Z,Bob,3,15.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0]",-0.22418478260869565,-0.1875,-0.2608695652173913,0.6120923913043479,0.59375,0.6304347826086957,582,9784,120,100,109,23,28,103,42,57,35599.998474121094,36099.998474121094,35400.001525878906,35700.00076293945,39200.00076293945,38900.001525878906,39200.00076293945,38799.99923706055
