timestamp,record_id,epc,dac,swept_voltage,voltages,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,total_coincidences,sync_markers,singles_overlap_duration_s,alice_ch1_singles_per_measurement,alice_ch2_singles_per_measurement,alice_ch3_singles_per_measurement,alice_ch4_singles_per_measurement,bob_ch1_singles_per_measurement,bob_ch2_singles_per_measurement,bob_ch3_singles_per_measurement,bob_ch4_singles_per_measurement,C_HH,C_HV,C_VH,C_VV,C_DD,C_DA,C_AD,C_AA,delay_HH_ps,delay_HV_ps,delay_VH_ps,delay_VV_ps,delay_DD_ps,delay_DA_ps,delay_AD_ps,delay_AA_ps
1782311347.091461,20260624T142840.508580Z,Alice,3,50.0,"[0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0]",-0.01052097519292905,0.3762183235867446,-0.3972602739726027,0.5052604875964646,0.31189083820662766,0.6986301369863014,805,9780,10.013693748112,164479.76555210084,263057.7753086021,131503.92184185574,352895.75344425393,447660.9843241095,607085.6721722868,552676.1791615059,516844.2465075189,194,125,35,159,24,128,76,64,35900.001525878906,35400.001525878906,36000.0,35200.00076293945,39000.0,39000.0,39000.0,38700.00076293945
1782311375.4691176,20260624T142908.952207Z,Alice,3,60.0,"[0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",0.246222136874603,0.4774066797642436,0.015037593984962405,0.3768889315626985,0.26129666011787817,0.4924812030075188,775,9780,10.013693738474,182828.6392428651,258382.1782025352,137879.19184059286,328532.1167113445,453059.5920433421,604892.6757892903,556703.6645609984,514266.7765256391,213,100,33,163,64,89,42,71,35700.00076293945,35400.001525878906,3299.999952316284,35099.998474121094,39200.00076293945,39200.00076293945,38700.00076293945,38900.001525878906
1782311403.8522792,20260624T142937.314612Z,Alice,3,70.0,"[0.0, 0.0, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0]",0.3527547591561827,0.4221218961625282,0.28338762214983715,0.32362262042190865,0.28893905191873587,0.3583061889250814,750,9780,10.013693685952,192038.0291537927,268686.0697341384,127995.72667157615,308034.18765717436,448073.4223271215,606919.9029451052,553781.6687741833,516661.4999675955,153,91,37,162,123,54,56,74,35900.001525878906,35599.998474121094,-4699.999809265137,35200.00076293945,39200.00076293945,38799.99923706055,39000.0,38599.998474121094
1782311432.1814287,20260624T143005.651135Z,Alice,3,80.0,"[0.0, 0.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0]",0.3782804318115508,0.17832957110609482,0.5782312925170068,0.3108597840942246,0.4108352144469526,0.2108843537414966,737,9780,10.013693656055,198132.6839173182,279074.8445065724,119525.3261294122,294255.0572453638,443138.18181533826,609646.1715012215,549845.0610849961,519061.2154244487,103,135,47,158,165,28,34,67,35799.99923706055,35500.0,35299.99923706055,35200.00076293945,39200.00076293945,39000.0,38799.99923706055,38799.99923706055
1782311460.687681,20260624T143033.986003Z,Alice,3,90.0,"[0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0]",0.23253840862187572,-0.024719101123595506,0.4897959183673469,0.3837307956890621,0.5123595505617977,0.25510204081632654,739,9799,10.033149673153,194292.92530302645,274740.24506740406,123489.63589323562,300113.134767354,446112.152794528,607527.0676276543,551106.1012869712,517816.455375107,57,166,62,160,142,29,46,77,35900.001525878906,35400.001525878906,35299.99923706055,35099.998474121094,39200.00076293945,50299.99923706055,39099.998474121094,38599.998474121094
1782311488.987856,20260624T143102.547737Z,Alice,3,100.0,"[0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",0.08099921158554298,-0.19540229885057472,0.3574007220216607,0.45950039420722855,0.5977011494252874,0.3212996389891697,712,9800,10.034173684105,186497.668758154,259484.24673219502,136754.65894852064,320170.8582231456,453411.5257748604,605338.3358932538,556705.5321006487,513635.7175244276,42,200,60,133,110,45,44,78,35599.998474121094,35599.998474121094,35400.001525878906,35000.0,39200.00076293945,39200.00076293945,38900.001525878906,38799.99923706055
1782311517.517795,20260624T143130.865263Z,Alice,3,110.0,"[0.0, 0.0, 0.0, 110.0, 0.0, 0.0, 0.0, 0.0]",-0.037514492353558214,-0.1694915254237288,0.09446254071661238,0.5187572461767791,0.5847457627118644,0.4527687296416938,779,9778,10.011645675405,176414.55333751134,254127.0518842127,143871.45197702298,341226.6185560751,456274.63736776815,603584.0855659875,557610.6247661595,513755.6967917694,58,208,68,138,98,93,46,70,35799.99923706055,35500.0,35400.001525878906,35099.998474121094,39299.99923706055,38900.001525878906,38900.001525878906,38700.00076293945
1782311545.8954148,20260624T143159.348537Z,Alice,3,120.0,"[0.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0]",-0.14737139626907858,0.09836065573770492,-0.3931034482758621,0.5736856981345393,0.45081967213114754,0.696551724137931,778,9799,10.033149674145,163779.07769426666,254334.88813346706,139759.70114484458,358526.49634737364,452078.3749183456,606022.056629804,554468.9534868392,516192.83756387746,120,172,48,148,23,118,84,65,35900.001525878906,35599.998474121094,35500.0,35200.00076293945,39299.99923706055,38900.001525878906,38900.001525878906,38700.00076293945
1782311572.876548,20260624T143228.024698Z,Alice,3,130.0,"[0.0, 0.0, 0.0, 130.0, 0.0, 0.0, 0.0, 0.0]",-0.06985651244761457,0.24714828897338403,-0.38686131386861317,0.5349282562238074,0.376425855513308,0.6934306569343066,800,9781,10.014717613506,162000.57381668157,261232.52806167927,134147.56679591275,360419.5484386073,448291.22230519797,607276.2343092058,552283.1709743731,517683.09403034707,178,151,47,150,23,126,64,61,36000.0,35599.998474121094,35799.99923706055,35099.998474121094,2799.999952316284,38900.001525878906,39000.0,38599.998474121094
1782311599.5498931,20260624T143254.688350Z,Bob,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.28881832754270115,-0.025056947608200455,0.6026936026936027,0.35559083622864945,0.5125284738041003,0.19865319865319866,736,9800,10.034173696297,200032.41529900167,270052.132045512,130353.53379249347,300059.58548546163,450677.867144044,606243.2427540016,554423.3305481876,516791.93095029646,63,172,53,151,164,29,30,74,35900.001525878906,35500.0,35599.998474121094,35099.998474121094,39400.001525878906,-10600.000381469727,39099.998474121094,38700.00076293945
1782311626.0869973,20260624T143321.338796Z,Bob,0,10.0,"[0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0]",0.20056429734129133,-0.14526315789473684,0.5463917525773195,0.3997178513293543,0.5726315789473684,0.2268041237113402,766,9781,10.014717699429,199524.34606458538,280267.5107017777,120340.88590122861,293810.5784217728,484226.3302415897,582136.2293949034,568538.2425032945,512730.3788396121,66,148,124,137,159,28,38,66,35900.001525878906,35500.0,35599.998474121094,35200.00076293945,39200.00076293945,-8800.000190734863,39200.00076293945,38799.99923706055
1782311653.1599448,20260624T143347.916393Z,Bob,0,20.0,"[0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0]",0.047088285106321376,-0.3158953722334004,0.41007194244604317,0.47645585744683927,0.6579476861167002,0.2949640287769784,775,9799,10.033149700715,200999.69203651822,287362.4022369103,117203.47399144254,292520.30394710926,510630.27591773093,568184.48543569,579226.8802274377,499091.526526625,102,140,187,68,153,36,46,43,35700.00076293945,35700.00076293945,35500.0,35299.99923706055,39299.99923706055,38599.998474121094,39000.0,38900.001525878906
1782311680.0403907,20260624T143415.079082Z,Bob,0,30.0,"[0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0]",-0.08862895062422675,-0.35372848948374763,0.17647058823529413,0.5443144753121134,0.6768642447418738,0.4117647058823529,829,9800,10.034173752,200832.67938212995,282829.4655984347,119191.67731788746,293057.512524525,507400.0237423834,582913.9642747538,574118.0233052835,483998.9938416207,130,122,232,39,149,50,76,31,35900.001525878906,35500.0,35500.0,19399.999618530273,39299.99923706055,39099.998474121094,38900.001525878906,39000.0
1782311707.9805856,20260624T143441.872555Z,Bob,0,40.0,"[0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0]",-0.027329192546583836,-0.2546583850931677,0.2,0.513664596273292,0.6273291925465838,0.4,793,9799,10.033149670024,200636.8953125748,273883.0866053877,125383.35830457024,293227.9589917612,478797.8010885697,608485.8893553609,558154.7354696847,481053.3241041997,128,124,179,52,164,43,81,22,35900.001525878906,35500.0,35500.0,35099.998474121094,39299.99923706055,39200.00076293945,38799.99923706055,38900.001525878906
1782311736.6243823,20260624T143509.799130Z,Bob,0,50.0,"[0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0]",-0.014394698741507964,-0.24796747967479674,0.2191780821917808,0.507197349370754,0.6239837398373984,0.3904109589041096,784,9803,10.037245660949,201757.5407045016,278000.56850817153,122040.4522692716,290432.2658298252,453210.9857287186,620953.218695129,550454.7947347558,486562.764823099,93,138,169,92,134,38,76,44,35799.99923706055,35400.001525878906,35500.0,35200.00076293945,39200.00076293945,38900.001525878906,38799.99923706055,38599.998474121094
1782311763.2852578,20260624T143538.463175Z,Bob,0,60.0,"[0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0]",0.220995670995671,0.05238095238095238,0.38961038961038963,0.38950216450216446,0.4738095238095238,0.3051948051948052,728,9781,10.014717661164,201705.1372135453,275131.0714115277,124043.43707235513,288510.38019819465,441871.66825087124,616571.5508830742,556256.3207950206,496439.3573749682,74,136,63,147,160,34,60,54,35799.99923706055,35500.0,35500.0,35200.00076293945,39200.00076293945,39299.99923706055,39099.998474121094,38700.00076293945
1782311790.0986798,20260624T143605.084368Z,Bob,0,70.0,"[0.0, 0.0, 0.0, 0.0, 70.0, 0.0, 0.0, 0.0]",0.35891849064078435,0.15261958997722094,0.5652173913043478,0.3205407546796078,0.42369020501138954,0.21739130434782608,761,9781,10.014717652667,201792.00952927722,263217.6054706843,134052.7058835734,293956.36523172655,458156.70088093757,598323.4083892792,569740.4757567481,504234.88461057167,87,154,32,166,177,30,40,75,35900.001525878906,35500.0,-22899.999618530273,35099.998474121094,39400.001525878906,-1200.0000476837158,38900.001525878906,38799.99923706055
1782311816.7072423,20260624T143631.869589Z,Bob,0,80.0,"[0.0, 0.0, 0.0, 0.0, 80.0, 0.0, 0.0, 0.0]",0.243047099508061,0.016706443914081145,0.46938775510204084,0.37847645024596954,0.4916467780429594,0.2653061224489796,713,9800,10.034173652587,204649.63743881104,272176.8722126787,127045.8379670689,287348.02683593484,468460.1007266895,588366.3373194559,570682.7685330763,512977.96691737795,62,140,66,151,143,29,49,73,36099.998474121094,35500.0,35599.998474121094,35099.998474121094,39200.00076293945,-31600.000381469727,39000.0,38700.00076293945
1782311843.5448122,20260624T143658.524189Z,Bob,0,90.0,"[0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0]",0.09375638145803554,-0.21610169491525424,0.4036144578313253,0.4531218092709822,0.6080508474576272,0.29819277108433734,804,9799,10.033149673159,203588.11206260667,249027.48203628883,150909.73914707644,305449.44507292344,478519.72275904025,592584.6014144056,571042.0143863037,505624.8700815734,93,135,152,92,152,28,71,81,35900.001525878906,35799.99923706055,35700.00076293945,35099.998474121094,39299.99923706055,-98000.0,38900.001525878906,38700.00076293945
1782311870.2182717,20260624T143725.355348Z,Bob,0,100.0,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0]",-0.13480544653967647,-0.5040322580645161,0.2344213649851632,0.5674027232698382,0.7520161290322581,0.3827893175074184,833,9801,10.035197661004,203970.07305137764,253418.02781646137,147249.71544328917,301736.956489311,472494.92836851755,608726.4253635876,552150.5591794831,504615.8701664642,86,142,231,37,171,43,86,37,35700.00076293945,35599.998474121094,35500.0,-76500.0,39400.001525878906,39200.00076293945,38900.001525878906,39000.0
1782311897.034938,20260624T143751.981270Z,Bob,0,110.0,"[0.0, 0.0, 0.0, 0.0, 110.0, 0.0, 0.0, 0.0]",-0.14102828825108404,-0.41379310344827586,0.1317365269461078,0.570514144125542,0.7068965517241379,0.4341317365269461,798,9801,10.035197672524,204570.95784179636,263433.7744275936,134987.87410126728,292376.9013572446,477231.2570496151,614496.1166917415,545664.388355067,496086.88961160014,100,113,215,36,159,42,103,30,35900.001525878906,35599.998474121094,35500.0,-78099.9984741211,39299.99923706055,38900.001525878906,39000.0,38799.99923706055
1782311923.7359877,20260624T143818.792883Z,Bob,0,120.0,"[0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0]",-0.17422011143018434,-0.39165009940357853,0.043209876543209874,0.5871100557150921,0.6958250497017893,0.4783950617283951,827,9804,10.038269653643,204779.3166478636,251052.2318042549,150652.4582601916,304460.83891468775,472227.8005631851,614875.8912608018,554018.7892822454,494246.53562673123,90,160,190,63,145,40,115,24,35799.99923706055,35400.001525878906,35500.0,35099.998474121094,39200.00076293945,38799.99923706055,39099.998474121094,38500.0
1782311950.418428,20260624T143845.550040Z,Bob,0,130.0,"[0.0, 0.0, 0.0, 0.0, 130.0, 0.0, 0.0, 0.0]",-0.04083826937934586,-0.2318181818181818,0.1501416430594901,0.5204191346896729,0.615909090909091,0.42492917847025496,793,9801,10.035197713372,207499.6486840827,252472.35504129028,151275.54467383772,305501.70385929034,483615.78302867815,599558.6905061872,575023.0503491517,488742.7373219097,72,162,109,97,159,49,101,44,35799.99923706055,35500.0,35599.998474121094,35299.99923706055,39299.99923706055,38799.99923706055,38900.001525878906,38700.00076293945
1782311977.1520996,20260624T143912.219318Z,Bob,1,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.28591973244147156,0.02,0.5518394648829431,0.3570401337792642,0.49,0.22408026755852842,699,9800,10.034173693174,205737.91755312815,257381.4325894005,143988.9366259295,300481.1449547743,460326.89299988805,603600.2749404443,559590.6720071794,514216.7315192125,79,139,57,125,150,28,39,82,35700.00076293945,35500.0,35700.00076293945,35200.00076293945,39299.99923706055,38400.001525878906,38700.00076293945,38700.00076293945
1782312003.762493,20260624T143938.912402Z,Bob,1,10.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0]",0.4212050339681479,0.3789954337899543,0.4634146341463415,0.28939748301592605,0.3105022831050228,0.2682926829268293,766,9801,10.035197690488,207149.88026298772,250836.11480678187,154995.45180602837,310169.27578320954,471184.5392425012,593923.526354583,560205.2070512444,532938.1806866953,163,93,43,139,158,29,59,82,36000.0,35599.998474121094,35299.99923706055,35000.0,39200.00076293945,38299.99923706055,38599.998474121094,38799.99923706055
1782312030.5539086,20260624T144005.589768Z,Bob,1,20.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0]",0.2837970587385513,0.5100401606425703,0.05755395683453238,0.35810147063072434,0.24497991967871485,0.4712230215827338,776,9800,10.034173735865,206314.94475728623,253172.8139129141,152341.3925489725,308671.15534680337,490373.2115393582,568485.2734422243,551584.0313006978,564469.9951482087,250,43,79,126,95,68,63,52,35900.001525878906,-37500.0,35599.998474121094,35099.998474121094,39099.998474121094,39000.0,38799.99923706055,38599.998474121094
1782312057.1891377,20260624T144032.351547Z,Bob,1,30.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0]",-0.010309278350515483,0.3333333333333333,-0.3539518900343643,0.5051546391752577,0.3333333333333333,0.6769759450171822,810,9800,10.034173669921,206212.2969031979,264037.6863260788,139542.13331958643,298298.6041962303,510392.80049059796,543964.0751247804,553214.463154065,571550.8011578149,231,35,138,115,59,132,65,35,35900.001525878906,-18899.999618530273,35400.001525878906,35099.998474121094,39099.998474121094,39099.998474121094,38799.99923706055,38700.00076293945
1782312083.9444382,20260624T144058.977061Z,Bob,1,40.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0]",-0.16736842105263158,0.06526315789473684,-0.4,0.5836842105263158,0.4673684210526316,0.7,765,9800,10.034173638852,206740.4925072971,262056.4577254855,141817.35848083315,298902.54125033657,521751.98361416545,544032.841814022,559540.8453228993,557333.3890044002,195,56,166,58,28,155,48,59,35900.001525878906,35500.0,35400.001525878906,35400.001525878906,38200.00076293945,39000.0,38900.001525878906,38900.001525878906
1782312110.876057,20260624T144125.730283Z,Bob,1,50.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0]",-0.32264821256753756,-0.38427947598253276,-0.26101694915254237,0.6613241062837688,0.6921397379912664,0.6305084745762712,753,9801,10.035197648652,205831.5214426754,265585.2025353989,136413.85530497108,295054.477616366,516544.88346787094,563594.2806527308,562934.6025644882,529319.9183489449,101,119,198,40,33,155,31,76,35900.001525878906,35299.99923706055,35500.0,35299.99923706055,39099.998474121094,39099.998474121094,39000.0,38599.998474121094
1782312137.638395,20260624T144152.720637Z,Bob,1,60.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",-0.17079678128535142,-0.5031055900621118,0.16151202749140894,0.5853983906426757,0.7515527950310559,0.41924398625429554,774,9800,10.03417366321,208546.3208268379,278811.1999952187,123430.19381267007,282904.21267154726,501721.4340686898,581582.5194850295,551096.7006954292,521970.23649324354,37,195,168,83,86,103,19,83,38700.00076293945,35500.0,35599.998474121094,35299.99923706055,39500.0,39000.0,-32599.998474121094,38599.998474121094
1782312164.1449535,20260624T144219.402673Z,Bob,1,70.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 0.0, 0.0]",0.07457896719641685,-0.31392931392931395,0.46308724832214765,0.4627105164017916,0.656964656964657,0.2684563758389262,779,9802,10.036221663546,207559.18609952217,279484.66006767604,122236.24000414419,282473.83278682467,477059.0128943355,591477.5698469997,533982.8253759888,543575.0806317368,31,203,113,134,132,54,26,86,-57400.001525878906,35599.998474121094,35700.00076293945,35299.99923706055,39099.998474121094,39299.99923706055,39200.00076293945,38799.99923706055
1782312190.87224,20260624T144245.958871Z,Bob,1,80.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 0.0, 0.0]",0.36757955936352504,0.16279069767441862,0.5723684210526315,0.3162102203182375,0.4186046511627907,0.2138157894736842,734,9801,10.035197625666,207331.2432511181,275657.7501697593,123856.05609012727,282056.22904333693,462562.8884604984,584427.9523703721,522167.09580268356,572051.5144931204,74,130,50,176,154,33,32,85,35900.001525878906,35400.001525878906,35700.00076293945,35299.99923706055,39099.998474121094,-16100.000381469727,38900.001525878906,38799.99923706055
1782312217.4508247,20260624T144312.673883Z,Bob,1,90.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0]",0.3970919324577861,0.4634146341463415,0.33076923076923076,0.3014540337711069,0.2682926829268293,0.3346153846153846,752,9805,10.039293608306,208118.22838524915,280506.78761602414,119847.07758766515,278344.28486961196,463172.0299676158,571926.6936519893,527701.470511522,583959.412756853,169,90,42,191,124,47,40,49,36000.0,35200.00076293945,35400.001525878906,35099.998474121094,39000.0,39099.998474121094,39000.0,38799.99923706055
1782312244.2008128,20260624T144339.244805Z,Bob,1,100.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0]",0.21317547055251973,0.42962962962962964,-0.003278688524590164,0.39341226472374013,0.2851851851851852,0.5016393442622951,845,9800,10.034173647562,209648.55441894045,284652.23946906504,117144.67391996937,278596.9326611384,478877.5009058672,565769.5590487759,553670.9045642089,564990.2223266234,223,59,95,163,109,87,66,43,36000.0,35299.99923706055,35900.001525878906,35200.00076293945,39299.99923706055,39200.00076293945,38900.001525878906,38799.99923706055
1782312270.8463967,20260624T144406.016250Z,Bob,1,110.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 110.0, 0.0, 0.0]",-0.08278107531838874,0.208955223880597,-0.3745173745173745,0.5413905376591943,0.39552238805970147,0.6872586872586872,795,9800,10.034173679057,208216.44779387038,282679.97851384286,118683.41510627694,279428.0914084697,498594.1204547871,567138.8778009284,576937.3926706889,522438.63497613487,223,41,171,101,49,124,54,32,36000.0,2900.0000953674316,35500.0,35200.00076293945,39400.001525878906,39000.0,38900.001525878906,39000.0
1782312297.4991658,20260624T144432.598896Z,Bob,1,120.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0]",-0.1981792717086835,-0.0392156862745098,-0.35714285714285715,0.5990896358543418,0.5196078431372549,0.6785714285714286,818,9800,10.034173696873,209812.99144304084,283486.22277551977,119067.10368909828,279138.0819800703,511830.88464977394,572802.5220244247,583476.04664493,488652.0951424247,182,65,200,63,30,158,51,69,35900.001525878906,35799.99923706055,35599.998474121094,35099.998474121094,55500.0,39099.998474121094,39000.0,38700.00076293945
1782312324.2982774,20260624T144459.326541Z,Bob,1,130.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 130.0, 0.0, 0.0]",-0.2174398808257076,-0.32677165354330706,-0.10810810810810811,0.6087199404128538,0.6633858267716536,0.5540540540540541,804,9800,10.034173671975,207850.69784321313,278432.49392853054,122386.75950266726,282343.1298496125,513235.08724823187,575291.019341486,567685.0118619506,499870.75806838763,117,126,211,54,50,141,23,82,35799.99923706055,35500.0,35500.0,35200.00076293945,39299.99923706055,39099.998474121094,39299.99923706055,38599.998474121094
1782312350.930708,20260624T144526.066738Z,Bob,2,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3490620782726046,0.15350877192982457,0.5446153846153846,0.3254689608636977,0.4232456140350877,0.2276923076923077,781,9801,10.035197634169,206737.33349665103,265871.19628969213,133399.4654417043,288210.5669899448,452706.5799413326,606157.4691153272,552608.9472436402,518614.5993058929,94,144,49,169,172,27,47,79,35900.001525878906,35500.0,35700.00076293945,35299.99923706055,39099.998474121094,49099.998474121094,39000.0,38700.00076293945
1782312379.4869733,20260624T144552.746959Z,Bob,2,10.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0]",0.0779036931088862,-0.30648769574944074,0.46229508196721314,0.4610481534455569,0.6532438478747203,0.26885245901639343,752,9801,10.035197640398,207548.47832946078,272343.4154398585,125929.75696987667,283980.4558036563,477174.4585002598,592180.6637945112,543398.3659721651,532269.5368248031,38,186,106,117,119,64,18,104,23600.000381469727,35500.0,35599.998474121094,35200.00076293945,39299.99923706055,39000.0,87800.00305175781,38700.00076293945
1782312406.2387457,20260624T144621.316070Z,Bob,2,20.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0]",-0.2280815972222222,-0.51171875,0.05555555555555555,0.6140407986111112,0.755859375,0.4722222222222222,800,9801,10.035197671928,205552.50304338997,267693.78021468373,128991.9782667623,287095.49071059603,511321.2681752957,558601.8515291504,536074.1438156893,560207.2010724947,53,216,171,72,84,113,23,68,35500.0,35400.001525878906,35500.0,35599.998474121094,39599.998474121094,39099.998474121094,38599.998474121094,38900.001525878906
1782312432.9859781,20260624T144648.058422Z,Bob,2,30.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0]",-0.3351126341340187,-0.3857677902621723,-0.2844574780058651,0.6675563170670094,0.6928838951310862,0.6422287390029325,875,9804,10.038269653234,203553.009690441,266768.08777868125,130416.89904975124,288208.03783328686,528075.0749998238,529737.7121451234,532243.1240207545,580847.1182203738,124,155,215,40,34,190,29,88,35900.001525878906,35599.998474121094,35599.998474121094,34900.001525878906,39599.998474121094,39000.0,38299.99923706055,38500.0
1782312459.5716832,20260624T144714.788062Z,Bob,2,40.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0]",-0.2512954525149647,-0.044715447154471545,-0.45787545787545786,0.6256477262574823,0.5223577235772358,0.7289377289377289,765,9801,10.035197626166,203851.49114213974,264379.44710548077,132375.0711731151,287572.81196688843,519343.0357974087,534516.62835357,540745.7034877767,574142.1559030383,177,75,182,58,29,145,54,45,36000.0,35500.0,35599.998474121094,35099.998474121094,23200.000762939453,39000.0,39099.998474121094,38700.00076293945
1782312486.2987316,20260624T144741.388843Z,Bob,2,50.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0]",-0.011632230307537045,0.34328358208955223,-0.3665480427046263,0.5058161151537686,0.3283582089552239,0.6832740213523132,817,9801,10.035197662297,203763.7990612289,276108.1638092796,119217.38268244112,281416.47977799637,487651.58043532394,569417.7825185007,562483.1906607384,535063.7008549923,230,36,140,130,58,129,63,31,36000.0,-26200.000762939453,35599.998474121094,35200.00076293945,39599.998474121094,39099.998474121094,39000.0,38700.00076293945
1782312513.1564567,20260624T144808.088990Z,Bob,2,60.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0]",0.30033530033530037,0.4760914760914761,0.12457912457912458,0.34983234983234984,0.26195426195426197,0.4377104377104377,778,9800,10.034173643529,201724.6334286192,260963.19368448373,135183.03033102976,291596.5084864682,458069.6092462152,599368.7386383348,571632.5233916033,502056.29072891385,226,53,73,129,121,50,80,46,35900.001525878906,35200.00076293945,35700.00076293945,35400.001525878906,39299.99923706055,38799.99923706055,39200.00076293945,38599.998474121094
1782312539.7085874,20260624T144834.932249Z,Bob,2,70.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 0.0]",0.3704942400594574,0.3162393162393162,0.42474916387959866,0.31475287997027124,0.3418803418803419,0.28762541806020064,767,9801,10.035197630853,202655.69994829636,263290.28058966226,132773.6681441663,289365.50198794354,443447.17101717304,607953.1489487384,567186.6374111647,499235.80823132745,151,118,42,157,157,30,56,56,35900.001525878906,35500.0,35599.998474121094,35099.998474121094,39299.99923706055,39599.998474121094,39200.00076293945,38799.99923706055
1782312566.4247577,20260624T144901.518641Z,Bob,2,80.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 0.0]",0.28397917871602085,-0.01098901098901099,0.5789473684210527,0.3580104106419896,0.5054945054945055,0.21052631578947367,759,9801,10.035197668489,202977.56629109822,263124.8618341946,132379.05658514297,290028.1684673813,464168.2360305075,591488.0997948233,546164.6278488558,538484.6595466865,70,166,64,155,142,34,30,98,35799.99923706055,35400.001525878906,35700.00076293945,35200.00076293945,39099.998474121094,38900.001525878906,39000.0,38900.001525878906
1782312593.2359324,20260624T144928.249518Z,Bob,2,90.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0]",-0.025864466487438564,-0.35607675906183367,0.30434782608695654,0.5129322332437193,0.6780383795309168,0.34782608695652173,768,9799,10.03314964243,202907.36932604294,253655.14227331086,144526.89849932306,299193.1852890176,499267.94461592205,560287.6664200237,527917.970803549,576738.1337091795,33,203,115,118,96,81,23,99,-34599.998474121094,35400.001525878906,35599.998474121094,35299.99923706055,39200.00076293945,39000.0,13800.000190734863,38700.00076293945
1782312620.0415869,20260624T144955.041042Z,Bob,2,100.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",-0.227786894212887,-0.4303030303030303,-0.02527075812274368,0.6138934471064434,0.7151515151515152,0.5126353790613718,772,9801,10.035197735345,203093.158077162,277995.51873046294,118729.10045444546,279262.06078924413,526489.8748722426,527612.9220006819,501689.16774482647,598567.1790844384,67,173,181,74,53,121,21,82,35900.001525878906,35599.998474121094,35599.998474121094,35000.0,39000.0,39099.998474121094,39099.998474121094,38799.99923706055
1782312646.8382442,20260624T145021.854813Z,Bob,2,110.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 110.0, 0.0]",-0.27273504273504273,-0.25213675213675213,-0.29333333333333333,0.6363675213675213,0.6260683760683761,0.6466666666666666,768,9802,10.036221711857,203039.55597080523,276402.8216637235,120903.06838941714,282647.2034439666,527532.1881087034,536045.3519718591,527582.0076537827,576446.0138584902,123,96,197,52,35,159,35,71,35799.99923706055,35500.0,35500.0,35299.99923706055,39099.998474121094,39000.0,38700.00076293945,38799.99923706055
