timestamp,record_id,epc,dac,swept_voltage,voltages,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,total_coincidences,sync_markers,C_HH,C_HV,C_VH,C_VV,C_DD,C_DA,C_AD,C_AA,delay_HH_ps,delay_HV_ps,delay_VH_ps,delay_VV_ps,delay_DD_ps,delay_DA_ps,delay_AD_ps,delay_AA_ps
1781978706.8765247,20260620T180441.299461Z,Bob,0,100.0,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0]",0.05816326530612244,0.3,-0.1836734693877551,0.47091836734693876,0.35,0.5918367346938775,198,9803,27,21,14,38,14,45,13,26,35750.0,35750.0,35599.998474121094,35299.99923706055,-55200.00076293945,39400.001525878906,8600.000381469727,38750.0
1781978734.7754722,20260620T180509.301785Z,Bob,0,110.0,"[0.0, 0.0, 0.0, 0.0, 110.0, 0.0, 0.0, 0.0]",0.1402116402116402,0.42857142857142855,-0.14814814814814814,0.4298941798941799,0.2857142857142857,0.5740740740740741,206,9804,31,16,12,39,18,48,14,28,35849.998474121094,35349.998474121094,-9649.999618530273,35450.00076293945,-38599.998474121094,39000.0,38849.998474121094,38650.001525878906
1781978762.423594,20260620T180537.117467Z,Bob,0,120.0,"[0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0]",0.1055251368840219,0.2926829268292683,-0.08163265306122448,0.44723743155798906,0.35365853658536583,0.5408163265306123,180,9803,24,15,14,29,17,41,12,28,36299.99923706055,35500.0,52549.99923706055,35349.998474121094,-16500.0,38950.00076293945,38799.99923706055,38849.998474121094
1781978790.2146235,20260620T180604.763036Z,Bob,0,130.0,"[0.0, 0.0, 0.0, 0.0, 130.0, 0.0, 0.0, 0.0]",0.18977963525835867,0.3617021276595745,0.017857142857142856,0.40511018237082064,0.3191489361702128,0.49107142857142855,206,9804,30,18,12,34,18,42,13,39,35700.00076293945,35250.0,31399.999618530273,35400.001525878906,19399.999618530273,38950.00076293945,-38750.0,38849.998474121094
1781978817.979793,20260620T180632.616443Z,Bob,1,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12956491350690197,0.36082474226804123,-0.1016949152542373,0.435217543246549,0.31958762886597936,0.5508474576271186,215,9786,28,18,13,38,15,49,16,38,36099.998474121094,35950.00076293945,-76000.0,35650.001525878906,-70300.00305175781,39500.0,38849.998474121094,38950.00076293945
1781978845.980585,20260620T180700.350624Z,Bob,1,10.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0]",0.11589027755234538,0.3465346534653465,-0.11475409836065574,0.4420548612238273,0.32673267326732675,0.5573770491803278,223,9786,30,22,11,38,15,49,19,39,35599.998474121094,35599.998474121094,25250.0,35450.00076293945,11300.000190734863,38900.001525878906,39049.99923706055,38750.0
1781978873.735026,20260620T180728.347478Z,Bob,1,20.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0]",0.12063492063492065,0.3523809523809524,-0.1111111111111111,0.4396825396825397,0.3238095238095238,0.5555555555555556,222,9804,34,21,13,37,17,43,22,35,35849.998474121094,35150.001525878906,38549.99923706055,35049.99923706055,-27450.000762939453,38750.0,39200.00076293945,38950.00076293945
1781978901.61803,20260620T180756.111685Z,Bob,1,30.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0]",0.10886644219977552,0.30864197530864196,-0.09090909090909091,0.4455667789001122,0.345679012345679,0.5454545454545454,202,9786,23,16,12,30,15,48,18,40,35900.001525878906,35250.0,6300.000190734863,35200.00076293945,-33000.0,39049.99923706055,38799.99923706055,38849.998474121094
1781978929.2746193,20260620T180823.947859Z,Bob,1,40.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0]",0.02393617021276595,0.2978723404255319,-0.25,0.488031914893617,0.35106382978723405,0.625,198,9803,30,21,12,31,16,47,18,23,36150.001525878906,36000.0,1950.0000476837158,35250.0,42400.001525878906,38950.00076293945,38799.99923706055,38849.998474121094
1781978957.026578,20260620T180851.683520Z,Bob,1,50.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0]",0.08528528528528528,0.37777777777777777,-0.2072072072072072,0.4573573573573574,0.3111111111111111,0.6036036036036037,201,9804,33,16,12,29,15,42,25,29,35849.998474121094,35549.99923706055,21049.999237060547,35049.99923706055,-56849.998474121094,38900.001525878906,38849.998474121094,38849.998474121094
1781978985.0022883,20260620T180919.400291Z,Bob,1,60.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",0.007937232004379152,0.23711340206185566,-0.22123893805309736,0.4960313839978104,0.38144329896907214,0.6106194690265486,210,9804,34,21,16,26,17,48,21,27,35750.0,35650.001525878906,35450.00076293945,35250.0,3349.9999046325684,38950.00076293945,39200.00076293945,38799.99923706055
1781979012.7677171,20260620T180947.377382Z,Bob,1,70.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 0.0, 0.0]",-0.025604416523891116,0.22330097087378642,-0.27450980392156865,0.5128022082619456,0.3883495145631068,0.6372549019607843,205,9787,34,26,14,29,16,44,21,21,35900.001525878906,35849.998474121094,35950.00076293945,35549.99923706055,-72750.0,39200.00076293945,38849.998474121094,38450.00076293945
1781979040.6551523,20260620T181015.140260Z,Bob,1,80.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 0.0, 0.0]",0.13745421245421247,0.4095238095238095,-0.1346153846153846,0.4312728937728938,0.29523809523809524,0.5673076923076923,209,9803,32,17,14,42,15,41,18,30,35950.00076293945,35099.998474121094,83750.0,35250.0,-26750.0,38700.00076293945,38599.998474121094,38799.99923706055
1781979068.447214,20260620T181043.003499Z,Bob,1,90.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0]",-0.03293712004355322,0.19626168224299065,-0.2621359223300971,0.5164685600217767,0.40186915887850466,0.6310679611650486,210,9802,32,28,15,32,15,42,23,23,36250.0,35349.998474121094,35650.001525878906,35349.998474121094,-43250.0,39000.0,38849.998474121094,38700.00076293945
1781979096.253118,20260620T181110.816256Z,Bob,1,100.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0]",0.008936170212765937,0.2978723404255319,-0.28,0.49553191489361703,0.35106382978723405,0.64,194,9786,35,20,13,26,16,47,17,20,35849.998474121094,35500.0,30450.000762939453,35450.00076293945,3000.0,38750.0,39150.001525878906,38400.001525878906
1781979124.1164515,20260620T181138.591206Z,Bob,1,110.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 110.0, 0.0, 0.0]",0.04006503309720125,0.2911392405063291,-0.21100917431192662,0.4799674834513994,0.35443037974683544,0.6055045871559633,188,9785,22,16,12,29,17,46,20,26,35650.001525878906,35500.0,53799.99923706055,35049.99923706055,-4300.000190734863,39250.0,38799.99923706055,38650.001525878906
1781979151.878063,20260620T181206.476668Z,Bob,1,120.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0]",0.06420682121616701,0.3246753246753247,-0.19626168224299065,0.4678965893919165,0.33766233766233766,0.5981308411214953,184,9786,24,14,12,27,14,46,18,29,35900.001525878906,35299.99923706055,58799.99923706055,35349.998474121094,-33700.00076293945,39150.001525878906,38650.001525878906,39099.998474121094
1781979180.1285155,20260620T181234.406272Z,Bob,1,130.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 130.0, 0.0, 0.0]",-0.05238095238095239,0.19047619047619047,-0.29523809523809524,0.5261904761904762,0.40476190476190477,0.6476190476190476,189,9802,25,20,14,25,15,49,19,22,36349.998474121094,35650.001525878906,35250.0,35200.00076293945,-50.00000074505806,39049.99923706055,39349.998474121094,39049.99923706055
