timestamp,record_id,epc,dac,swept_voltage,voltages,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,total_coincidences,sync_markers,C_HH,C_HV,C_VH,C_VV,C_DD,C_DA,C_AD,C_AA,delay_HH_ps,delay_HV_ps,delay_VH_ps,delay_VV_ps,delay_DD_ps,delay_DA_ps,delay_AD_ps,delay_AA_ps
1781961800.2428963,20260620T132208.468328Z,Alice,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.07734806629834254,-0.15469613259668508,0.0,0.5386740331491713,0.5773480662983426,0.5,476,29321,82,103,106,71,37,40,17,20,35799.99923706055,35700.00076293945,35500.0,35400.001525878906,39099.998474121094,39000.0,39000.0,38900.001525878906
1781961875.5068183,20260620T132322.744988Z,Alice,0,5.0,"[5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1893815987933635,0.16307692307692306,0.21568627450980393,0.4053092006033182,0.41846153846153844,0.39215686274509803,478,29323,115,71,65,74,59,26,34,34,36000.0,35500.0,35599.998474121094,35400.001525878906,39200.00076293945,39200.00076293945,39099.998474121094,38799.99923706055
1781961956.507464,20260620T132438.453540Z,Alice,0,10.0,"[10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.26391460419421875,0.16962025316455695,0.3582089552238806,0.36804269790289057,0.4151898734177215,0.3208955223880597,529,29322,137,98,66,94,53,12,31,38,36000.0,35500.0,35599.998474121094,35200.00076293945,39500.0,39000.0,38900.001525878906,38799.99923706055
1781962035.6358798,20260620T132559.795258Z,Alice,0,15.0,"[15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.34374749338252986,0.37362637362637363,0.31386861313868614,0.32812625330873507,0.3131868131868132,0.34306569343065696,501,29324,169,67,47,81,47,12,35,43,36000.0,35799.99923706055,35599.998474121094,35599.998474121094,39299.99923706055,-73000.0,38900.001525878906,38599.998474121094
1781962109.096544,20260620T132718.073268Z,Alice,0,20.0,"[20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2829628472086573,0.36312849162011174,0.20279720279720279,0.35851857639567136,0.31843575418994413,0.3986013986013986,501,29321,157,63,51,87,46,6,51,40,36099.998474121094,35700.00076293945,35500.0,35299.99923706055,39200.00076293945,-45500.0,39200.00076293945,38599.998474121094
1781962182.3896391,20260620T132831.502600Z,Alice,0,25.0,"[25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.14979939408826662,0.26570048309178745,0.03389830508474576,0.4251003029558667,0.3671497584541063,0.4830508474576271,532,29322,178,111,41,84,30,13,44,31,36000.0,35599.998474121094,35599.998474121094,35500.0,39400.001525878906,-47400.001525878906,38900.001525878906,38799.99923706055
1781962255.2175767,20260620T132944.829852Z,Alice,0,30.0,"[30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1601857540385241,0.2009685230024213,0.11940298507462686,0.41990712298073796,0.39951573849878935,0.44029850746268656,547,29320,187,113,52,61,28,17,42,47,35799.99923706055,35599.998474121094,35500.0,35400.001525878906,39299.99923706055,38799.99923706055,39299.99923706055,38599.998474121094
1781962329.7921875,20260620T133057.666250Z,Alice,0,35.0,"[35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.06545931133087096,0.15844155844155844,-0.027522935779816515,0.4672703443345645,0.42077922077922075,0.5137614678899083,494,29323,165,106,56,58,18,12,44,35,36000.0,35700.00076293945,35799.99923706055,35500.0,39000.0,39000.0,39099.998474121094,39000.0
1781962403.6649425,20260620T133212.231259Z,Alice,0,40.0,"[40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.027879901960784312,0.058823529411764705,-0.11458333333333333,0.5139399509803921,0.47058823529411764,0.5572916666666666,532,29322,115,93,67,65,57,27,80,28,35900.001525878906,35700.00076293945,35500.0,35500.0,39500.0,39099.998474121094,38799.99923706055,38599.998474121094
1781962477.3517444,20260620T133326.110197Z,Alice,0,45.0,"[45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.12289766970618035,-0.11246200607902736,-0.13333333333333333,0.5614488348530902,0.5562310030395137,0.5666666666666667,569,29323,81,128,55,65,80,34,102,24,36000.0,35700.00076293945,35599.998474121094,35599.998474121094,39099.998474121094,38799.99923706055,38900.001525878906,38599.998474121094
