timestamp,record_id,epc,dac,swept_voltage,voltages,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,total_coincidences,sync_markers,C_HH,C_HV,C_VH,C_VV,C_DD,C_DA,C_AD,C_AA,delay_HH_ps,delay_HV_ps,delay_VH_ps,delay_VV_ps,delay_DD_ps,delay_DA_ps,delay_AD_ps,delay_AA_ps
1781950400.5057282,20260620T101305.822928Z,Alice,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.004977375565610842,-0.3076923076923077,0.3176470588235294,0.4975113122171946,0.6538461538461539,0.3411764705882353,163,4913,13,34,17,14,25,18,11,31,40099.998474121094,35500.0,39200.00076293945,35200.00076293945,35599.998474121094,39099.998474121094,35599.998474121094,39099.998474121094
1781950416.7233884,20260620T101322.389276Z,Alice,0,5.0,"[5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.11666666666666668,-0.4,0.16666666666666666,0.5583333333333333,0.7,0.4166666666666667,130,4914,8,21,28,13,23,12,13,12,-300399.9938964844,35799.99923706055,39400.001525878906,35400.001525878906,35799.99923706055,39000.0,35299.99923706055,39000.0
1781950432.8653123,20260620T101338.584539Z,Alice,0,10.0,"[10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.019379844961240317,-0.37209302325581395,0.3333333333333333,0.5096899224806202,0.686046511627907,0.3333333333333333,146,4912,15,30,29,12,23,10,10,17,39599.998474121094,35400.001525878906,39400.001525878906,35099.998474121094,35400.001525878906,39099.998474121094,35500.0,38900.001525878906
1781950449.0077276,20260620T101354.693191Z,Alice,0,15.0,"[15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.035117056856187295,-0.20512820512820512,0.2753623188405797,0.4824414715719063,0.6025641025641025,0.36231884057971014,147,4912,15,22,25,16,20,13,12,24,39799.99923706055,35799.99923706055,39200.00076293945,35099.998474121094,35599.998474121094,38900.001525878906,35000.0,38799.99923706055
1781950465.0991783,20260620T101410.852426Z,Alice,0,20.0,"[20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0016103059581320522,-0.18518518518518517,0.18840579710144928,0.499194847020934,0.5925925925925926,0.4057971014492754,150,4912,16,22,26,17,15,12,16,26,39500.0,35799.99923706055,39299.99923706055,35400.001525878906,35599.998474121094,38799.99923706055,35200.00076293945,38900.001525878906
1781950481.241081,20260620T101426.965632Z,Alice,0,25.0,"[25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.0411764705882353,-0.2,0.11764705882352941,0.5205882352941176,0.6,0.4411764705882353,153,4911,15,28,23,19,14,11,19,24,39700.00076293945,35500.0,39500.0,35400.001525878906,35500.0,39500.0,35500.0,38900.001525878906
1781950497.2663934,20260620T101443.042299Z,Alice,0,30.0,"[30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.09806201550387597,0.16279069767441862,0.03333333333333333,0.45096899224806203,0.4186046511627907,0.48333333333333334,146,4913,29,18,18,21,15,7,22,16,39500.0,36000.0,39500.0,35299.99923706055,35599.998474121094,39299.99923706055,35200.00076293945,39200.00076293945
1781950513.282729,20260620T101459.097381Z,Alice,0,35.0,"[35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.058562367864693446,0.046511627906976744,-0.16363636363636364,0.5292811839323467,0.47674418604651164,0.5818181818181818,141,4912,28,27,14,17,10,14,18,13,39799.99923706055,35900.001525878906,39400.001525878906,35099.998474121094,35700.00076293945,39000.0,35599.998474121094,39000.0
1781950529.3636045,20260620T101515.107600Z,Alice,0,40.0,"[40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03492516037063435,0.21739130434782608,-0.14754098360655737,0.4825374198146828,0.391304347826087,0.5737704918032787,130,4912,25,15,12,17,13,13,22,13,39500.0,35299.99923706055,39299.99923706055,35299.99923706055,35200.00076293945,38700.00076293945,35400.001525878906,38799.99923706055
1781950546.048594,20260620T101531.247382Z,Alice,0,45.0,"[45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.05555555555555555,0.2222222222222222,-0.3333333333333333,0.5277777777777778,0.3888888888888889,0.6666666666666666,123,4911,26,16,12,18,10,19,15,7,39599.998474121094,35799.99923706055,39099.998474121094,35200.00076293945,35400.001525878906,39299.99923706055,35099.998474121094,38700.00076293945
